track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date
5Df6eVUr5N0eZInCo3VmJG;Claimen;Jayh;40;3tWiyGxITSZk9eu8ISO9Ai;Claimen;2014-12-12
1Z5B5x1vsgwmR6M4B8ndwU;Palm Trees - Motez Remix;GoldLink;38;58Qn0fNPQBC2aYeP6XkQeb;And After That, We Didn't Talk - The Remixes;2016-06-10
1tUuMjAJR9vBu2vNWvlYmy;Zebra;John Butler Trio;48;4v8fleThkidEttSVVdle6p;Sunrise Over Sea;2005-03-01
1JMYXWQ8pSkqTAYExkKPT8;Summer ID;Manse;32;4yrMkqtyqRPqyzctMQEYEy;Summer ID;2019-02-22
1MYMEtHi6fmmGiDFLrBiY3;La Lá;Mike Bahía;68;3UbZvsLswQE2L5mBiGlzO0;Navegando;2019-11-15
5YLb4u68e67Alc1SBC4nGQ;Swag on 100 (feat. Sady Immortal);Sikander Kahlon;30;6jv2F3XZoav9RVUrMLyPY3;Swag on 100 (feat. Sady Immortal);2018-01-25
75ZKw8JLaFsYr51J44fQ4N;drive all night;joan;50;2e05jEqzsX5SeYkGQQxkFf;drive all night;2019-02-01
7AA4lNDVhoyucOqhBO56XU;Aczino: Bzrp Freestyle Sessions, Vol. 8;Bizarrap;69;2Ndg4eoQ9xUyZIPKrxiMoL;Aczino: Bzrp Freestyle Sessions, Vol. 8;2019-12-18
3n6f0eBOjEqOdcPVSl0ixs;I Like You;CØDE;28;3t3DnNj0aHv0It9c8Xlark;I Like You;2019-05-03
2q6D2o8qRY5vcOC4jut0ku;All 4 Love;Color Me Badd;32;2cvWdf4DRETYWWibcjQuue;Rhino Hi-Five: Color Me Badd;2005-03-15
0wkDejER7XronJnXzY98w4;Maldito Alcohol;Pitbull;1;4brEzXAZB8SWqgQIOBn7nF;I Am Armando (Armando Reloaded);2012-07-30
3LGeYNY9aWQuBJovOOowqm;Outta My System;Bow Wow;59;1Dt7wPQxjnJJBiV6fczCpS;The Price Of Fame;2006-12-15
53HUxlAstNtpgKVU6VV2JL;American Spirit;Meg & Dia;14;0EeIcV1RSt8LNSnEpTIY2I;happysad;2019-07-26
1q8NdCAQ9QUjpYiqzdd3mv;Atrévete-Te-Te;Calle 13;73;5pmuwmV2OcuiTX7kNczQ16;Calle 13 (Explicit Version);2005
7KA66zSwthBv5X9bNQEeX1;Heat Of The Moment;Asia;8;1H6UavEu5ZiRwybDHo9vCd;Asia;1982-01-01
1AgZA1lTtCXeIbhXrIup4W;From Me To You - Edit;Yolanda Be Cool;5;1oUmEpb1N5hk2F7pBTLUDC;From Me To You;2016-03-09
4QpQD2qeHHwzEKZ1rCJLcv;Almost Love;Ashlie Amber;31;6vEzO4gmCxfSkqlgBTvTfU;Almost Love;2019-12-25
11HuR1B6pxxEckAvwQTpYc;Okay;Oliver Wade;19;6i0nxO7Xra7LH6RAEBqtxC;Okay;2019-09-13
6iajHa34cSiD5s42Cq9miJ;Peaches & Cream (feat. P. Diddy);112;57;5Bp5PZqYJ9tiz0Hf6lOD5Q;R&B Hits;2005-10-04
69mlHIPayAZVzC32RaVty5;Anchor;Tritonal;42;0OfEsPc1vhiRsuTN2bCERz;Metamorphic III;2014-09-29
17r16Atqljpae7Jggjds2W;Qarabag (Remix);Cricced;38;1z56hPZwaeqanBAyFdsZIJ;Legend;2018-04-24
7kaQDeRHwUYEdDxjueRUMl;Амбасcадора;Gamora;27;4ryNhekOt5bI3LUW2y91xq;Амбассадора;2018-10-15
2xBld9v8saAQRZGXIO8Y1q;Tired - Kovan & Alex Skrindo Remix;Alan Walker;24;7Jz65M1Mslp51rc3hrf0qY;Tired (Remixes);2017-06-23
7ffNh65adUgbdA7N1c4iN8;Sayonara;Izone;36;7pPkC1MblBb0fzo46NZs3x;Sayonara;2019-10-18
7KA4W4McWYRpgf0fWsJZWB;See You Again (feat. Kali Uchis);Tyler, The Creator;79;2nkto6YNI4rUYTLqEwWJ3o;Flower Boy;2017-07-21
073fF1emyPimAvWLWbHSpY;Thunder - Radio Mix;W&W;0;4lmemeVndkUr2bJhpOMrAw;Thunder;2013-07-22
1ppOGANOzMT01Cxh9jx4hN;Cool Kids;Olympis;67;1ZmJJdNN2BAnVqoiU4xtZe;Cool Kids;2019-11-01
