song_id;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
0D4yVl9Pn45xW2s63MFCmT;0.618;0.837;1;-5,338;0.0304;0.000254;0.000378;0.0618;0.526;121.227;248336
59K1LiDT4btNGyOekA1ghR;0.609;0.743;1;-3,669;0.116;0.0234;0.0;0.11;0.58;143.956;196707
4AYsLrH5JLzVh7VuaQDTWt;0.534;0.88;3;-3,545;0.119;0.0695;0.0;0.106;0.333;127.947;184133
4Tttv4p2xuAq1LpQ7LI95E;0.591;0.739;4;-6,451;0.429;0.141;0.0;0.48;0.613;172.414;263600
66TRwr5uJwPt15mfFkzhbi;0.736;0.74;0;-2,18;0.0786;0.515;0.0;0.0468;0.803;140.141;221933
0cEY2XrkwZAyrxMioyiAQB;0.836;0.793;7;-7,744;0.109;0.0627;2.57e-05;0.219;0.887;106.005;305067
0Zh5U48tZNeAzzLTV1CVBE;0.925;0.737;8;-1,292;0.0777;0.092;0.0;0.169;0.603;133.946;222240
7cohRKBHDeIVhPGlU9toqE;0.665;0.434;5;-8,142;0.0337;0.221;6.15e-06;0.0765;0.363;114.842;196407
3PAYDLeC1RxDIbzi9hZYne;0.781;0.638;1;-12,305;0.0401;0.00911;0.0;0.0357;0.909;100.231;236240
7rwWVAldgVU8CtPrxgwItZ;0.831;0.388;9;-11,917;0.117;0.0932;0.000546;0.102;0.179;115.024;169043
70Vdd1gx5tn84jkAU31ASv;0.707;0.861;7;-4,225;0.316;0.1;0.0;0.191;0.795;130.021;199480
1YXYUxukckA5LLnPe90AlS;0.748;0.706;1;-9,959;0.275;0.336;1.01e-06;0.437;0.663;80.884;244493
4l7oD6415mxY0uSppVUUjX;0.857;0.676;1;-5,359;0.192;0.218;0.0;0.0592;0.339;103.998;263127
28rT6KZftud6P93LetVrPD;0.496;0.819;7;-3,892;0.0793;0.016;3.1e-06;0.0738;0.541;132.04;134240
4i53smHJgzRgTEI9F2mZ93;0.678;0.368;1;-7,842;0.196;0.453;8.99e-05;0.0716;0.551;70.958;331280
5rU6kDNXZLXIinFezpbWbO;0.901;0.676;2;-7,033;0.251;0.0646;0.0;0.0863;0.452;85.018;148278
4svaGEtJdr5gdhBvdIkGaL;0.838;0.746;10;-5,889;0.134;0.134;3.23e-06;0.119;0.622;100.966;190908
4HCsKNye8SYImpwXnurwmN;0.857;0.772;1;-3,076;0.291;0.167;0.0;0.0721;0.727;90.034;253600
1n2ftY1tDVEyf1uFcNjAuN;0.48;0.9;6;-6,911;0.0365;2.89e-05;4.38e-06;0.354;0.465;92.596;211051
0Xz3DTcdZI01mjKfNZrsC1;0.604;0.964;8;-4,713;0.033;0.00016;0.611;0.858;0.078;127.929;157031
3xN4zbuUZvGev7c9D0BbTM;0.813;0.992;1;-6,203;0.0574;0.00194;0.871;0.0957;0.961;126.001;444000
4MP1v8NFAFbMQEf0GuqAvt;0.616;0.668;2;-8,242;0.0384;0.0836;0.00166;0.131;0.143;110.046;152182
1RXEb6UTxJ05RffnAWfUOE;0.857;0.764;1;-6,304;0.246;0.0402;0.0;0.425;0.579;93.071;261267
7sO5G9EABYOXQKNPNiE9NR;0.88;0.428;9;-8,28;0.206;0.149;5.07e-05;0.114;0.333;100.007;172800
23DZLSxCK6kM8FF2RlzKDl;0.669;0.52;8;-10,136;0.0345;0.245;0.00535;0.126;0.634;104.812;224027
4twhYPDyCP6ICeW3TtQVxP;0.392;0.213;9;-12,494;0.0415;0.903;1.01e-06;0.12;0.312;100.518;203507
64UWzgxsySsNSu4LUqpJA3;0.689;0.924;0;-4,242;0.26;0.0121;5.95e-05;0.605;0.686;129.987;240000
4UkynNKM3QAFnYukL8Udi6;0.324;0.463;8;-7,247;0.0336;0.0781;5.63e-06;0.103;0.2;125.295;303387
2U4kPiipwfc2oHmd0nGoj5;0.742;0.873;1;-3,373;0.082;0.232;1.17e-05;0.114;0.899;90.004;285333
1e9oZCCiX42nJl0AcqriVo;0.548;0.816;0;-4,209;0.0465;0.122;0.0;0.335;0.557;95.39;174000
47Bg6IrMed1GPbxRgwH2aC;0.575;0.714;6;-5,247;0.0596;0.395;0.0;0.115;0.32;144.982;262231
1Qg9jWGDkKAGZXj5v2OG59;0.659;0.604;8;-5,084;0.0542;0.0889;0.0;0.105;0.407;126.135;190643
6DJQpwghSFDWCAelPckZe8;0.859;0.748;0;-7,756;0.14;0.207;0.00453;0.0854;0.524;122.99;197226
0sSR1w67eahakowkEpWVln;0.807;0.648;6;-7,503;0.0413;0.255;4.2e-05;0.097;0.777;122.021;175234
6Qs4SXO9dwPj5GKvVOv8Ki;0.741;0.52;8;-7,513;0.0656;0.45;1.97e-06;0.222;0.347;102.998;171030
3pz19CAY4yX7FSnTWDu3La;0.565;0.505;10;-13,336;0.0291;0.425;0.0;0.0772;0.4;137.112;258627
5DxXgozhkPLgrbKFY91w0c;0.886;0.672;1;-4,394;0.188;0.0363;8.78e-06;0.101;0.526;91.976;192024
3xmmKCqEPNloZT9myIx0Hn;0.752;0.806;8;-3,834;0.124;0.185;0.0;0.0824;0.632;97.022;194283
2YqcTD2YWNMQ9LbQNVUATJ;0.79;0.414;8;-11,604;0.37;0.903;2.98e-06;0.0951;0.574;84.977;164681
6jFp2s1RhPF5piYacNLsYd;0.637;0.87;2;-3,796;0.13;0.00379;2.73e-05;0.0771;0.735;82.044;248956
6CzAoEsq48kvwtNYlkMk41;0.615;0.901;0;-5,096;0.0551;0.0294;0.0;0.119;0.559;107.998;254853
7p4vHnYXkxlzvfePJVpcTr;0.554;0.596;7;-8,214;0.13;0.162;0.00482;0.0805;0.255;165.728;297404
5GVQ5CPjpObWCbWnxtxzdV;0.505;0.598;6;-6,654;0.0302;0.297;1.66e-05;0.082;0.226;76.001;188587
4c2Zdtqy5x9BkhTSJRTDmk;0.682;0.597;3;-8,866;0.0405;0.564;0.0;0.331;0.465;138.09;223680
2PzU4IB8Dr6mxV3lHuaG34;0.723;0.863;2;-7,89;0.0338;0.0383;0.0317;0.128;0.931;136.302;222813
5AJuPOJW3hLErTdYmP3qM6;0.813;0.705;6;-4,21;0.0443;0.148;1.81e-06;0.156;0.462;99.983;199200
5nFlcwk4U6KTFIB1Ij23Bt;0.555;0.616;0;-6,049;0.0311;0.00236;0.014;0.0993;0.222;101.985;222403
69eihm0ByPDKtOnZ2B9mA7;0.799;0.71;4;-5,099;0.0397;0.0367;0.000372;0.12;0.767;110.732;214960
58HEA9tUNHri5ZI690qxlt;0.247;0.931;9;-2,811;0.0762;0.333;0.0758;0.322;0.407;83.726;185285
5TM2eqdzfWPHklI7YnBmsD;0.701;0.261;0;-19,846;0.0938;0.219;0.0;0.0821;0.89;97.042;144333
2KpCVL6gtwaKAbyCcwvADp;0.756;0.935;1;-7,15;0.219;0.0885;0.000336;0.308;0.843;116.977;201026
