camis	dba	zipcode	cuisine_description
40365577	V & T RESTAURANT	10025.0	Italian
50047265	HAN	10019.0	Chinese
41150606	CAFE BONJOUR DELI & PIZZA	10018.0	American
50052557	BUTTERCUP BAKE SHOP	10019.0	Bakery
41477830	RESIDENCE INN TIMES SQUARE	10018.0	American
41126055	LITTLE BRANCH	10014.0	American
41718160	CARBONE	10012.0	Italian
41696660	CITIZENS OF GRAMERCY	10010.0	Caf̩/Coffee/Tea
50045845	DA MARCELLA	10012.0	Italian
41485091	BRAVO PIZZA	10003.0	Pizza
41288162	BASERA INDIAN BISTRO	10019.0	Indian
40603518	LE PARKER MERIDIEN (NORMA'S, BURGER JOINT)	10019.0	American
40654823	BLONDIES	10024.0	American
50042275	HERBS THAI BISTRO	10017.0	Thai
40374088	PONGSRI THAI RESTAURANT	10036.0	Thai
40397780	VIRGIL'S BBQ	10036.0	Barbecue
50071354	POKE GREEN	10007.0	Salads
41472216	PRET A MANGER	10001.0	Sandwiches/Salads/Mixed Buffet
50056910	UNITED FRIED CHICKEN	10037.0	Chicken
41356747	LINCOLN PARK BAR & GRILL	10019.0	American
41147913	SUBWAY	10029.0	Sandwiches
40382802	PARNELL'S PUB	10022.0	Irish
40396494	CORNER CAFE AND BAKERY	10128.0	American
50054342	FINE BAKERY CITY INC	10002.0	Bakery
50016060	SENN THAI COMFORT FOOD	10024.0	Thai
41353218	CASSIANO'S PIZZA	10022.0	Pizza
50071274	LUCCIOLA	10024.0	Italian
40526254	DANIELLO'S PIZZERIA	10025.0	Pizza/Italian
50035485	GUNBAE	10007.0	Korean
41038085	SHAKE SHACK	10010.0	Hamburgers
41653831	THE PARK VIEW	10034.0	American
41142962	STARBUCKS	10002.0	Caf̩/Coffee/Tea
50015564	ST GEORGE TAVERN RESTAURANT & BAR	10006.0	Asian
41555214	FEDORA	10014.0	American
41289885	LA PRECIOSA CHINA RESTAURANT	10029.0	Chinese
41648643	STICKY'S FINGER JOINT #1	10011.0	Chicken
50018399	SWEET  GENERATION	10009.0	Bakery
41149373	EMPIRE COLOMBUS	10023.0	Chinese/Japanese
41497089	EL NUEVO TAINO	10032.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
41101595	ANGELO'S PIZZA	10019.0	Pizza
41067651	BOUNCE	10010.0	American
41336125	GRAND 1 BAKERY	10002.0	Bakery
40905068	NO 32	10003.0	American
50051650	RIKO	10001.0	Peruvian
41640556	COVE LOUNGE	10027.0	American
50077944	SLICE PIZZA	10017.0	Pizza
40366222	KILLARNEY ROSE	10005.0	Irish
40363630	LORENZO & MARIA'S KITCHEN	10028.0	Continental
41589254	POTBELLY SANDWICH WORKS	10017.0	American
50033574	CHEZ ALAIN RESTAURAUNT	10027.0	African
50047195	GRAB & GO	10035.0	Delicatessen
40663950	FOOD FOR THOUGHT CATERED EVENTS	10001.0	American
50069068	ATOMIC WINGS	10009.0	Other
50002421	JEBON	10003.0	Asian
50085706	BLACK FOX	10004.0	American
41462348	BENVENUTO CAFE	10013.0	American
41641276	TABOONETTE	10003.0	Middle Eastern
50010814	CROWN FRIED CHICKEN	10040.0	American
41385585	LA FONDA DEL SOL	10017.0	Spanish
50043779	CAFFE BENE	10009.0	Caf̩/Coffee/Tea
41458571	WESTVILLE	10011.0	American
50077861	ZAUO	10011.0	Japanese
50003964	EMERALD INN	10023.0	Irish
41117553	EPISTROPHY CAFE	10012.0	Italian
41250025	YUNG SUN SEAFOOD RESTAURANT	10002.0	Chinese
41645425	NEW YORK BEER COMPANY	10036.0	American
50057297	BLACK BURGER/ POKE BOWL/ 5 BOROUGHS PIZZA	10013.0	American
41716904	HIGHLINE PIZZERIA	10001.0	Pizza
50006337	D ELICI	10038.0	American
41637468	BUDDHA BEER BAR	10040.0	American
50054114	PROVA PIZZA BAR	10017.0	Pizza/Italian
50010039	HUNAN CHEN'S KITCHEN	10025.0	Chinese
50043343	NOGLU NEW YORK	10128.0	French
50054438	LAN SHENG RESTAURANT	10018.0	Chinese
41250454	ALICE'S TEA CUP	10028.0	American
50018204	NEW FRESH WOK	10128.0	Chinese
50062984	STARBUCKS COFFEE	10007.0	Caf̩/Coffee/Tea
50036199	NOMO SOHO	10013.0	American
50082931	IL MELOGRANO	10019.0	Other
50009823	PAM REAL THAI 49	10019.0	Thai
50008145	MIGHTY QUINN'S BBQ	10014.0	American
40622601	A-1 PIZZA SHOP	10002.0	Pizza
41318348	SOCARRAT (PAELLA BAR AND WINE BAR)	10011.0	Spanish
41689516	MARCHE MADISON	10016.0	American
40534155	ODESSA	10009.0	American
41645715	CHI DUMPLING HOUSE		Chinese
41685153	THE SPOT AT CENTER COURT	10115.0	American
41394405	LITTLE ITALY PIZZA	10007.0	Pizza
41699229	SAN MARZANO	10003.0	Italian
40754984	SOPHIE'S RESTAURANT(Entrance on 73 New Street)	10004.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
41350310	MAMMA'S FAMOUS PIZZA & BURGERS	10024.0	Pizza
50002051	BEER CULTURE	10036.0	American
41460032	BALADE	10009.0	Mediterranean
41578960	BOUCHON BAKERY ROCKEFELLER	10020.0	American
41658037	MIZU	10003.0	Japanese
41661174	V {iv} Thai Restaurant & Bar	10016.0	Thai
50017044	JUST SALAD	10004.0	Salads
40588296	BOCCA	10020.0	American
50001458	BASSANOVA RAMEN	10013.0	Japanese
41104875	BELLA VITA PIZZERIA	10036.0	Pizza/Italian
50056849	MAUI ONION	10010.0	Hawaiian
40378136	BROADWAY RESTAURANT	10025.0	American
50078229	JOE & THE JUICE	10021.0	Juice, Smoothies, Fruit Salads
50040806	EFFY'S KITCHEN	10029.0	American
41666448	GUARDIAN LIFE EMPLOYEE CAFETERIA	10004.0	Continental
50001693	ANKA GRILL	10022.0	Turkish
50042380	LA VELA DINING AND BAR	10036.0	Italian
41714685	CHOP'T	10017.0	Salads
41105879	BLT PRIME	10010.0	American
50040401	FOOD FAIR DELI & PIZZA	10001.0	Delicatessen
40855992	FAMOUS BAGEL BUFFET	10011.0	American
40364715	OLD HOMESTEAD	10011.0	American
40911251	SUSHI SEKI	10065.0	Japanese
40880715	BLUE SMOKE	10016.0	American
40913297	STARBUCKS	10022.0	Caf̩/Coffee/Tea
50046106	MARISCO CENTRO	10033.0	Seafood
41118091	LE PAIN QUOTIDIEN	10075.0	Sandwiches
41325953	33 Gourmet	10001.0	Delicatessen
50055248	BELLE	10030.0	American
40703791	STARBUCKS	10111.0	Caf̩/Coffee/Tea
50075902	VOYAGER ESPRESSO	10038.0	Caf̩/Coffee/Tea
40367752	GRIFFIS FACULTY CLUB	10065.0	American
41239252	BODRUM	10024.0	Mediterranean
50061416	LA ESQUINA	10021.0	Mexican
50047446	OLA' VIVABAR	10075.0	American
50062819	THE SOSTA	10012.0	Italian
50001148	MCDONALD'S	10027.0	Hamburgers
50002580	OCHE A TU GUSTO	10040.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
50044397	PFIZER BROADWAY CAFE	10017.0	American
41292992	KOUZAN	10025.0	Japanese
50073342	TRE GIOVANI	10012.0	Italian
50058530	CITY SPICE CAFE	10010.0	Indian
50047571	DUNKIN DONUTS	10001.0	Donuts
50016892	THE FOLLY	10012.0	American
50000832	AMC THEATRES	10001.0	American
50082939	HACHIBEI	10022.0	Japanese
50074903	O CAFE ON 7TH	10011.0	Caf̩/Coffee/Tea
41331156	ROOM MATE GRACE HOTEL	10036.0	American
41171815	G'S CANDY STORE COFFEE SHOP	10034.0	American
50046427	2 BROS PIZZA	10010.0	Pizza
50036502	FANCY JUICE	10003.0	Juice, Smoothies, Fruit Salads
41527114	MERCHANTS RIVER HOUSE	10280.0	American
50039286	DELIGHT WONG RESTAURANT	10002.0	Chinese
40977437	LA CAVERNA		American
50072292	THE UPTOWN GARRISON	10033.0	American
50044708	21 BAR	10033.0	American
40398045	MIKES PIZZA	10010.0	Pizza/Italian
50073207	AVOCADO APPETIT BAR & CAFE	10002.0	American
41473931	WHISKEY REBEL	10016.0	American
50067521	V-BREAD CAFE NY	10002.0	Vietnamese/Cambodian/Malaysia
50003165	GOMI-WINE-FOOD-FRIENDS	10009.0	Tapas
40951896	STARBUCKS	10017.0	Caf̩/Coffee/Tea
41572551	EATS	10021.0	American
40526104	AMY'S BREAD	10011.0	Bakery
50008548	CAFE JAX	10028.0	Caf̩/Coffee/Tea
50045025	REBEL COFFEE	10014.0	Caf̩/Coffee/Tea
50017390	SPA CASTLE PREMIER	10022.0	Korean
40841272	SYLVIA'S RESTAURANT	10027.0	Soul Food
41249363	ROASTING PLANT	10002.0	Caf̩/Coffee/Tea
50044177	GINA AMERICANA	10128.0	American
50001750	EL VEZ	10282.0	Mexican
50069682	COOK EATERY	10018.0	American
50058533	NEW SAN FRANCISO RESTAURANT	10032.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
50016854	BOCCA BLISS	10017.0	American
50001148	MCDONALD'S	10027.0	Hamburgers
50017773	OITA SUSHI	10021.0	Japanese
41092609	10TH AVENUE COOKSHOP	10011.0	American
41638961	765 FOOD MARKET	10017.0	Delicatessen
50070927	PAPA JOHNS PIZZA	10002.0	Pizza/Italian
50006337	D ELICI	10038.0	American
50054576	BURGER KING	10018.0	American
40836364	DEACON BRODIE'S	10036.0	Irish
50047650	DESI GALLI	10009.0	Indian
50018314	NEW GOLDEN EMPIRE CHINESE RESTAURANT	10031.0	Chinese
41631487	TAKE 31	10016.0	Korean
50033339	BITE OF HONG KONG	10002.0	Chinese
50071271	FLOUR SHOP	10013.0	Bakery
40659340	SEOUL GARDEN	10001.0	Korean
