nRest;inspection_date;action;violation_code;violation_description;critical_flag;score;grade;inspection_type
50008709;04/21/2015;Violations were cited in the following area(s).;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;CRITICAL;24.0;;Cycle Inspection / Initial Inspection
50004408;02/24/2018;Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.;05B;Harmful, noxious gas or vapor detected. CO ~1 3 ppm.;CRITICAL;40.0;;Cycle Inspection / Initial Inspection
40536591;10/13/2016;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;Critical;19.0;B;Cycle Inspection / Re-inspection
50034597;11/28/2018;Violations were cited in the following area(s).;04E;Toxic chemical improperly labeled, stored or used such that food contamination may occur.;CRITICAL;12.0;A;Cycle Inspection / Re-inspection
40608702;05/02/2018;Violations were cited in the following area(s).;06F;Wiping cloths soiled or not stored in sanitizing solution.;Critical;9.0;A;Cycle Inspection / Re-inspection
50010629;11/28/2017;Violations were cited in the following area(s).;06B;Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.;Critical;17.0;;Cycle Inspection / Initial Inspection
50051178;11/27/2018;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;NOT CRITICAL;4.0;A;Cycle Inspection / Initial Inspection
40992090;2015-09-12;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;8.0;A;Cycle Inspection / Initial Inspection
50011483;10/17/2017;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;13.0;A;Cycle Inspection / Re-inspection
50071207;08/29/2018;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;CRITICAL;38.0;;Cycle Inspection / Initial Inspection
41397825;08/04/2017;Violations were cited in the following area(s).;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;critical;21.0;;Cycle Inspection / Initial Inspection
41195964;2015-01-12;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;CRITICAL;9.0;A;Cycle Inspection / Re-inspection
41020367;2017-20-04;Violations were cited in the following area(s).;08C;Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.;NOT CRITICAL;7.0;A;Cycle Inspection / Initial Inspection
40400556;10/27/2015;Violations were cited in the following area(s).;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;Critical;25.0;;Cycle Inspection / Initial Inspection
41549545;08/08/2017;Violations were cited in the following area(s).;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;Critical;16.0;B;Cycle Inspection / Re-inspection
50004726;03/24/2016;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;CRITICAL;22.0;;Cycle Inspection / Initial Inspection
41443460;08/01/2018;Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;47.0;;Cycle Inspection / Initial Inspection
40803444;05/20/2015;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;Critical;21.0;;Cycle Inspection / Initial Inspection
41293635;08/09/2017;Establishment re-opened by DOHMH;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;Critical;9.0;C;Cycle Inspection / Reopening Inspection
41530819;09/06/2016;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;Critical;23.0;;Cycle Inspection / Initial Inspection
50012298;01/04/2017;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;Critical;10.0;A;Cycle Inspection / Re-inspection
41174904;04/25/2017;No violations were recorded at the time of this inspection.;;;not applicable;;;Administrative Miscellaneous / Initial Inspection
41020367;05/19/2015;Violations were cited in the following area(s).;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";NOT CRITICAL;32.0;;Cycle Inspection / Initial Inspection
50005384;07/11/2018;Violations were cited in the following area(s).;09B;Thawing procedures improper.;Not Critical;16.0;B;Cycle Inspection / Re-inspection
50015534;04/14/2016;Violations were cited in the following area(s).;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;Critical;26.0;B;Pre-permit (Operational) / Re-inspection
50016436;04/09/2018;Violations were cited in the following area(s).;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";not critical;19.0;;Cycle Inspection / Initial Inspection
50084174;10/30/2018;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;13.0;A;Pre-permit (Operational) / Initial Inspection
41217591;04/06/2017;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;13.0;;Cycle Inspection / Initial Inspection
50005897;06/20/2017;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;Critical;64.0;;Cycle Inspection / Initial Inspection
41115188;03/09/2016;Violations were cited in the following area(s).;09C;Food contact surface not properly maintained.;not critical;22.0;;Cycle Inspection / Initial Inspection
41614438;03/03/2016;Violations were cited in the following area(s).;04C;Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.;CRITICAL;58.0;;Cycle Inspection / Initial Inspection
41316433;10/10/2018;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;Critical;12.0;A;Cycle Inspection / Initial Inspection
40399996;11/14/2018;Violations were cited in the following area(s).;09A;Canned food product observed dented and not segregated from other consumable food items.;NOT CRITICAL;64.0;;Cycle Inspection / Initial Inspection
41260427;05/04/2016;Violations were cited in the following area(s).;10E;Accurate thermometer not provided in refrigerated or hot holding equipment.;Not Critical;30.0;;Cycle Inspection / Initial Inspection
41538262;11/02/2017;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;Critical;28.0;C;Cycle Inspection / Re-inspection
50040054;01/04/2016;Violations were cited in the following area(s).;10H;Proper sanitization not provided for utensil ware washing operation.;Not Critical;7.0;A;Cycle Inspection / Re-inspection
40536591;01/17/2018;Violations were cited in the following area(s).;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;Critical;33.0;;Cycle Inspection / Initial Inspection
41705628;12/20/2016;Violations were cited in the following area(s).;09C;Food contact surface not properly maintained.;Not Critical;9.0;A;Cycle Inspection / Initial Inspection
50004139;03/16/2018;Violations were cited in the following area(s).;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;Critical;21.0;;Cycle Inspection / Compliance Inspection
50065990;04/09/2018;Violations were cited in the following area(s).;02H;Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.;Critical;19.0;B;Pre-permit (Operational) / Re-inspection
40720393;07/29/2015;Violations were cited in the following area(s).;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;Critical;11.0;A;Cycle Inspection / Re-inspection
