camis;dba;zipcode;cuisine_description
50002818;Fish & Chips;11216.0;American
50017825;NEW JW GOLDEN BAKERY;11220.0;Bakery
50058123;KITH TREATS;11217.0;American
40400561;FORTUNATO BROS CAFE & BAKERY;11211.0;Bakery
50069936;PRIVE;11210.0;Caribbean
50042718;SEABREEZE FOOD;11236.0;Caribbean
41529523;POPEYES LOUISIANA KITCHEN;11203.0;Chicken
50054979;EXQUISITO DOMINICAN RESTAURANT;11237.0;Spanish
41557906;BAR OYSTERS;11249.0;Seafood
40393977;TONY'S PIZZA II;11212.0;Pizza/Italian
50039667;WIDDI HALL;11220.0;Middle Eastern
50073524;CICCIO'S PIZZA;11223.0;Pizza
50074655;DONUT CONNECTION & AFC FRIED CHICKEN;11211.0;Chicken
41304667;LOS 3 POTRILLOS;11232.0;Mexican
50060433;SWEET HOUSE DRINK AND DESSERT;11214.0;Juice, Smoothies, Fruit Salads
40511904;KITTY KIERNANS;11209.0;Irish
50070866;SHAKING CRAB;11215.0;Seafood
50002875;TACOS CALIFORNIA RESTAURANT;11220.0;Mexican
50033152;BAR BOLINAS;11205.0;Californian
41086673;AMORINA;11238.0;Italian
41162683;DUNKIN' DONUTS;11212.0;Donuts
50036141;MY BAKERY NY;11220.0;Bakery
50072298;KRISPY KRUNCHY CHICKEN;11201.0;American
50018601;BELLA PIZZA & RESTAURANT;11201.0;Pizza
50067916;ZIO TOTO;11209.0;Italian
41574945;CARIBBEAN VIBES JAMAICAN RESTAURANT AND BAKERY;11226.0;Caribbean
41645944;INAKA;11238.0;Japanese
50006813;BAR SAN MIGUEL;11231.0;American
50042947;MENDEL'S PIZZA;11204.0;Jewish/Kosher
50046649;LITTLE CAESARS PIZZA;11216.0;Pizza
41410071;RIMINI PASTRY SHOPPE;11204.0;Bakery
50067815;FAR EAST RESTAURANT;11215.0;Chinese
50064457;BAB MARRAHECH;11209.0;Moroccan
50061258;COR THAI YOU;11226.0;Thai
41219576;EMPERADOR ELIAS RESTAURANT;11211.0;Latin (Cuban, Dominican, Puerto Rican, South & Central American)
50045780;FOTEH'S TANDOORI;11223.0;Russian
41530091;JOY & SNOOK RESTAURANT AND BAKERY;11216.0;Caribbean
41452725;TASTE OF GEORGIA;11229.0;Eastern European
50067332;LAKAY VENUS RESTAURANT;11226.0;Caribbean
41277104;CONNIE'S PIZZERIA;11235.0;Pizza/Italian
50007193;624 KAM HAI CHINESE FOOD;11218.0;Chinese
41591198;PEARL'S SOCIAL & BILLY CLUB;11237.0;American
50038733;HERO SHOP;11230.0;American
41622930;DUN-WELL DOUGHNUTS;11206.0;Donuts
41719674;EL CACIQUE BAR RESTAURANT;11208.0;Latin (Cuban, Dominican, Puerto Rican, South & Central American)
50035344;RADHUNI SWEETS & RESTAURANT;11218.0;Bangladeshi
41502782;BLUE AGAVE;11209.0;Mexican
40744492;PRONTO PIZZA;11229.0;Pizza/Italian
41429861;SING HING RESTAURANT;11211.0;Chinese
41298438;CAFFE E VINO;11201.0;Italian
50056363;CAPE HOUSE;11237.0;American
40577241;ROYAL BAKERY & ROTI SHOP;11216.0;Caribbean
41512992;BAY RIDGE DINER;11209.0;American
50073055;LA LONCHERIA;11237.0;Mexican
50015531;SUBWAY;11216.0;Sandwiches
50004863;HUNGRY GHOST COFFEE BAR AT FULTON;11217.0;Caf̩/Coffee/Tea
41333910;VARIETY;11211.0;Caf̩/Coffee/Tea
41502955;TACOS EL REY;11235.0;Mexican
41296533;PABLO'S RESTAURANT;11226.0;American
41698592;TORIBIO RESTAURANT;11208.0;Spanish
50019149;NORIBAR;11219.0;Japanese
41675367;J-M PIZZA II;11229.0;Pizza
50001298;The Rookery;11237.0;Caribbean
50005828;ONE STOP EXPRESS;11209.0;Chinese
50050296;SWEET BROOKLYN BAR & GRILL;11216.0;American
50008376;PLACE FRIED CHICKEN;11237.0;American
40665052;LA CARRETA RESTAURANT;11220.0;Latin (Cuban, Dominican, Puerto Rican, South & Central American)
41418437;FORT DEFIANCE;11231.0;American
50061007;STEWARTS;11209.0;American
50002027;NASHEMAN GRILL & RESTAURANT;11235.0;Indian
41626109;ALLSWELL;11249.0;American
41375359;SIENA;11223.0;Jewish/Kosher
41161594;SMOOCH;11205.0;Caf̩/Coffee/Tea
40881703;BARI SANDWICH SHOP;11220.0;Delicatessen
50061246;EAST ONE COFFEE ROASTERS;11231.0;American
40537290;NORA'S PARK BENCH CAFE;11234.0;American
50046035;LUCKYBIRD BAKERY;11206.0;Bakery
41029952;ONE WAY DELI;11242.0;Delicatessen
50044840;CHANCE;11201.0;Asian
50042177;ABDULLAH SWEETS AND RESTAURANT;11218.0;Bangladeshi
50037659;XSTASY BAR & LOUNGE;11232.0;American
40822941;ELENA'S DINER;11223.0;American
50065507;FU JU LAI RESTAURANT;11220.0;Chinese
50006312;FEFITA'S;11213.0;Latin (Cuban, Dominican, Puerto Rican, South & Central American)
41612180;WOODLAND;11217.0;American
50004337;PANINI LA CAFE;11211.0;Jewish/Kosher
50002576;GOOD TASTE 88;11220.0;Chinese
41587378;LOBSTER JOINT;11222.0;American
50036932;BUNSMITH;11238.0;Asian
50050693;BEAST AND BOTTLES;11201.0;French
41695440;BEST BAKERY;11220.0;Chinese
41477087;LE GAMIN;11222.0;French
50057583;NICANDRAS;11237.0;Italian
50079587;LOMA BAR & GRILL;11206.0;Spanish
41701178;CRAB SPOT RESTAURANT;11215.0;Seafood
50005214;BROOKLYN SAFE HOUSE;11222.0;American
41387010;SARAGHINA;11233.0;Italian
40861669;NEW VICTORY RESTAURANT;11220.0;Chinese
50009013;PARK ASIA RESTAURANT;11220.0;Chinese
41718241;VCHRIS AFRICAN CUISINE;11203.0;African
50041847;BURGER KING;11223.0;American
41709379;LONE STAR BAR & GRILL;11209.0;American
40993510;THE NEW SANTIAGO RESTAURANT;11208.0;Spanish
40731374;PIZZA DEN;11214.0;Pizza
50075428;FINGER LAKES BURGERS & WINGS;11221.0;American
41649038;OCEAN VIEW CAFE;11235.0;Russian
41721069;MASAKI TERIYAKI & SUSHI;11238.0;Japanese
50050828;KARIBBEAN GREEN;11216.0;Caribbean
50067257;SAJHOMA RESTAURANT;11207.0;Spanish
50071962;Moses Grill Bar;11210.0;Jewish/Kosher
41536484;ANITA'S LUNCHEONETTE;11204.0;American
50037116;COFFEE Z;11226.0;Caf̩/Coffee/Tea
50070401;FORTUNE COOKIES;11222.0;Chinese
50041609;NEW VEGETARIAN PALATE;11238.0;Vegetarian
50015981;SHUNDECK RESTAURANT;11214.0;Chinese
50071826;BLACK NILE SEAFOOD & SOUL FOOD;11216.0;Soul Food
41600704;RED MIST;11218.0;Middle Eastern
41369267;BUILDING ON BOND;11217.0;American
40370917;BURGER KING;11236.0;Hamburgers
41588805;KULUSHKAT GOURMET FALAFEL;11217.0;Mediterranean
50048616;THE TRADE UNION CAFE;11233.0;Caf̩/Coffee/Tea
50006033;BENSON EATING STATION;11214.0;Chinese
41448882;THE PULP AND THE BEAN;11238.0;Caf̩/Coffee/Tea
41411423;BEST PIZZA;11211.0;Pizza
50048069;THE COOP;11209.0;American
41612180;WOODLAND;11217.0;American
41329499;PEACHES;11233.0;Soul Food
41664787;THE COBRA CLUB;11237.0;American
50052006;LEE CHINESE RESTAURANT;11207.0;Chinese
40394258;TOMMASO RESTAURANT;11228.0;Italian
41284245;MARIA'S BISTRO MEXICANO;11232.0;Mexican
41098211;DOUGIE'S JAMAICAN CUISINE;11236.0;Caribbean
50076375;DRAGON'S LAB;11234.0;Soups & Sandwiches
50053027;CLEMENTINE BAKERY;11238.0;Caf̩/Coffee/Tea
41594758;LAVENDER LAKE;11231.0;American
41241802;NICK'S LOBSTERS;11234.0;Seafood
41453151;SUPER 403 CHINESE RESTAURANT;11218.0;Chinese
50060105;BIRDS OF A FEATHER;11211.0;Chinese
41574370;GOLDEN SANDS CAFE;11229.0;Bakery
41175577;MARIO'S PIZZERIA;11217.0;Pizza
41222682;NY PIZZA CAFE & SPANISH FOOD RESTAURANT;11237.0;Mexican
50054346;NORTH PENGUIN TORNADO CREPES;11237.0;Pancakes/Waffles
41446690;CASTILLO DE JAGUA DELI RESTAURANT;11220.0;Latin (Cuban, Dominican, Puerto Rican, South & Central American)
50079697;Kennedy fried chicken;11221.0;Other
50043812;BKLYN HOUSE HOTEL;11206.0;American
41144476;BURGER KING;11226.0;American
50058367;ALPH DOMINCHE;11232.0;Caf̩/Coffee/Tea
41475502;GMC TEMAXCAL DELI & GROCERY;11205.0;Mexican
40839232;STAND # 110;11224.0;American
