nRest;inspection_date;action;violation_code;violation_description;critical_flag;score;grade;inspection_type
50002818;08/05/2016;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;NOT CRITICAL;34.0;;Cycle Inspection / Initial Inspection
50017825;12/05/2017;Violations were cited in the following area(s).;04M;Live roaches present in facility's food and/or non-food areas.;Critical;25.0;B;Cycle Inspection / Re-inspection
50058123;03/01/2017;Establishment re-opened by DOHMH;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;2.0;P;Pre-permit (Operational) / Reopening Inspection
40400561;02/25/2016;Violations were cited in the following area(s).;04M;Live roaches present in facility's food and/or non-food areas.;Critical;19.0;;Cycle Inspection / Initial Inspection
50069936;06/09/2018;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;Not Critical;19.0;Not Yet Graded;Pre-permit (Operational) / Initial Inspection
50042718;04/23/2018;Violations were cited in the following area(s).;10H;Proper sanitization not provided for utensil ware washing operation.;NOT CRITICAL;31.0;C;Cycle Inspection / Re-inspection
41529523;06/22/2018;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;10.0;A;Cycle Inspection / Initial Inspection
50054979;10/23/2018;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;Critical;55.0;;Cycle Inspection / Initial Inspection
41557906;03/29/2018;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;Not Critical;32.0;;Cycle Inspection / Initial Inspection
40393977;02/22/2016;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;CRITICAL;15.0;;Cycle Inspection / Initial Inspection
50039667;12/30/2015;Violations were cited in the following area(s).;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;Critical;25.0;;Pre-permit (Operational) / Initial Inspection
50073524;10/02/2018;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;Not Critical;20.0;;Cycle Inspection / Initial Inspection
50074655;03/20/2018;Violations were cited in the following area(s).;10E;Accurate thermometer not provided in refrigerated or hot holding equipment.;NOT CRITICAL;22.0;;Pre-permit (Operational) / Initial Inspection
41304667;12/21/2015;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;Not Critical;17.0;;Cycle Inspection / Initial Inspection
50060433;03/26/2018;Violations were cited in the following area(s).;05H;No facilities available to wash, rinse and sanitize utensils and/or equipment.;CRITICAL;53.0;;Cycle Inspection / Initial Inspection
40511904;04/13/2016;Violations were cited in the following area(s).;08C;Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.;NOT CRITICAL;9.0;A;Cycle Inspection / Initial Inspection
50070866;12/05/2017;Violations were cited in the following area(s).;20D;Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.;NOT CRITICAL;;;Administrative Miscellaneous / Re-inspection
50002875;03/23/2018;No violations were recorded at the time of this inspection.;;;Not Applicable;;;Trans Fat / Compliance Inspection
50033152;08/10/2017;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;Critical;10.0;;Cycle Inspection / Initial Inspection
41086673;11/10/2015;Violations were cited in the following area(s).;04A;Food Protection Certificate not held by supervisor of food operations.;Critical;16.0;;Cycle Inspection / Initial Inspection
41162683;08/08/2017;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;Critical;12.0;A;Cycle Inspection / Re-inspection
50036141;03/01/2017;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;Not Critical;21.0;;Cycle Inspection / Initial Inspection
50072298;01/10/2018;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;11.0;A;Pre-permit (Operational) / Initial Inspection
50018601;09/10/2015;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;critical;10.0;A;Cycle Inspection / Initial Inspection
50067916;05/24/2018;Violations were cited in the following area(s).;09C;Food contact surface not properly maintained.;NOT CRITICAL;9.0;A;Cycle Inspection / Initial Inspection
41574945;04/17/2016;Violations were cited in the following area(s).;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;CRITICAL;13.0;A;Cycle Inspection / Re-inspection
41645944;08/17/2015;Violations were cited in the following area(s).;06E;Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.;Critical;10.0;A;Cycle Inspection / Re-inspection
50006813;06/25/2016;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;13.0;A;Cycle Inspection / Re-inspection
50042947;04/17/2018;Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;CRITICAL;41.0;;Cycle Inspection / Initial Inspection
50046649;03/29/2016;Violations were cited in the following area(s).;04A;Food Protection Certificate not held by supervisor of food operations.;Critical;50.0;;Pre-permit (Operational) / Initial Inspection
41410071;06/29/2017;Violations were cited in the following area(s).;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;critical;12.0;A;Cycle Inspection / Initial Inspection
50067815;08/29/2017;Violations were cited in the following area(s).;10H;Proper sanitization not provided for utensil ware washing operation.;NOT CRITICAL;60.0;;Pre-permit (Operational) / Initial Inspection
50064457;11/13/2017;Violations were cited in the following area(s).;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";not critical;12.0;A;Pre-permit (Operational) / Initial Inspection
50061258;10/09/2018;Establishment re-opened by DOHMH;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;Critical;10.0;;Pre-permit (Operational) / Reopening Inspection
41219576;03/22/2016;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;critical;17.0;;Cycle Inspection / Initial Inspection
50045780;07/19/2017;Violations were cited in the following area(s).;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;critical;29.0;;Cycle Inspection / Initial Inspection
41530091;10/03/2017;Violations were cited in the following area(s).;04M;Live roaches present in facility's food and/or non-food areas.;Critical;29.0;;Cycle Inspection / Initial Inspection
41452725;07/15/2015;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;Critical;32.0;;Cycle Inspection / Initial Inspection
50067332;05/24/2018;Establishment re-opened by DOHMH;10J;''''Wash hands sign not posted at hand wash facility.;NOT CRITICAL;2.0;P;Cycle Inspection / Reopening Inspection
41277104;10/16/2018;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;CRITICAL;20.0;;Cycle Inspection / Initial Inspection
50007193;11/27/2018;Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;44.0;;Cycle Inspection / Initial Inspection
41591198;04/16/2015;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;8.0;A;Cycle Inspection / Initial Inspection
50038733;12/10/2016;Violations were cited in the following area(s).;06F;Wiping cloths soiled or not stored in sanitizing solution.;Critical;31.0;;Cycle Inspection / Initial Inspection
41622930;05/16/2018;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;NOT CRITICAL;10.0;A;Cycle Inspection / Initial Inspection
41719674;11/02/2018;Establishment re-opened by DOHMH;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;NOT CRITICAL;2.0;P;Cycle Inspection / Reopening Inspection
50035344;08/06/2018;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;not critical;13.0;A;Cycle Inspection / Re-inspection
41502782;07/24/2017;Violations were cited in the following area(s).;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;critical;24.0;;Cycle Inspection / Initial Inspection
40744492;12/06/2018;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;NOT CRITICAL;12.0;A;Cycle Inspection / Initial Inspection
41429861;11/09/2016;Violations were cited in the following area(s).;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;Critical;5.0;A;Cycle Inspection / Initial Inspection
41298438;08/02/2018;Violations were cited in the following area(s).;06A;Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.;Critical;12.0;A;Cycle Inspection / Re-inspection
50056363;03/15/2018;Violations were cited in the following area(s).;09A;Canned food product observed dented and not segregated from other consumable food items.;NOT CRITICAL;6.0;A;Cycle Inspection / Re-inspection
40577241;02/25/2016;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;CRITICAL;9.0;A;Cycle Inspection / Initial Inspection
41512992;08/02/2017;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;Critical;16.0;;Cycle Inspection / Initial Inspection
50073055;02/14/2018;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;Critical;54.0;;Pre-permit (Operational) / Initial Inspection
50015531;01/17/2017;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;10.0;A;Cycle Inspection / Initial Inspection
50004863;06/20/2017;Violations were cited in the following area(s).;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;Critical;10.0;A;Cycle Inspection / Initial Inspection
41333910;07/10/2017;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;not critical;25.0;;Cycle Inspection / Initial Inspection
41502955;09/17/2018;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;Critical;26.0;;Cycle Inspection / Initial Inspection
41296533;08/24/2016;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;Not Critical;11.0;A;Cycle Inspection / Re-inspection
41698592;09/20/2016;Violations were cited in the following area(s).;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;Critical;27.0;;Cycle Inspection / Initial Inspection
50019149;07/06/2017;Violations were cited in the following area(s).;06F;Wiping cloths soiled or not stored in sanitizing solution.;CRITICAL;43.0;C;Cycle Inspection / Re-inspection
41675367;06/21/2016;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;CRITICAL;9.0;A;Cycle Inspection / Re-inspection
50001298;08/25/2015;Violations were cited in the following area(s).;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;Critical;12.0;A;Cycle Inspection / Re-inspection
50005828;08/11/2015;Violations were cited in the following area(s).;10I;"Single service item reused, improperly stored, dispensed; not used when required.";not critical;4.0;A;Cycle Inspection / Initial Inspection
50050296;08/30/2018;Violations were cited in the following area(s).;05D;Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.;CRITICAL;17.0;;Cycle Inspection / Initial Inspection
50008376;09/26/2018;Violations were cited in the following area(s).;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;Critical;7.0;A;Cycle Inspection / Re-inspection
