nRest	inspection_date	action	violation_code	violation_description	critical_flag	score	grade	inspection_type
41429354	02/22/2016	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	34.0		Cycle Inspection / Initial Inspection
50050249	09/30/2016	Violations were cited in the following area(s).	02G	Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.	CRITICAL	11.0		Cycle Inspection / Initial Inspection
41370414	04/06/2018	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	36.0		Cycle Inspection / Initial Inspection
41067996	02/14/2018	Violations were cited in the following area(s).	09C	Food contact surface not properly maintained.	Not Critical	4.0	A	Cycle Inspection / Initial Inspection
50065822	03/20/2018	Violations were cited in the following area(s).	20F	Current letter grade card not posted.	not critical			Administrative Miscellaneous / Initial Inspection
50036694	11/04/2015	Violations were cited in the following area(s).	10A	Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.	Not Critical	10.0	A	Cycle Inspection / Initial Inspection
40393563	02/20/2016	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	9.0	A	Cycle Inspection / Re-inspection
40608422	10/17/2018	Violations were cited in the following area(s).	10D	Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.	Not Critical	9.0	A	Cycle Inspection / Re-inspection
50001897	04/12/2016	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	11.0	A	Cycle Inspection / Re-inspection
41384895	07/17/2017	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	13.0		Cycle Inspection / Initial Inspection
50018116	05/29/2018	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	35.0		Cycle Inspection / Initial Inspection
41717446	05/15/2018	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	CRITICAL	85.0		Cycle Inspection / Initial Inspection
50012195	12/08/2016	Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	57.0		Cycle Inspection / Re-inspection
50008876	10/01/2015	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	CRITICAL	20.0		Cycle Inspection / Initial Inspection
41642251	07/05/2018	Violations were cited in the following area(s).	10H	Proper sanitization not provided for utensil ware washing operation.	Not Critical	7.0	A	Cycle Inspection / Re-inspection
