nRest;inspection_date;action;violation_code;violation_description;critical_flag;score;grade;inspection_type
41046279;08/16/2017;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;Critical;22.0;B;Cycle Inspection / Re-inspection
41337907;06/23/2018;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;Critical;24.0;;Cycle Inspection / Initial Inspection
50084344;12/01/2018;Violations were cited in the following area(s).;05C;Food contact surface improperly constructed or located. Unacceptable material used.;Critical;35.0;Not Yet Graded;Pre-permit (Operational) / Initial Inspection
40948592;10/11/2018;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;NOT CRITICAL;48.0;;Cycle Inspection / Initial Inspection
41591603;10/07/2016;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;CRITICAL;29.0;;Cycle Inspection / Initial Inspection
41542651;01/26/2018;Establishment re-opened by DOHMH;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;7.0;P;Cycle Inspection / Reopening Inspection
41002789;08/30/2016;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;Critical;29.0;;Cycle Inspection / Initial Inspection
50051014;12/12/2016;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;CRITICAL;24.0;;Cycle Inspection / Initial Inspection
40754486;04/12/2017;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;NOT CRITICAL;10.0;;Cycle Inspection / Initial Inspection
50058944;10/05/2018;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;NOT CRITICAL;47.0;Z;Cycle Inspection / Re-inspection
41711390;06/08/2017;Violations were cited in the following area(s).;08C;Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.;Not Critical;44.0;;Cycle Inspection / Initial Inspection
41272136;03/23/2017;Violations were cited in the following area(s).;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;CRITICAL;20.0;;Cycle Inspection / Initial Inspection
50041607;12/16/2015;Violations were cited in the following area(s).;16B;The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.;Not Critical;;;Trans Fat / Initial Inspection
50073524;02/07/2018;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;NOT CRITICAL;33.0;;Pre-permit (Operational) / Initial Inspection
41370589;03/17/2016;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;Critical;25.0;;Cycle Inspection / Initial Inspection
50008258;10/28/2015;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;Critical;5.0;A;Cycle Inspection / Re-inspection
50041844;07/30/2018;Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;Critical;25.0;;Cycle Inspection / Initial Inspection
50005058;10/25/2017;Violations were cited in the following area(s).;22F;;NOT APPLICABLE;12.0;A;Cycle Inspection / Initial Inspection
50060266;05/02/2017;Violations were cited in the following area(s).;06A;Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.;CRITICAL;31.0;;Pre-permit (Operational) / Initial Inspection
50059091;06/05/2017;Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;critical;50.0;;Cycle Inspection / Initial Inspection
41267350;06/20/2017;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;Not Critical;13.0;A;Cycle Inspection / Re-inspection
40705052;11/16/2018;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;Not Critical;12.0;A;Cycle Inspection / Initial Inspection
50076652;07/05/2018;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;critical;12.0;A;Pre-permit (Operational) / Re-inspection
50078382;10/12/2018;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;not critical;32.0;C;Pre-permit (Operational) / Re-inspection
50007212;02/07/2018;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;CRITICAL;19.0;;Cycle Inspection / Initial Inspection
41290515;08/30/2017;Violations were cited in the following area(s).;02H;Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.;critical;57.0;;Cycle Inspection / Initial Inspection
50016583;11/04/2016;Violations were cited in the following area(s).;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;CRITICAL;33.0;;Cycle Inspection / Initial Inspection
50085009;11/14/2018;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;Critical;50.0;;Pre-permit (Operational) / Initial Inspection
41660557;06/20/2016;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;Not Critical;10.0;A;Cycle Inspection / Re-inspection
40883740;11/08/2017;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;Not Critical;10.0;A;Cycle Inspection / Re-inspection
41698410;10/11/2018;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;CRITICAL;23.0;;Cycle Inspection / Initial Inspection
50075593;06/13/2018;Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.;04K;Evidence of rats or live rats present in facility's food and/or non-food areas.;Critical;61.0;;Pre-permit (Operational) / Initial Inspection
50078667;06/28/2018;Violations were cited in the following area(s).;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";NOT CRITICAL;13.0;A;Pre-permit (Operational) / Re-inspection
50066837;10/19/2017;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;Critical;23.0;;Pre-permit (Operational) / Initial Inspection
