track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date
6AEdWbrFREOUNmI1hMPbyc;On The Wings Of Love;Jeffrey Osborne;57;0Z4d4VItwYl3FavOak829u;Jeffrey Osborne;1982-01-01
7yi70YT2UBu5FpNLUUpkc6;Don't Cry (Original);Guns N' Roses;2;4a92B7gXZWKJopxs6gWgqb;Greatest Hits;2004-01-01
6xEnbXM1us9fDJy2LC0lru;Bang Ya Fucking Head;gizmo;29;4R7drkabDBskSbjUQ9J8NA;Blvc Svnd X Gizmo;2018-02-22
0aLG42zaidNkblhiQgJknP;WANT;TAEMIN;63;7E01VOJ7gyYPz9HXUVeQeq;WANT - The 2nd Mini Album;2019-02-11
1ZMiCix7XSAbfAJlEZWMCp;Falling;Harry Styles;88;7xV2TzoaVc0ycW7fwBwAml;Fine Line;2019-12-13
3XcsaghGUCL9WzJz3TlLKo;On My Block;Scarface;1;08QH6uS4BzYcPqeAbpcnhg;The Fix (Explicit Version);2002-01-01
4WpCUxvZhpWQynzvIAXmtR;Shout It Out Loud;KISS;0;2oPeCzPDtjkm2Ux5r7edAb;Destroyer (Remastered Version);1976-03-15
0tXq1ob3ysGZN2oK1abtyp;Lifetime;Maxwell;49;3Ul8Nyuzr2AEwE8iSrQepC;Now;2001-08-14
30MFmjElHOCOhfu6q48Wtv;That Girl;MJG;32;4STVxbfMS9crOWLjjr3ql9;No More Glory;1997-11-18
2fzRBJ6xbrHGyRCBR2fE9n;Love My Way;The Psychedelic Furs;0;531pUFZ1BbEhfXDxitF8TU;Call Me by Your Name (Original Motion Picture Soundtrack);2017-11-03
3MckdkpumOZiX2efM3B266;EDM O' CLOCK;TV Noise;50;1Uep7LKPuG9SYGgwW4E86j;EDM O' CLOCK;2019-02-27
3e9HZxeyfWwjeyPAMmWSSQ;thank u, next;Ariana Grande;87;2fYhqwDWXjbpjaIJPEfKFw;thank u, next;2019-02-08
6z8sQFj47s9ZG0Ls1k9Gct;Dime tú;Danny Ocean;75;3eOqEdggLEeQz0jAZpNCXD;Dime tú;2019-10-25
4hPpVbbakQNv8YTHYaOJP4;One Thing Right;Marshmello;85;4QAC6FquY8D0RXom13iE5J;One Thing Right;2019-06-21
6bfTktuowT5bIMe87Q5rmp;Never Really Over - Syn Cole Remix;Katy Perry;35;6eZLMbytOZ4xBNKLVqgXyR;Never Really Over (Syn Cole Remix);2019-07-26
4cZ1wv3XMgUNjIn4PtzhWF;Subelo (Further Up);Static & Ben El;57;2dwrxI0d1Z1HqgQoBCkxHL;Further Up (Na, Na, Na, Na, Na);2020-01-10
55hCApSPesst6S7XmsBkJH;The Pleasure Principle;Janet Jackson;0;3W2rEBPIwXyogofa5b4e6x;Control;1986-02-04
