song_id;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
2siv7IrEa2khUf70k7vp49;0.747;0.62;6;-6,956;0.0608;0.177;0.0;0.0535;0.517;111.545;264400
5l93giGtSBNAJUVj8hPygt;0.735;0.798;11;-5,811;0.121;0.0924;3.62e-06;0.0978;0.245;106.006;188491
2flxduIqEbsicdmPyj1WVW;0.744;0.642;2;-4,6;0.031;0.115;3.95e-05;0.279;0.63;94.988;256267
31ue6kAOfrqVrdoPdfkq40;0.642;0.79;11;-6,8;0.0681;0.151;0.000583;0.305;0.613;114.96;283933
6RnkFd8Fqqgk1Uni8RgqCQ;0.635;0.9;0;-3,719;0.0377;0.00664;0.0145;0.37;0.15;127.978;202500
0kymzJsB4BWaqq1DhOrM8a;0.5;0.867;10;-5,344;0.346;0.0815;0.0;0.59;0.802;154.379;256573
5EwwwdsQfKI8ZnFG93j5Zu;0.45;0.898;8;-3,604;0.0395;0.0277;0.0616;0.166;0.22;127.983;218437
2x28X8t6xaomkkn1ssHJ5E;0.711;0.559;0;-7,671;0.0291;0.632;0.0389;0.136;0.583;130.017;416000
2rwmKpWW6o6anOhvcyiJOw;0.852;0.741;1;-5,435;0.135;0.0247;0.00106;0.0974;0.534;97.894;241360
3onYsieuDICdVt5ULZSExF;0.558;0.632;9;-8,339;0.284;0.832;0.105;0.198;0.519;161.764;211200
2LG8qfrWc1UeViqnGMKnkJ;0.565;0.885;10;-4,999;0.0319;0.00862;0.168;0.71;0.524;128.044;154999
40MkEbKzuSW9ET6HBngqnK;0.747;0.877;9;-3,782;0.0664;0.0375;0.000833;0.233;0.752;107.991;166138
5moQ2JNpgLALsYDdqqLL1M;0.514;0.794;3;-4,813;0.0514;0.00323;0.000295;0.0928;0.164;125.973;289542
04MLEeAMuV9IlHEsD8vF6A;0.765;0.704;5;-4,589;0.127;0.0215;0.0;0.227;0.498;147.055;192172
7HGTkn2aX7MNdKs7nV2xBt;0.509;0.987;10;-3,198;0.0886;8.05e-05;0.000928;0.119;0.647;138.039;197160
4RhTrVbuxNDwWJ6CLl6zc5;0.531;0.479;5;-7,776;0.0306;0.203;0.000429;0.155;0.452;189.092;277667
4yUZoJivUgls6qxb2MwKiI;0.896;0.645;1;-7,04;0.138;0.104;0.0;0.104;0.708;103.102;221440
6FqH28raIkXVlcHDUvlEzA;0.456;0.905;7;-1,405;0.0737;0.000263;0.899;0.0954;0.084;128.078;295781
6ekeactpFOI9b9NzwWDDb9;0.717;0.472;9;-11,145;0.0467;0.787;0.441;0.29;0.786;79.982;156000
4aVuWgvD0X63hcOCnZtNFA;0.494;0.698;6;-12,049;0.0553;0.0397;0.00634;0.152;0.778;95.842;235800
653aI5kYEj97kuAKj9nY4N;0.709;0.758;2;-6,431;0.0446;0.0333;0.00855;0.12;0.467;94.986;185806
2devxXJUTEIFmgt8cXaqmO;0.497;0.924;11;-3,43;0.0434;0.149;0.251;0.267;0.283;120.018;150005
35ngDYO5CXM5bnidQqXajm;0.524;0.864;11;-5,281;0.393;0.00823;0.00131;0.215;0.655;124.988;275705
4LFAONzsrPH6nIJXC7qIbm;0.687;0.775;6;-4,702;0.319;0.00297;0.0;0.0491;0.816;186.121;263200
6tZAvhrqkVhwFgptDHz5Wr;0.602;0.658;1;-10,798;0.356;0.00354;0.0129;0.337;0.658;202.084;246533
3IgTG5T8Mv0a7wBvbc0iNv;0.607;0.319;0;-12,292;0.292;0.764;0.742;0.0905;0.262;74.017;124062
1bFu9dB0hOkrAWcHbbMhqR;0.61;0.905;8;-7,323;0.0758;0.0814;1.03e-06;0.121;0.922;182.07;212160
1hcJnBEipKvSyL9QE4bcQ7;0.618;0.906;10;-3,022;0.0357;0.0502;0.106;0.304;0.544;124.988;157440
4twOuEvYNHNUc9dHUqhhUY;0.693;0.822;5;-7,424;0.0399;0.0197;8.16e-06;0.132;0.441;118.052;329400
2RXjRQ4RadpQTecRfRHa13;0.77;0.403;1;-12,051;0.0844;0.117;3.51e-05;0.319;0.448;82.626;301867
45GtpfaI7fg7mSZBQTNJss;0.618;0.974;6;-3,102;0.0994;0.00302;0.267;0.0634;0.112;128.028;148125
1lOe9qE0vR9zwWQAOk6CoO;0.745;0.642;7;-6,257;0.287;0.0204;0.0;0.0658;0.226;179.974;131240
2iHr1co9ElgzHredwMNKOy;0.804;0.745;4;-5,805;0.0744;0.112;0.0;0.0924;0.512;95.024;188733
29zWqhca3zt5NsckZqDf6c;0.603;0.884;5;-4,571;0.0385;0.000133;0.341;0.742;0.0894;127.984;337500
0vti3nT1A5mKi1kgIu0ceg;0.8;0.581;9;-5,536;0.167;0.232;1.1e-06;0.114;0.461;120.054;211000
61QSuw5VlC0LTS8WMO356g;0.536;0.721;10;-6,44;0.386;0.062;0.0;0.824;0.393;117.139;191942
65RMx7i8rPZNRq6jGmqzeu;0.651;0.796;4;-6,127;0.0308;0.000924;0.0465;0.141;0.401;136.926;221000
7uKcScNXuO3MWw6LowBjW1;0.944;0.511;5;-10,96;0.161;0.042;0.00107;0.0379;0.842;113.046;203787
4sjiIpEv617LDXaidKioOI;0.932;0.547;0;-7,787;0.333;0.0388;0.0;0.0924;0.695;94.998;176640
0oInDc8Q0nc8I6mKIliCfk;0.675;0.745;11;-8,634;0.0344;0.187;0.00894;0.115;0.569;120.97;211393
5qR3pYQIC10S7aD2YBjgui;0.651;0.501;0;-8,914;0.0312;0.314;0.0;0.141;0.373;109.896;264600
7rLDARtJALM7QdiJDMXW7m;0.25;0.215;8;-13,676;0.037;0.632;0.0717;0.401;0.0746;174.824;195987
5QfIdFbxudo54CxtXD0taZ;0.717;0.567;8;-6,191;0.0608;0.732;0.0;0.103;0.809;140.018;178422
4uz1dfMq6nXBputSKnAqRG;0.645;0.814;8;-5,934;0.0667;0.164;1.64e-06;0.213;0.519;145.036;190345
