song_id;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
5dANgSy7v091dhiPnEXNrf;0.653;0.77;9;-6,091;0.0353;0.00342;0.0;0.0887;0.272;137.616;321293
55KhvVzqoaNEgaRTDmu6Zg;0.727;0.965;11;-4,186;0.0909;0.0259;2.29e-06;0.166;0.941;130.023;260307
5a6WvCvpzP3flz3ZG0aAMp;0.592;0.931;5;-7,186;0.0371;0.00551;0.0301;0.205;0.612;130.028;250933
6367glu3JEfj7oJ03oAe7L;0.721;0.856;1;-3,617;0.142;0.00795;0.0;0.0552;0.885;100.06;237147
6xUy203RnyyOfbqf96Nven;0.407;0.789;7;-4,229;0.282;0.17;0.0;0.126;0.687;92.933;167857
3w6C0XDfOkE2Pkzxi9LFJl;0.478;0.672;4;-5,802;0.0589;0.000399;0.0;0.0921;0.72;112.988;185792
4xNRAFyADjMPrBHl4NiqmC;0.713;0.965;11;-3,844;0.0952;0.00478;0.348;0.0548;0.683;123.995;179693
1rbhZEID2UYfUxECEMefyM;0.813;0.603;6;-5,454;0.321;0.316;0.0;0.36;0.829;123.172;193933
7ewT0nLFkMD8ONbRibePr9;0.55;0.938;11;-3,556;0.0522;0.00171;2.18e-05;0.555;0.433;133.99;214493
7kRhodBTcAQXGoZdTEw8fZ;0.621;0.677;5;-5,739;0.0669;0.271;0.0;0.102;0.483;150.027;196659
2foOeJLKSvepjHEkb4NR8N;0.763;0.713;2;-8,9;0.0311;0.128;0.000623;0.145;0.668;132.993;260973
6iYde5kza7y8wJF2Y0ELxY;0.603;0.857;6;-8,092;0.105;0.000388;0.000779;0.111;0.12;140.023;138268
0hvxqftYCZT406ElE03giM;0.901;0.655;11;-10,085;0.273;0.00743;0.00629;0.173;0.807;96.005;255533
2Kzf4lpkPkxy7DwNlvbSpp;0.552;0.399;9;-8,455;0.0477;0.417;0.571;0.47;0.433;114.652;195696
1apzxNzMksJZtbDBKFIsdx;0.778;0.784;11;-4,092;0.0384;0.126;0.0049;0.168;0.893;107.22;254973
3Mong1BzxMKwTZ0SbfLdcQ;0.684;0.95;1;-2,588;0.0809;0.0207;1.25e-06;0.105;0.436;125.974;156168
05qPqSapbaCzJAdX681R9A;0.685;0.731;0;-7,568;0.0312;0.0179;0.175;0.136;0.155;125.98;265238
6y2qnOerYccltqScD24oEd;0.577;0.546;11;-10,666;0.146;0.434;0.0;0.107;0.375;95.087;152289
0NRtHFRrv7ELyvoAjc0nLF;0.463;0.652;9;-6,401;0.0523;0.318;0.0;0.079;0.195;96.219;144687
4qYHnP5AmKzXbJhciPV8si;0.518;0.376;9;-18,248;0.0431;0.933;0.86;0.0976;0.744;158.089;233560
6XqvFyJGdUD5IWee02ARKU;0.652;0.898;7;-4,481;0.0361;0.29;0.0;0.073;0.472;114.043;193377
3ZrYDl1qAMSc9Hoc43AeBC;0.697;0.804;9;-10,089;0.0361;0.0108;0.016;0.277;0.84;126.039;275707
1wsT0yP7uhXJ26ZqtgpEhW;0.512;0.682;5;-6,763;0.0891;0.0461;1.46e-05;0.0742;0.598;111.967;199293
