song_id;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
1Off1r34vHtmkxZrVCqOJJ;0.686;0.722;2;-5,4;0.256;0.108;0.0;0.494;0.515;94.006;205707
58HfaJinOwdtvIusPS04Im;0.59;0.799;10;-6,603;0.0349;0.181;3.69e-06;0.211;0.326;108.007;253000
2Vr9ZMdhXKcpuwG3CDieuD;0.683;0.794;11;-3,391;0.0777;0.783;8.73e-05;0.1;0.683;149.59;158813
5C4eNmmQrEGRDx9iBGYzC4;0.559;0.652;0;-5,665;0.032;0.00664;0.0;0.113;0.236;119.932;245373
6rg36Oftq44sszWXRdwcEG;0.648;0.84;7;-5,441;0.0376;0.00554;0.196;0.058;0.42;126.977;457294
27GmP9AWRs744SzKcpJsTZ;0.852;0.553;1;-7,286;0.187;0.0563;0.0;0.332;0.656;142.072;205879
2gfToY9trgUdYIgPkc8zwR;0.662;0.81;9;-9,396;0.0316;0.0105;0.0733;0.166;0.455;120.01;216407
21xFsQzlsh6cr5XIDqKc7S;0.657;0.633;7;-7,063;0.0399;0.0222;1.01e-05;0.13;0.31;140.024;186857
6CD2NyrQ5rHmik1DjhdDdn;0.234;0.213;3;-15,166;0.0465;0.952;6.71e-05;0.264;0.0787;187.166;306480
7I9Xd5GMl0CNvnM6PFpS1q;0.259;0.919;8;-4,649;0.0717;3.41e-05;0.364;0.339;0.3;162.229;219725
7hVhRCDV100Jq26NGR7adw;0.607;0.662;4;-9,456;0.0278;0.0951;8.27e-05;0.125;0.629;107.643;225853
6rsYw1N6aYJQkops4eFjNq;0.512;0.925;1;-2,404;0.28;0.00617;0.00514;0.536;0.262;129.993;193846
2u0oTsc6XcvJTh24ynQ1Ao;0.66;0.852;7;-3,573;0.0378;0.016;0.0;0.203;0.594;103.988;151278
4dqoJHdxf9Ez4DDqGh2PBc;0.795;0.676;6;-6,429;0.0589;0.138;0.00373;0.0734;0.882;100.045;158447
3vWtNiug49addenxdTmDXf;0.705;0.579;1;-6,952;0.341;0.0929;0.0;0.0758;0.497;120.006;224001
6s79kBwD44fMpRl2F7o9pE;0.554;0.313;4;-8,542;0.0352;0.844;5.76e-05;0.105;0.507;82.672;164560
59JtQ8mThUAnRGValaExhc;0.555;0.423;0;-6,232;0.044;0.799;0.0;0.112;0.257;137.044;202147
0eeeyCAGnGZInPtpkdYiPa;0.608;0.47;8;-6,73;0.0428;0.226;0.0;0.0963;0.241;81.0;227275
7x7kYJwduClF3I0ozJpNsZ;0.817;0.584;7;-9,839;0.181;0.444;0.00451;0.205;0.504;99.932;229373
64VzxgaIpjB52YUtsF9St7;0.518;0.829;2;-3,322;0.0414;0.198;5.57e-06;0.13;0.149;125.991;213480
3vv9phIu6Y1vX3jcqaGz5Z;0.713;0.802;4;-7,055;0.0561;0.0435;0.00377;0.309;0.343;100.001;226739
1Un1dsZkA9cfZMLOXOyUBc;0.768;0.7;1;-8,021;0.305;0.00185;0.0;0.0901;0.659;79.996;302106
2usxQITOSDqvkYiI0oIwao;0.591;0.585;2;-6,35;0.0277;0.143;0.0;0.109;0.324;110.94;205473
2TBhRXwBxfIJwhrB9gLlnn;0.884;0.86;8;-8,401;0.0366;0.8;0.318;0.145;0.833;129.306;234800
5ngSGTy4Tw8cIBCMeIgoc9;0.755;0.604;1;-5,436;0.417;0.382;0.0;0.125;0.663;98.458;224107
0Ev562zA4pmUsBqjxsxxdx;0.625;0.707;2;-4,761;0.0337;0.22;0.0;0.213;0.479;138.064;248156
5EIja1dtKLUL5mQwXwGm2a;0.797;0.895;6;-2,978;0.0886;0.309;0.0;0.128;0.671;124.126;204760
2CPqh63wRVscbceKcPxwvv;0.632;0.575;5;-6,478;0.029;0.0225;1.81e-06;0.104;0.188;90.037;183414
7aS418hRnOnYrXeyrZilwk;0.607;0.784;0;-7,963;0.0258;0.0299;3.85e-06;0.288;0.622;113.804;213987
2x0WlnmfG39ZuDmstl9xfX;0.649;0.589;2;-6,237;0.0558;0.00845;0.0;0.108;0.151;159.073;244827
1wRQqmZwiF4thdQ8N7FiNv;0.626;0.417;8;-8,216;0.146;0.18;0.000164;0.111;0.209;173.629;277667
2DDiTcZiC9iuluUyHE2yXo;0.573;0.833;9;-2,764;0.0787;0.00572;0.000349;0.0758;0.585;81.955;188000
4sr4NdrPfds9Qfors9UkiO;0.814;0.474;0;-12,017;0.0309;0.27;8.16e-06;0.599;0.956;101.241;312000
38paDDziQ57k1f4VfKTeGk;0.622;0.736;9;-9,229;0.0292;0.422;1.18e-05;0.0829;0.723;110.24;298533
3LN41NUdHkyNqQhi9gExMm;0.84;0.571;10;-7,421;0.0797;0.16;0.0;0.406;0.617;116.59;188493
7ISL3LO8AWP3fKIXunvqTa;0.264;0.78;0;-2,741;0.0517;0.0452;0.0222;0.376;0.456;155.376;280467
1plcM0XlbKdjND7Ufokuzb;0.48;0.776;2;-5,65;0.0432;0.334;0.000217;0.133;0.95;171.135;313027
6SkGfPa77E4giShVbk9N6R;0.652;0.498;11;-6,201;0.0416;0.517;0.0;0.149;0.321;120.144;324280
6AZ21kPj2a0INgf3uCviVu;0.69;0.862;2;-4,154;0.0944;0.0611;1.85e-05;0.238;0.453;121.975;187869
4r0q8fMOqR3Y3pUptDTsnT;0.715;0.501;2;-10,407;0.0505;0.681;0.0829;0.0769;0.33;119.954;198034
7KQ8sdFIWCCDXIcQDEeuzC;0.808;0.342;4;-11,743;0.0368;0.111;1.02e-06;0.0847;0.486;91.987;156522
0La7WP1Z2d4TNFQIW62XZx;0.73;0.82;0;-7,684;0.576;0.126;0.0;0.588;0.533;170.004;212235
