track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date
11HLyzoCyx8hXKXVmrg1Sy;Wishful Thinking;China Crisis;53;1mWJIJbT09FgNhOr4xiPoL;Diary: A Collection;1992-01-01
4tjCNQ7aCL2Ou2rJlmrTpj;Cuándo, Cuándo Es?;J-King y Maximan;54;0TfHpRj8cscMuY7UM0eINm;Los Superheroes;2010-01-01
7iLGljK0LNpGamQQEOuCRC;Won't Get Fooled Again - Original Album Version;The Who;15;5tqJNAjU163MfKLIP6DtYu;Who's Next (Deluxe Edition);1971-08-14
0vFOzaXqZHahrZp6enQwQb;Money;Pink Floyd;73;4LH4d3cOWNNsVw41Gqt2kv;The Dark Side of the Moon;1973-03-01
57S2YRp4EHw7ERa9SVyjDW;Senseless;MARKZ;27;71c84AQJUhJJKdpwPVU9DN;Senseless;2019-10-18
5ciOELC8e3GeHoER1o5SSg;Trippin';Canton Jones;8;0aCE378H5gdoAfDl152Ebf;Access Granted: The Password;2005
7d8GetOsjbxYnlo6Y9e5Kw;Mr. Brightside;The Killers;77;1ujPmNlTMp41h4EG6OOBGR;Hot Fuss;2004-06-07
1eyq8cjUQ2daFthW2PC2GM;Glory of Love;Peter Cetera;71;1O2sEdKLsSHROEyYgUQmnb;Solitude / Solitaire;1986
41aOyMZXFwvwRpugIlNCGF;Ramblin' Man;The Allman Brothers Band;15;4KZmerCJZ3z0sRoA4sArbm;Brothers And Sisters (Deluxe Edition);1973-09
0KKkJNfGyhkQ5aFogxQAPU;That's What I Like;Bruno Mars;82;4PgleR09JVnm3zY1fW3XBA;24K Magic;2016-11-17
2J7xJcaxx8IuhAheIjDzdz;No Limit;Breakwater;31;7tyabLKdSeJuw5xRkmTLgz;Breakwater;1978
2MD2P7Jd4ZzF2VrbCrE8vU;Eyes Open;Gidge;29;09ti5FREd1D2fMJVXzRzkX;LNLNN;2017-01-13
6qvfyXGXEPEYwwqBykWw3H;Professor X;Dave;63;334X6XoNKUzpAQbm5FPsMh;Top Boy (A Selection of Music Inspired by the Series);2019-09-13
0P4wupoasH0Pj0cuvwaIwN;Tired Of Ballin;Tela;35;5iR4qrdJn0age8w8rqBUfR;Piece Of Mind;1996-11-05
3UfQlRgwo0CMiAFqacfp8C;Rides Through The Morning;Michael Nau;42;2gRGNNdaY8uk5Bv9aa0iBu;Rides Through The Morning;2019-06-26
7busfkOzRWvXsi009i3FUO;Fanático;Maxiolly;53;733IUGRdSrwCWEnInKtWRu;Fanático;2019-11-15
03sno6MIkoVX5eC4pRKMzr;Stranger;MOTHXR;49;7glwvxou64yQXBiZALusEH;Centerfold;2016-02-26
7IMGshuSNOXHgmboboPpIH;BAD!;R3HAB;59;1VDMrOiIsWgwsajuLIV5sp;BAD!;2019-01-18
6eEYGGFfFbtKHCgJM4uh9v;Ordinary Man (feat. Elton John);Ozzy Osbourne;71;39yp6JEfOhqVEpCiy6i6M3;Ordinary Man (feat. Elton John);2020-01-10
3WXfQDsASfXrSojk9WB3aR;En Barranquilla Me Quedo;Joe Arroyo;58;6ubTK1qVLWQSblspjFxtZn;32 Cañonazos;2015-07-01
0ltO5bci13M68sTnEctBxR;love somebody like you;joan;58;13NYDkzyuRQC8aQLCcyl54;love somebody like you;2017-07-25
2pX4FpOgwItRVPPUFdRcxA;Smooth (feat. Rob Thomas);Santana;59;1n12Kl9IoHSk65OcZDutSH;Supernatural (Legacy Edition);1999
1kFyVRbMT4JJynQgTFWKZj;What You Wanna Do?;Kausion;0;6AJ9QhnzILCEgjeLAsru4d;South Central Los Skanless;1995-06-01
4y1LsJpmMti1PfRQV9AWWe;Girls Just Want to Have Fun;Cyndi Lauper;76;1FvdZ1oizXwF9bxogujoF0;She's So Unusual;1983-10-14
5smpR8TVfiPxywEHr1NbJK;IF YOU PRAY RIGHT;BROCKHAMPTON;54;4oIbhyy9UZlP4JgN0IFciv;IF YOU PRAY RIGHT;2019-08-08
0bqfNDZvqXB10fUKSfj6mY;Tu Luz;Azul Violeta;50;3ZmohMIf51g01KO57xm6Zc;Globoscopio;1996-01-01
2cLVRFjk0uK31POTBwd4Fj;Tecno;Crossnaders;37;0i3A0Sj8h0WuTJuYjNTZa5;Tecno;2019-11-13
4U8cv19UvIVKkA4Lliv717;Move On (C'est la vie);Faydee;40;1mNr9OMAsZqPugzenNbpL2;Move On (C'est la vie);2015-01-25
23cj0rlc0UtTBaCg60VCkm;Celeste;Ezra Vine;60;3W0K6QezWMLCYcZlJitqHt;Celeste EP;2014-09-05
0AcXoZdweaXpvNedObXU9r;Eighteen;CASP:R;45;5VQIDn4NaAZ1DpJPEXvEFV;Eighteen;2018-05-04
6LnjelBSl5xYpdfhfFTJbX;Some Kind Of Wonderful;Grand Funk Railroad;48;4HmWOsD5ggw9It34pM7nUf;Greatest Hits: Grand Funk Railroad (Remastered);2006-01-01
43JztBwps5nHk69OqYOv9D;Wannabe;Jonasu;51;3f2VKL7FYE0C7qApp6veOH;Wannabe;2019-07-05
0oVxGuRMnawFgA8aduocfc;Forever;Tory Lanez;72;2kznyvJ3wZGFCA1eYrjUC9;Forever;2019-07-19
2mQ7KmAI8gFLH3baaDXc6o;How Deep Is Your Love - DJ Snake Remix;Calvin Harris;45;1cw6QYNgIoZ4vEPD2lqVYk;How Deep Is Your Love (DJ Snake Remix);2015-08-28
1Xi28qSSoARTXiqMwb8Srg;The Palisades;Childish Gambino;1;5GBcqixIFDPEom7AUNbFiM;Kauai;2014-10-03
4vc6tfBvOAG00EpueunpIz;SippinTeaInYoHood;XXXTENTACION;0;62qvErQpRTZtOeM7IBtNBD;SippinTeaInYoHood;2017-04-13
58CrldAc1Z5WIBozT1NMJH;Ordinary People;John Legend;18;0QtPeJVJ7l0w7K6681fbaV;Get Lifted;2004
7bPu9dgSyx0lTFm4iecxI2;Alright;Janet Jackson;30;7jtBAkD6DL5yn7komrFTxE;Rhythm Nation;1989-09-19
52DNTZvyZREUZC6dEjq3J6;All or Nothing - Sultan + Shepard Remix;Lost Frequencies;28;5hYQG9MTBpC3SRpTpJoC36;All Or Nothing (Remixes Part 2);2017-05-05
7thOGpKaWpPotq2U37UItx;Fade Away;Matisse & Sadko;56;0XyAR5FCmnhX4LgLHjLnTP;Fade Away;2019-11-01
1dNTcbUtbU3wRxKBCno6bd;Te Siento;Wisin & Yandel;56;7CCfcuCn7J3dvHYziLI4T1;La Revolución - Evolution (International Version);2009-01-01
1mQwQm595whVQXCQ9wtzVS;El Festejo de la Vida;Afrodisiaco;25;0tdYGe3Yq0tVBjaAM2Scco;El Festejo de la Vida;2019-11-22
50Y2iaFeYkqsx5ni5PbfkU;How We Feelin;TWIIG;25;1fQQPKsz8iJZdKDUhcMGxz;How We Feelin;2016-12-12
3QUvdcJW4rQlONh5wJdjJ9;Get Loose;Almero;24;2lXez1jGcm8pz9uIV4cUFr;Get Loose;2020-01-03
3GbgDxpsb0uydqD8haxjwn;Black Hearted Woman;The Allman Brothers Band;0;47JEuhxr6EgINeiUMSn0lu;Gold;2005
0ZtvwVeDVPzdCJyYH0ALen;Come To Me;ÄTNA;53;68CEu6OyPrTY6YsHxr6jnF;Come To Me;2019-12-06
5XhkV07Vou38wnrzwURUOC;Who Am I (What's My Name)?;Snoop Dogg;70;7f9KDGqY7X2VLBM5aA66KM;Doggystyle;1993
4mKa1LcRNQILp6xSr9s1S0;Pinky Ring - Remix;Miky Woodz;66;3MwzPtb1MkNtwCQJrIkJnE;Pinky Ring (Remix);2019-12-27
3DmvF4wNM7rZH45TSrj06D;Paradise;Demun Jones;27;0CehH8vI5ZodVx7U88ArOk;Jones In Ya Speaker;2018-01-19
7Hqc9EvCMrnBHa1srU6kiL;Venq Tolep - Hit Club Version;Robag Wruhme;20;52rqxAyOOyU4i5pAT1wKvR;Venq Tolep EP;2019-07-05
73u9bIUEaSBI2l7xXETSNt;Personal Jesus;Depeche Mode;18;6rW7hqO1jek4HQehiaJ1K2;Melodía FM;2014-03-24
7s9HTbqTCeGCDIZ4s54oJY;Addicted - Acoustic;Saving Abel;44;3XFJLhuuuiS1IuDffJNJph;Addicted;2008-01-01
3AJwUDP919kvQ9QcozQPxg;Yellow;Coldplay;81;6ZG5lRT77aJ3btmArcykra;Parachutes;2000-07-10
0lG6QM1jjbbX5UUn3DPmrZ;Lost Control;Alan Walker;71;3nzuGtN3nXARvvecier4K0;Different World;2018-12-14
3RIgHHpnFKj5Rni1shokDj;Norman fucking Rockwell;Lana Del Rey;75;5XpEKORZ4y6OrCZSKsi46A;Norman Fucking Rockwell!;2019-08-30
5XxVNCUCqE3F0jdD5x19mv;I Love It When You Cry (Moxoki) - Boehm Remix;Steve Aoki;44;6vt6LJ5PrEZyxB0f7GU42l;Ultra Summer 2 (The Best In Deep and Tropical House);2015-06-29
1sfmIZRBmY5yq5wRQs987T;Somewhere New (feat. M-22) - Radio Edit;Klingande;47;0KI5hL4NZ6BotDvKNZ9BFU;Somewhere New (feat. M-22);2016-08-26
5P1Zrq0GVVv5hDTRafGYWo;Try to Do Me;Brand Nubian;17;2R3q5gMNeQpSNRnAYay6Sm;One for All;1990-11-30
5n1WeUNWJIjs9ueYD4v0Pt;Killer;Kali Uchis;56;4EPQtdq6vvwxuYeQTrwDVY;Isolation;2018-04-06
26qPaLsgA8i0NR64kxyA89;Rapapa Bounce;Dewo;38;0KgNrE3Qr4u8z0rGXDhbwc;Rapapa Bounce;2019-11-08
6ULwhgWVBtR6wcv4zaXkHv;Jailbreak;Thin Lizzy;2;5U1ZwgQzWun74Cgx85z1oy;Jailbreak (Deluxe Edition);1976
1HCw8XKtTgWWU3JlEUR0qQ;Bailar (feat. Elvis Crespo) - Radio Edit;Deorro;54;1J6b7W1nSHH7BObK8zIoEY;Good Evening;2017-03-31
4sSu9BtWSCWRNjGD2AvqbG;Psycho!;MASE;71;2Nk1PU3MtefCA9QNg63QIV;Psycho!;2019-01-17
5cUSEjsaftKWFy84nieB5G;El Segundo;Eddie M;0;4xt6SqwBihjK3Tux7kJazg;Criminal Bassline: Various Artists I;2017-09-15
