song_id;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
5nR1FL7koznk1OkRpjuZsH;0.71;0.61;2;-6,059;0.0756;0.0208;0.429;0.232;0.298;140.103;261036
1PmU8dWoCrO7JUS4nNzRO9;0.7;0.888;2;-3,114;0.0525;0.0202;4.24e-06;0.0994;0.42;128.045;233653
17gmQiUAmUvJwXOrOHDe2C;0.522;0.974;6;-3,378;0.285;0.000505;4.71e-05;0.145;0.171;131.993;166688
257netJMcq74uicLY08DNB;0.819;0.663;1;-7,436;0.032;0.209;0.00501;0.109;0.847;140.024;206686
0HaAoQJ1PgF0gIm1o6JYIM;0.809;0.866;6;-5,221;0.254;0.00672;0.0;0.12;0.558;142.102;213053
1iEwyiSLAunPR6uouANE0O;0.702;0.73;0;-5,173;0.099;0.425;1.25e-06;0.148;0.879;173.967;206693
5Jj9pRGss8sPx2pWWQIsL3;0.431;0.421;11;-9,038;0.0245;0.0563;0.00475;0.141;0.404;145.731;181418
7FGq80cy8juXBCD2nrqdWU;0.632;0.686;6;-7,665;0.243;0.549;0.0;0.2;0.329;89.949;170770
424ga21oScJ3e1YvT9JxlT;0.777;0.703;11;-6,92;0.0569;0.0112;0.743;0.0765;0.975;123.006;406575
17G9G5tBsdzmKmoHIh00sX;0.853;0.766;1;-3,527;0.0401;0.0247;3.4e-06;0.272;0.835;96.01;197013
2Pqzf2KbYm8dpFNaDqJCsj;0.478;0.904;0;-5,412;0.0648;0.00221;0.0;0.408;0.318;150.055;187200
6Gg1gjgKi2AK4e0qzsR7sd;0.474;0.631;5;-5,884;0.343;0.0687;0.0;0.132;0.425;180.051;189323
4S4ALVSVFI64Hr5UWuU6Gk;0.744;0.97;4;-4,973;0.0697;0.000563;0.0833;0.174;0.182;127.995;187500
7ACCDmXvdV7alpC7Cb0ush;0.682;0.753;9;-6,725;0.0287;5.81e-05;1.7e-06;0.194;0.929;120.038;197293
6v3KW9xbzN5yKLt9YKDYA2;0.759;0.548;9;-6,049;0.029;0.0392;0.0;0.0828;0.749;116.967;190800
1gyee1JuFFiP476LQpRMYU;0.509;0.843;1;-3,318;0.0488;0.000671;0.000803;0.348;0.332;140.055;238400
2RJsc3MxI6vPPnzHM0eGBo;0.667;0.921;11;-3,651;0.184;0.0947;0.0;0.0977;0.586;100.038;173658
0wkQ1NGp0D1QjC59vmbYNY;0.534;0.818;7;-7,168;0.0516;0.00227;0.000359;0.21;0.641;117.349;197786
5b2NgPj4WBjBW1uLbl2v9p;0.908;0.901;4;-5,093;0.216;0.147;1.75e-06;0.266;0.422;98.332;290400
76hfruVvmfQbw0eYn1nmeC;0.774;0.753;4;-5,445;0.0517;0.153;0.0;0.0371;0.896;119.002;219147
1BozLp4I0BcqA5hDAhxV8h;0.756;0.71;4;-6,499;0.107;0.423;1.16e-05;0.1;0.46;117.064;182564
0Eid13xQpSGVHV45yOtfIe;0.71;0.596;1;-8,769;0.188;0.0341;5.03e-05;0.153;0.26;77.523;224758
6u0dQik0aif7FQlrhycG1L;0.652;0.549;6;-7,555;0.039;0.317;0.0;0.104;0.186;120.073;312427
0yHOOuKhe57iSzS2TbxSKN;0.747;0.882;5;-3,317;0.0543;0.000322;0.218;0.351;0.308;128.095;170171
13ZiA95houLXuLxkbwghQ1;0.658;0.491;10;-13,516;0.249;0.812;9.78e-05;0.333;0.229;110.044;154667
3xJx0XcOK0tfVquoP1TY1i;0.586;0.536;1;-5,514;0.0923;0.313;0.0;0.0844;0.426;156.021;180332
5rqn93J4KqJrxSO7SMns4B;0.763;0.83;9;-4,496;0.0457;0.0685;0.00505;0.062;0.87;89.98;193166
17Fd6Yb7mSbinKG8LoWfFl;0.663;0.713;7;-6,647;0.112;0.0353;7.68e-06;0.0843;0.69;101.965;197933
7dLxiu3Nd6KUg4y7lPnABX;0.769;0.695;6;-7,043;0.0663;0.0143;0.0;0.0796;0.471;124.936;187893
3rrO9vddarA7XWYVsomwj2;0.608;0.494;4;-4,113;0.261;0.0102;0.00202;0.0911;0.262;180.055;194667
6iwkQs6nzwXmdgPH9vnIr9;0.662;0.904;2;-6,055;0.0359;0.00789;0.413;0.0525;0.591;119.936;249280
4MdvgmBT9wxfpgFziA7ZHl;0.717;0.96;11;-8,446;0.0395;0.36;0.781;0.0736;0.822;125.83;257813
2du5gCpnDxNp8DZwvbVixv;0.633;0.898;7;-4,86;0.0533;0.0521;3.44e-05;0.25;0.253;125.096;175591
4bPrKGqQKiBmf49XB4F4H5;0.54;0.966;10;-3,884;0.0637;0.000122;0.000626;0.391;0.521;94.986;235853
1euEMWtuw87OGTPcHkqjAK;0.367;0.815;3;-4,012;0.123;0.0144;0.0;0.232;0.442;118.794;199922
6K5BsR04ijf3FHNzjbaagD;0.817;0.672;11;-5,612;0.299;0.441;0.0;0.13;0.774;93.999;332240
3iQOfefMGDVDwo8dZoco8T;0.843;0.549;6;-8,018;0.164;0.0948;0.0;0.155;0.541;83.982;233000
6eDApnV9Jdb1nYahOlbbUh;0.691;0.853;1;-2,528;0.0372;0.0631;7.13e-05;0.082;0.762;145.999;215867
0FMhMAFPLg8EljnROSoVnj;0.552;0.651;4;-10,624;0.229;0.00494;0.0349;0.132;0.533;161.548;232533
2rbsEUWhJoC1fwTFihoOWI;0.548;0.72;1;-9,777;0.0409;0.0686;0.000232;0.107;0.458;140.966;229093
0IU79guOo0dUEwCCU0JjJz;0.638;0.992;5;-1,746;0.0468;0.00756;0.361;0.0688;0.302;127.998;153750
7yMhyRmQGv6mSD6SkfhPeF;0.735;0.801;1;-4,738;0.195;0.154;0.0;0.0941;0.561;156.998;235663
6xp6EUAwQ9SGi09htjDDHU;0.921;0.654;0;-6,343;0.176;0.0848;0.0021;0.0792;0.431;94.999;210451
3mU0DbuWtUX5KCaovOQZVK;0.81;0.612;11;-7,054;0.0311;0.0186;0.00875;0.43;0.629;127.994;185920
4lCwnBZurX0OIqMKBOHRlS;0.611;0.834;6;-3,708;0.23;0.397;0.0;0.174;0.85;93.066;273548
3FTyo5TQN1C3ssgvKahEDA;0.853;0.721;9;-5,954;0.266;0.0718;0.0;0.633;0.7;131.121;194333
63SevszngYpZOwf63o61K4;0.6;0.688;5;-8,339;0.201;0.159;1.29e-05;0.409;0.0793;99.977;156600
7offICpl9kla5kC61uUAs9;0.857;0.685;1;-4,84;0.38;0.626;0.0;0.206;0.837;150.052;185600
29zBeRiLVnkDEj7tvmLVOU;0.39;0.631;9;-4,701;0.0769;0.209;0.0;0.277;0.197;123.042;248544
6P6YKVO2X5YOMhlyWpUOWu;0.733;0.696;10;-7,327;0.0374;0.318;7.47e-05;0.0988;0.327;121.978;213443
55vTzLqSKvqLh7jiQKYnW5;0.621;0.974;5;-4,028;0.143;0.000265;0.103;0.866;0.293;130.112;177000
5yY9lUy8nbvjM1Uyo1Uqoc;0.676;0.609;2;-5,831;0.481;0.0706;0.0;0.152;0.508;142.037;237735
7Ar4G7Ci11gpt6sfH9Cgz5;0.645;0.598;1;-13,18;0.0335;0.221;3.53e-06;0.0721;0.913;105.929;227267
1bM50INir8voAkVoKuvEUI;0.781;0.745;4;-5,81;0.0332;0.198;1.14e-05;0.36;0.326;129.998;269493
4DHRbvvQyC3mBa3Y0JNl4n;0.541;0.65;8;-4,665;0.0414;0.211;0.000128;0.1;0.356;95.019;197053
5AVDsyUbuVpVTflSxAB73C;0.79;0.949;2;-1,89;0.103;0.133;0.0;0.339;0.602;124.088;159162
74OqjT3PMVWlZAyqUt4FgG;0.767;0.872;10;-4,25;0.0761;0.153;0.0;0.518;0.565;112.6;263280
5wjdouk5wQxXkmTeyOC12M;0.643;0.132;5;-11,266;0.0931;0.909;0.0;0.101;0.132;114.251;234080
1m2xMsxbtxv21Brome189p;0.725;0.487;8;-5,959;0.0368;0.26;1.09e-05;0.431;0.599;136.086;296693
7mQKKSqxpQD11s4Tf0tIhK;0.826;0.693;11;-5,947;0.161;0.0307;0.272;0.0891;0.451;125.009;265187
3yuMVIBCFl6s1PDuSN3pi4;0.777;0.911;4;-5,014;0.108;0.148;2.21e-06;0.327;0.83;101.989;254320
4DS7HoqrKq1dDjeYOKBlu9;0.744;0.696;8;-5,015;0.117;0.71;0.0;0.0808;0.406;120.146;260493
4x5WbFaTTCexxBKbUyfBcG;0.53;0.782;1;-6,872;0.0259;0.0274;0.000187;0.0688;0.717;93.105;230960
0I6wh8pETh9PS7dVTzykQd;0.868;0.444;7;-7,122;0.301;0.059;0.0;0.0727;0.395;159.973;153347
6xCNYRfzZtoQRo1xruPmNq;0.66;0.805;1;-5,352;0.153;0.0192;8.83e-06;0.159;0.625;103.009;193920
38SjWjddl4A7tU718iR6qs;0.819;0.967;10;-5,465;0.159;0.000673;0.364;0.0582;0.629;124.013;174753
3KYiA4vq6RPO1dE2XROXd8;0.537;0.959;0;-3,002;0.0557;0.0704;1.8e-06;0.382;0.828;122.806;222707
1gpHMfSpviLSP9CNAeb5xt;0.617;0.389;9;-16,031;0.0422;0.947;0.881;0.113;0.519;136.796;215693
1CzYBc7oMCOmnEKMo3tG3s;0.653;0.624;6;-7,907;0.0367;0.142;1.55e-05;0.0997;0.562;95.018;216000
5IhmIlLgSpp9GtztqrTP2v;0.742;0.878;0;-6,111;0.0453;0.0244;0.0;0.0926;0.395;106.015;261408
3cg2Hduob1KxRe4N56rhuc;0.551;0.874;11;-4,559;0.0496;0.0427;0.00129;0.396;0.421;125.985;227115
4hhDqZgcSUOifI5c1kVOZD;0.595;0.86;5;-5,366;0.0398;0.000762;0.598;0.155;0.0399;127.992;273765
5bU4KX47KqtDKKaLM4QCzh;0.657;0.96;5;-3,524;0.07;0.00169;0.000997;0.109;0.567;126.02;186067
26625BOAX1q72dkXwBOBYS;0.798;0.775;4;-6,296;0.192;0.0824;0.0;0.223;0.855;90.294;201804
69zxj1EFDfAouZu9JDmQld;0.677;0.811;11;-4,53;0.043;0.0012;0.00761;0.0896;0.185;128.004;216967
4pWrCoHjlEnxoji68pcLwx;0.669;0.888;7;-5,508;0.0986;0.0377;0.00172;0.337;0.303;128.002;398333
4tchNSV4eZQ9vG4GNA4iJa;0.42;0.787;11;-6,206;0.266;0.0129;0.0;0.107;0.498;78.44;220127
7Mr2ikCnz0wRaYpqkwnSzh;0.546;0.678;7;-5,685;0.0432;0.175;0.0;0.761;0.455;116.922;243080
4au7FRcgZzChASRYu279xH;0.736;0.868;8;-3,01;0.0454;0.166;1.48e-06;0.0419;0.613;94.026;181280
75UNZ7tjYzsoTMgmpWdzw6;0.682;0.79;7;-5,15;0.0723;0.189;0.0;0.115;0.676;122.99;251511
6IAOkZxfTzpRDL0nAAynjq;0.573;0.733;4;-5,799;0.0269;0.0106;0.00069;0.121;0.304;107.975;229827
3KhF2YiNpJvGpfiCW45R6D;0.472;0.9;8;-6,406;0.0582;0.148;0.000297;0.34;0.42;95.826;214960
2W7CvGjipq3EmHqNGN7lN9;0.526;0.9;4;-4,76;0.0531;0.00914;0.0;0.277;0.458;125.349;231693
65AuuSC0parBq0hAFyA22v;0.834;0.65;3;-4,705;0.0381;0.169;0.0;0.0308;0.509;105.023;211724
1pqkpQx65J0uwl5PbnUDuJ;0.665;0.502;6;-8,868;0.0339;0.0138;0.882;0.158;0.286;86.971;153000
1p1bI4uv0hxFmzfF57no5F;0.729;0.884;9;-5,302;0.0492;0.00552;0.176;0.316;0.721;124.974;149177
5OSFQAg6m5fZ5yz8lsFZ8J;0.35;0.873;10;-6,03;0.0331;0.000538;0.0149;0.107;0.234;130.006;192750
72BIGQSHh7ZMm9BqVjUdme;0.717;0.238;10;-13,799;0.426;0.356;2.36e-06;0.0999;0.525;84.992;230767
6V5nMvQwsiyW7rEyZq3gfQ;0.632;0.592;11;-9,735;0.162;0.124;0.0;0.53;0.499;89.522;213622
4jvjzW7Hm0yK4LvvE0Paz9;0.669;0.574;4;-6,442;0.0286;0.0175;0.00294;0.146;0.273;120.013;196400
0AtY4uFaYBIl6tAjONkk1Z;0.518;0.63;6;-5,968;0.199;0.00997;0.0;0.101;0.576;195.958;183920
5My5YI9oqE9MZcHIrm38BJ;0.609;0.598;7;-10,084;0.1;0.0159;2.07e-05;0.0749;0.333;83.822;292000
4sVdzbLsgnWoFtDuoaXzWp;0.815;0.768;6;-6,276;0.171;0.217;1.69e-06;0.0632;0.667;93.971;196573
1BCfh9P3b9ghCYrt3N5Bkp;0.645;0.61;1;-8,572;0.0323;0.529;0.0355;0.137;0.496;118.599;271507
3oHVwd7algLocPL4SY62MO;0.688;0.941;2;-8,525;0.0492;0.00246;0.694;0.41;0.107;123.0;206890
6z7LM4N54IRNJfH9n2dmla;0.561;0.905;11;-5,305;0.161;0.0545;0.0059;0.0872;0.373;127.962;189754
