id;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;square_feet;price;weekly_price;monthly_price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights
22274854;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Host greets you""}";;$140.00;;;;;1;$0.00;5
9975451;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Hair dryer"",Iron}";;$185.00;;;$150.00;$70.00;1;$0.00;3
13814227;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}";;$76.00;;;$250.00;$70.00;1;$0.00;12
17515674;Apartment;Entire home/apt;1;1.0;1.0;1.0;Real Bed;"{Wifi,""Pets allowed"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron}";;$150.00;;;$500.00;$150.00;1;$0.00;30
21434692;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}";;$150.00;;;$500.00;$100.00;2;$50.00;2
20520410;Apartment;Shared room;1;1.0;1.0;1.0;Airbed;"{""Air conditioning"",Kitchen,Essentials}";;$75.00;;;;;1;$0.00;7
14049192;Apartment;Entire home/apt;8;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Step-free access"",""Host greets you""}";;$400.00;;;$500.00;$125.00;1;$0.00;1
24376374;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Gym,Breakfast,Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Other}";;$100.00;;;$100.00;$40.00;1;$10.00;1
9758320;Apartment;Entire home/apt;4;1.0;3.0;4.0;Real Bed;"{Wifi,Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector""}";;$125.00;$875.00;$2,625.00;$400.00;;1;$0.00;21
5447434;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",Essentials,Shampoo}";;$98.00;;;;$12.00;1;$0.00;2
22462797;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Iron,""Laptop friendly workspace"",""Host greets you""}";;$150.00;;;;;1;$0.00;1
22862288;Condominium;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,""Hair dryer""}";;$280.00;;;;;1;$0.00;3
23435040;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{Wifi,""Wheelchair accessible"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace""}";;$70.00;;;;;1;$0.00;2
6651028;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{Internet,Wifi,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Host greets you""}";;$125.00;$500.00;$1,800.00;$4,000.00;$0.00;1;$0.00;31
17157615;Bed and breakfast;Private room;2;2.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";;$155.00;;;;$10.00;1;$20.00;1
29225417;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Washer,Essentials,Iron}";;$211.00;;;;$387.00;1;$0.00;30
23131496;Serviced apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,Stove,""Long term stays allowed""}";;$280.00;;;;$100.00;1;$0.00;3
