track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date
0bXAswe1VUws7gog2mKF8c;In Your Head;Mike Vallas;39;4p7Lkgm2jCCtxMBFbUFIJi;In Your Head;2019-09-13
4ZlAmYFjBTeuegxaC8kvgb;Making Moves;YBS Skola;43;4MyA2rW1Ybdp9FpC5kkWBY;Making Moves;2019-11-05
5B6Z7NwVqA7W3UFiqBdEJC;Round and Round;Ratt;63;6P3Fqm7z9wr5GeatpVZ5ut;Out Of The Cellar;1984-02-14
0SFS1LxNP5wgnoDA7nGKQu;Round and Round;Ratt;53;7Lx0ft6eH3V087cAOPaqnk;Rhino Hi-Five: Ratt;2005-11-22
6wZdfrizPnIRTAbUFdnaOR;Pull;The Summercamp;41;5kEx8PdXpUhXQIjfp52Nuu;Incognito Mode;2019-01-03
32rUsiLCvd1yZWr4UFUoiu;Stay Free - Remastered;The Clash;45;4NEvCc6vHcsCPviWPCCrVg;Give 'Em Enough Rope (Remastered);1978
5N4erncE7kuUccm7zEmwzk;Electricity (with Dua Lipa);Silk City;81;429B3se6xtZuvblNnS2iy7;Electricity (with Dua Lipa);2018-09-06
2IA8cFA46DkjgbsRG7kKbp;Baby;Amenazzy;73;2yPS6CKbVjymgg7W9yuSxi;Baby;2018-12-21
60wwxj6Dd9NJlirf84wr2c;Clarity;Zedd;74;7juWTdmjo0vYywWu8HiQxs;Clarity;2012-01-01
5wQnmLuC1W7ATsArWACrgW;Welcome to the Black Parade;My Chemical Romance;78;0FZK97MXMm5mUQ8mtudjuK;The Black Parade;2006-10-23
2kpziA4mHuM7Na6La4upg1;Coming Over - filous Remix;James Hersey;16;24zMrWtj8r3QmczFyWhrPM;Coming Over (filous Remix);2015-08-28
11mwFrKvLXCbcVGNxffGyP;Genie In a Bottle;Christina Aguilera;71;6fpPZS13ImRVpr7Tqs6yP9;Christina Aguilera (Expanded Edition);1999
