nRest	inspection_date	action	violation_code	violation_description	critical_flag	score	grade	inspection_type
40524837	11/10/2018	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	Critical	19.0	Z	Cycle Inspection / Re-inspection
50013405	08/03/2015	Violations were cited in the following area(s).	04M	Live roaches present in facility's food and/or non-food areas.	Critical	30.0		Cycle Inspection / Initial Inspection
50043212	03/23/2016	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	not critical	11.0	A	Cycle Inspection / Re-inspection
50014342	07/06/2017	Violations were cited in the following area(s).	04M	Live roaches present in facility's food and/or non-food areas.	Critical	55.0		Cycle Inspection / Initial Inspection
50009712	07/17/2018	Violations were cited in the following area(s).	04F	Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.	Critical	37.0		Cycle Inspection / Initial Inspection
41563655	02/06/2016	Violations were cited in the following area(s).	06A	Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.	Critical	15.0		Cycle Inspection / Initial Inspection
50037082	07/13/2015	Violations were cited in the following area(s).	10D	Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.	Not Critical	7.0	A	Pre-permit (Operational) / Initial Inspection
50037770	11/13/2015	Violations were cited in the following area(s).	10D	Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.	NOT CRITICAL	29.0		Cycle Inspection / Initial Inspection
40973604	04/27/2016	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	13.0	A	Cycle Inspection / Initial Inspection
50002478	03/28/2018	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	26.0	B	Cycle Inspection / Re-inspection
40917970	03/08/2017	Violations were cited in the following area(s).	06B	Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.	Critical	13.0		Cycle Inspection / Initial Inspection
41181385	11/02/2015	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	24.0		Cycle Inspection / Initial Inspection
41623838	10/01/2018	Violations were cited in the following area(s).	04M	Live roaches present in facility's food and/or non-food areas.	CRITICAL	12.0		Cycle Inspection / Initial Inspection
41615635	10/06/2017	Violations were cited in the following area(s).	02G	Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.	Critical	20.0		Cycle Inspection / Initial Inspection
40875290	12/13/2016	Violations were cited in the following area(s).	04H	Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.	CRITICAL	11.0	A	Cycle Inspection / Initial Inspection
50045738	08/08/2016	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	Critical	22.0		Cycle Inspection / Initial Inspection
41178943	11/16/2018	Violations were cited in the following area(s).	04M	Live roaches present in facility's food and/or non-food areas.	CRITICAL	10.0	A	Cycle Inspection / Initial Inspection
41173001	03/29/2018	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	2.0	A	Cycle Inspection / Initial Inspection
41525492	07/29/2015	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	10.0	A	Cycle Inspection / Re-inspection
50034953	08/13/2016	Violations were cited in the following area(s).	02H	Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.	CRITICAL	18.0		Cycle Inspection / Initial Inspection
41267759	12/06/2016	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	17.0		Cycle Inspection / Compliance Inspection
50010699	09/21/2017	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	23.0		Cycle Inspection / Initial Inspection
50005498	02/16/2016	Violations were cited in the following area(s).	20D	Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.	NOT CRITICAL			Administrative Miscellaneous / Re-inspection
40986189	04/18/2016	Violations were cited in the following area(s).	10I	Single service item reused, improperly stored, dispensed; not used when required.	Not Critical	9.0	A	Cycle Inspection / Initial Inspection
50059886	07/31/2017	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	75.0		Pre-permit (Operational) / Initial Inspection
50002548	01/12/2018	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	24.0		Cycle Inspection / Initial Inspection
41637595	01/12/2017	Violations were cited in the following area(s).	09C	Food contact surface not properly maintained.	Not Critical	11.0	A	Cycle Inspection / Initial Inspection
40699339	09/28/2015	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	critical	27.0	B	Cycle Inspection / Re-inspection
50037680	06/30/2016	Violations were cited in the following area(s).	06A	Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.	Critical	36.0	C	Cycle Inspection / Re-inspection
40945123	12/06/2017	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	13.0	A	Cycle Inspection / Initial Inspection
41464143	09/22/2017	Establishment re-opened by DOHMH	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	2.0	C	Cycle Inspection / Reopening Inspection
50068971	09/20/2017	Violations were cited in the following area(s).	06A	Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.	CRITICAL	5.0	A	Pre-permit (Operational) / Initial Inspection
41598329	01/21/2017	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	6.0	A	Cycle Inspection / Re-inspection
41385362	11/02/2018	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	38.0		Cycle Inspection / Initial Inspection
41036011	11/16/2016	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	21.0		Cycle Inspection / Initial Inspection
50003874	03/14/2016	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	CRITICAL	13.0		Cycle Inspection / Initial Inspection
50053703	08/16/2016	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	36.0		Pre-permit (Operational) / Initial Inspection
50018344	07/31/2015	No violations were recorded at the time of this inspection.			Not Applicable			Administrative Miscellaneous / Initial Inspection
50007100	04/19/2017	Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	CRITICAL	39.0		Cycle Inspection / Initial Inspection
41366292	06/22/2018	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	critical	35.0		Cycle Inspection / Initial Inspection
41358592	08/01/2017	Violations were cited in the following area(s).	02G	Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.	critical	23.0		Cycle Inspection / Initial Inspection
50070029	04/07/2018	Violations were cited in the following area(s).	06B	Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.	Critical	28.0		Pre-permit (Operational) / Initial Inspection
41710798	06/01/2016	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	12.0	A	Cycle Inspection / Re-inspection
50053703	03/30/2018	Violations were cited in the following area(s).	04K	Evidence of rats or live rats present in facility's food and/or non-food areas.	CRITICAL	20.0	Z	Cycle Inspection / Re-inspection
50056982	05/12/2018	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	NOT CRITICAL	21.0	B	Cycle Inspection / Re-inspection
40424765	04/07/2016	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	12.0	A	Cycle Inspection / Re-inspection
41705814	07/17/2017	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	5.0	A	Cycle Inspection / Initial Inspection
50016872	05/07/2018	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	11.0	A	Cycle Inspection / Re-inspection
41470237	02/01/2018	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	NOT CRITICAL	26.0	B	Cycle Inspection / Re-inspection
50045835	08/04/2016	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	8.0	A	Pre-permit (Operational) / Initial Inspection
50001253	11/19/2018	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	22.0		Cycle Inspection / Initial Inspection
41616073	04/12/2018	Violations were cited in the following area(s).	08C	Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.	Not Critical	12.0	A	Cycle Inspection / Initial Inspection
50045798	04/18/2017	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	CRITICAL	9.0	A	Cycle Inspection / Re-inspection
41415845	09/25/2015	No violations were recorded at the time of this inspection.			Not Applicable			Trans Fat / Compliance Inspection
50066373	03/14/2018	Violations were cited in the following area(s).	08C	Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.	not critical	13.0		Cycle Inspection / Initial Inspection
50017419	08/28/2018	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	NOT CRITICAL	35.0	Z	Cycle Inspection / Re-inspection
