nRest,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,inspection_type
41207137,04/07/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,Cycle Inspection / Re-inspection
50064981,09/06/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,CRITICAL,25.0,,Cycle Inspection / Initial Inspection
50059513,04/11/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,31.0,,Cycle Inspection / Initial Inspection
40549443,02/01/2017,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,12.0,A,Cycle Inspection / Re-inspection
41395397,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,Cycle Inspection / Initial Inspection
41634226,04/07/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,Cycle Inspection / Initial Inspection
41100434,06/23/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,16.0,,Cycle Inspection / Initial Inspection
50005819,06/01/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,A,Cycle Inspection / Initial Inspection
50072669,10/02/2018,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",CRITICAL,30.0,C,Cycle Inspection / Re-inspection
50043379,03/28/2018,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,not critical,11.0,A,Cycle Inspection / Initial Inspection
50058772,01/30/2017,Violations were cited in the following area(s).,05C,Food contact surface improperly constructed or located. Unacceptable material used.,CRITICAL,30.0,,Pre-permit (Non-operational) / Initial Inspection
40370939,10/22/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,Cycle Inspection / Initial Inspection
50003494,11/23/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18.0,,Cycle Inspection / Initial Inspection
50035774,05/01/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,6.0,,Cycle Inspection / Initial Inspection
41519256,02/02/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",critical,10.0,,Cycle Inspection / Initial Inspection
50060200,10/15/2018,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,CRITICAL,42.0,Z,Cycle Inspection / Re-inspection
41459932,12/11/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,Cycle Inspection / Re-inspection
41596469,01/23/2018,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,Administrative Miscellaneous / Initial Inspection
50013049,06/16/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,Cycle Inspection / Re-inspection
50041579,11/14/2015,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12.0,A,Pre-permit (Operational) / Initial Inspection
41278736,11/02/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",NOT CRITICAL,11.0,A,Cycle Inspection / Initial Inspection
41596018,04/19/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12.0,A,Cycle Inspection / Initial Inspection
41556815,06/02/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",not critical,10.0,A,Cycle Inspection / Re-inspection
40583239,03/13/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,CRITICAL,22.0,,Cycle Inspection / Initial Inspection
50017603,02/27/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,Cycle Inspection / Initial Inspection
41562672,08/06/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,Cycle Inspection / Initial Inspection
50000125,03/12/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,33.0,,Cycle Inspection / Initial Inspection
50076162,11/07/2018,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,NOT CRITICAL,40.0,,Cycle Inspection / Initial Inspection
50016855,04/07/2015,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",not critical,9.0,A,Cycle Inspection / Re-inspection
50044894,03/28/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9.0,,Cycle Inspection / Compliance Inspection
