camis,dba,zipcode,cuisine_description
41207137,Gregorey's 26 Corner Taverna,11105.0,Greek
50064981,88 CANTEEN,11355.0,Chinese
50059513,The Trestle,11106.0,American
40549443,JJ GARDEN RESTAURANT,11370.0,Chinese
41395397,STAND 139,,American
41634226,ROSE CAFE,11105.0,Middle Eastern
41100434,HIMALAYAN YAK RESTAURANT,11372.0,Asian
50005819,ISLAND RAGE,11432.0,Caribbean
50072669,BODAI LEAF,11354.0,Chinese
50043379,LOS TRES LAURELES,11368.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50058772,A & R FOOD SERVICE BLDG 14,11430.0,American
40370939,MANDUCATIS,11101.0,Italian
50003494,SERBIAN ASSOCIATION,11385.0,Eastern European
50035774,SZECHUAN HOUSE,11354.0,Chinese
41519256,BENJYS KOSHER PIZZA & DAIRY RESTAURANT,11367.0,Jewish/Kosher
50060200,CROWN FRIED CHICKEN,11420.0,Chicken
41459932,FARMERS PIZZA & GRILL,11412.0,Pizza
41596469,AVENITA DINER,11432.0,American
50013049,SOHO KTV & BAR,11354.0,Chinese
50041579,PA-NASH EUROSOUL RESTAURANT & LOUNGE,11422.0,Mediterranean
41278736,BODHI FITNESS CENTER,11354.0,"Juice, Smoothies, Fruit Salads"
41596018,GAJI GAJI,11354.0,Korean
41556815,LIU'S GARDEN,11040.0,Chinese
40583239,CITIBANK EMPLOYEE CAFETERIA,11101.0,American
50017603,SWEET GARDEN CHINESE TAKEOUT RESTAURANT,11366.0,Chinese
41562672,"DUNKIN' DONUTS, BASKIN ROBBINS",11432.0,Donuts
50000125,WOODHAVEN MANOR CATERS AND BANQUET,11421.0,American
50076162,CHINA GARDEN & WING STOP,11434.0,Chinese
50016855,KABABISH,11372.0,Pakistani
50044894,JUNCTION CAKE BOX,11373.0,Bakery
41061016,PEARL RESTAURANT,11419.0,Chinese
41217325,TACO VELOZ,11368.0,Mexican
41387173,LALI GURAS RESTAURANT,11372.0,Asian
41686208,CHANG PAI,11432.0,Chinese
40987693,SHALIMAR DINER,11374.0,American
41100858,FLO,11103.0,Mediterranean
50000695,JOE'S SHANGHAI RESTAURANT,11354.0,Chinese
41604732,KING'S CHEF,11357.0,Chinese
50064582,POKE WAVE,11106.0,Hawaiian
