id;street;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude
19472085;New York, NY, United States;East Village;East Village;Manhattan;New York;NY;10003.0;New York;New York, NY;US;United States;40.72900906261762
6262821;New York, NY, United States;Lower East Side;Lower East Side;Manhattan;New York;NY;10002;New York;New York, NY;US;United States;40.71750314972439
23549904;New York, NY, United States;Gramercy Park;Gramercy;Manhattan;New York;NY;10010;New York;New York, NY;US;United States;40.73709015675805
15937164;New York, NY, United States;Chelsea;Chelsea;Manhattan;New York;NY;10011.0;New York;New York, NY;US;United States;40.740220054673365
3944233;New York, NY, United States;Times Square/Theatre District;Theater District;Manhattan;New York;NY;;New York;New York, NY;US;United States;40.75848203056984
9391609;New York, NY, United States;Upper West Side;Upper West Side;Manhattan;New York;NY;10024;New York;New York, NY;US;United States;40.79155014762924
7931059;New York, NY, United States;Hamilton Heights;Harlem;Manhattan;New York;NY;10031;New York;New York, NY;US;United States;40.82149552457377
25264538;New York, NY, United States;Financial District;Financial District;Manhattan;New York;NY;10038;New York;New York, NY;US;United States;40.70884196100478
12298456;New York, NY, United States;West Village;West Village;Manhattan;New York;NY;10014.0;New York;New York, NY;US;United States;40.73311501754645
470090;New York, NY, United States;Lower East Side;Lower East Side;Manhattan;New York;NY;10002;New York;New York, NY;US;United States;40.72146544972043
16981845;New York, NY, United States;East Village;East Village;Manhattan;New York;NY;10003.0;New York;New York, NY;US;United States;40.72509863087835
21658519;New York, NY, United States;Midtown;Midtown;Manhattan;New York;NY;10016;New York;New York, NY;US;United States;40.7450998904256
17508940;New York, NY, United States;Washington Heights;Washington Heights;Manhattan;New York;NY;10033.0;New York;New York, NY;US;United States;40.85321379501037
12206316;New York, NY, United States;Financial District;Financial District;Manhattan;New York;NY;10038.0;New York;New York, NY;US;United States;40.7096165019269
22224945;New York, NY, United States;;Harlem;Manhattan;New York;NY;10027;New York;New York, NY;US;United States;40.81462221514752
9802654;New York, NY, United States;Greenwich Village;Greenwich Village;Manhattan;New York;NY;10012;New York;New York, NY;US;United States;40.72935148619974
7858541;New York, NY, United States;Nolita;Nolita;Manhattan;New York;NY;;New York;New York, NY;US;United States;40.71986643096936
28073750;New York, NY, United States;Upper West Side;Upper West Side;Manhattan;New York;NY;10025;New York;New York, NY;US;United States;40.80025121825864
28254887;New York, NY, United States;East Harlem;East Harlem;Manhattan;New York;NY;10029;New York;New York, NY;US;United States;40.79080979702406
4786030;New York, NY, United States;Alphabet City;East Village;Manhattan;New York;NY;10009;New York;New York, NY;US;United States;40.72878508765274
13494532;New York, NY, United States;Upper East Side;Upper East Side;Manhattan;New York;NY;10075.0;New York;New York, NY;US;United States;40.7708089099911
26132476;New York, NY, United States;Hell's Kitchen;Hell's Kitchen;Manhattan;New York;NY;10018;New York;New York, NY;US;United States;40.755440313369846
23109325;New York, NY, United States;Washington Heights;Washington Heights;Manhattan;New York;NY;10033;New York;New York, NY;US;United States;40.84692926626303
18718195;New York, NY, United States;Roosevelt Island;Roosevelt Island;Manhattan;New York;NY;10044.0;New York;New York, NY;US;United States;40.76364256545021
17188074;New York, NY, United States;Financial District;Financial District;Manhattan;New York;NY;10038.0;New York;New York, NY;US;United States;40.70795653497692
9059397;New York, NY, United States;Upper East Side;Upper East Side;Manhattan;New York;NY;10128;New York;New York, NY;US;United States;40.783702691048624
20541408;New York, NY, United States;Upper West Side;Upper West Side;Manhattan;New York;NY;10025.0;New York;New York, NY;US;United States;40.80045711591416
