song_id;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
5ZULALImTm80tzUbYQYM9d;0.824;0.588;6;-6,4;0.0924;0.692;0.000104;0.149;0.513;98.027;209438
1ohrqIMhros7Gi7mX80WB6;0.789;0.815;11;-7,991;0.0516;0.181;0.121;0.145;0.763;95.009;203667
3OM1HwAQZsgF53AGGbnRSG;0.678;0.828;0;-5,837;0.0393;0.0373;0.114;0.186;0.244;123.978;214839
5IxHVYf5BRnwcAUtgI4Hvy;0.773;0.709;11;-6,51;0.0801;0.0314;9.43e-05;0.084;0.594;119.969;203000
76bqpXdcQBtnQw6ByKQjvO;0.741;0.219;10;-11,878;0.0813;0.853;0.935;0.109;0.519;156.116;104620
4cHC4V9ayBDGtQULBJTWcY;0.808;0.764;7;-7,352;0.0531;0.00188;0.214;0.19;0.533;125.005;216543
0IBgCsG8dRnUtveiIaoFHF;0.828;0.654;10;-7,674;0.226;0.106;0.0;0.0689;0.817;95.254;242360
3EnzqTwdFWe68x0OTxR9T5;0.601;0.693;4;-5,927;0.0817;0.0973;3.17e-06;0.0807;0.526;120.006;184000
2CG9mGkKC6IQE5lEjDioEi;0.692;0.353;1;-12,872;0.0613;0.0571;2.26e-05;0.579;0.73;80.902;204057
6xY6sFMkT7JY8RjkCSfvUj;0.612;0.536;5;-5,857;0.0314;0.508;2.62e-06;0.12;0.545;84.988;236000
24nK8tW7Pt3Inh2utttuoG;0.782;0.731;3;-4,581;0.143;0.0376;3.15e-05;0.0956;0.824;138.032;195307
7eVZbb7YlUopOeuiyRcJ7Z;0.72;0.77;11;-4,069;0.0762;0.035;1.88e-06;0.46;0.217;127.996;393750
2FllN4dJIdS4BvqJkTrLmZ;0.722;0.466;9;-9,503;0.192;0.921;0.179;0.0883;0.0911;82.013;163759
4GssB27iJeqmfGxS94Tfij;0.461;0.897;3;-3,982;0.092;0.00821;0.0;0.0965;0.358;165.107;220537
6gjJnkvucgBtEyGkKQVBd0;0.77;0.796;1;-5,161;0.0372;0.151;0.0;0.0837;0.308;101.985;183528
0Ryd8975WihbObpp5cPW1t;0.4;0.795;10;-3,731;0.461;0.119;0.0;0.159;0.702;190.097;186107
3NncP0ajz9lqYAZcQD7Bpo;0.684;0.842;7;-4,54;0.201;0.0356;0.0;0.204;0.483;174.051;238360
1NrKLroOjLcSXtlq8twPrc;0.776;0.857;11;-5,824;0.0598;0.29;4.47e-06;0.125;0.552;95.02;254027
4m63ZA9od3vICn0AOEG5qo;0.692;0.666;6;-7,998;0.0449;0.0259;1.92e-05;0.347;0.259;89.995;156000
0ZMd3vx4pIcQyKAMWWvE8i;0.857;0.564;6;-9,123;0.294;0.363;0.0;0.0861;0.722;103.047;200800
3nuSxBQUTn7nidezkdcBf4;0.784;0.196;9;-9,913;0.536;0.879;0.826;0.115;0.641;180.052;176562
454ZIylnCq09ONjQE4EJ6a;0.509;0.669;5;-7,922;0.0455;0.0536;0.00835;0.339;0.413;126.971;238360
36HzhD2hKH5bLYCFUiriO0;0.437;0.97;1;-2,333;0.0771;2.87e-05;0.0;0.252;0.509;74.995;215872
21Inw73u4UXeKZpdjYNvZz;0.535;0.562;1;-8,159;0.316;0.307;0.000868;0.111;0.35;90.076;178833
5Q9syxX74CVGr7QVD0OjTU;0.639;0.493;2;-10,424;0.138;0.698;0.0;0.106;0.483;89.973;133000
0hur9YKoUq3uwte8K30zlC;0.776;0.801;7;-5,093;0.157;0.296;0.102;0.155;0.663;124.107;204194
43XDaKoXkyETHM6FrJbfHg;0.902;0.5;6;-5,579;0.293;0.0601;3.64e-06;0.0838;0.378;149.95;182465
1vYP1P0mj1KlRrlpnm7LgA;0.465;0.711;11;-6,077;0.036;0.263;0.0175;0.599;0.408;140.644;315960
