song_id;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
1b7W82wt7cFgOQQ5XVKKoN;0.577;0.751;4;-5,319;0.0337;0.0085;0.0;0.775;0.595;110.167;216760
67j0ZucyzdfMGWLe2kh6Ze;0.441;0.832;8;-14,396;0.064;0.0218;1.23e-05;0.2;0.6;103.765;294475
5VA4Ispp52EA1sOqzMz3Av;0.776;0.603;5;-5,696;0.0343;0.0728;6.25e-05;0.111;0.921;96.888;295920
3yrSvpt2l1xhsV9Em88Pul;0.491;0.583;7;-10,964;0.0376;0.182;0.0;0.407;0.907;150.572;183307
0Zj9X09LIkNOUNX0I4Tet9;0.534;0.967;2;-3,935;0.0662;0.000877;0.0158;0.242;0.344;110.959;289920
6tf0bXVfaNy60dE3Yn4Q8o;0.741;0.837;7;-6,814;0.0349;0.0498;4.59e-06;0.207;0.78;119.965;255234
7noT3FgeH9FbCDLNJODXFP;0.716;0.538;1;-8,562;0.0452;0.00224;0.692;0.0847;0.113;119.98;207400
1bL6fctRT13NffF2JHU5zQ;0.482;0.556;4;-6,33;0.0276;0.00976;0.0361;0.214;0.116;135.952;282960
0T3MQGkFdP9FxUJ4bRO3VH;0.526;0.136;8;-18,452;0.0767;0.112;0.891;0.111;0.395;174.006;151688
4eNR2akrNSKuDAJSJ8qLor;0.573;0.921;7;-3,23;0.051;0.00404;4.01e-05;0.075;0.604;159.611;186440
3mRBSk7h2Vr0D0yott8VhC;0.806;0.702;0;-6,643;0.0688;0.274;0.138;0.323;0.182;105.975;126874
6nwAubYnLGl7F7cDuOoVLp;0.79;0.728;2;-9,221;0.391;0.366;0.0;0.112;0.403;96.978;265493
0hOAqVCzjzNpZgZZmt30HE;0.588;0.853;2;-5,069;0.0505;0.000778;0.0;0.219;0.598;125.007;217347
3ttzGcgmxvD8iGyb3NEZVr;0.32;0.833;1;-8,498;0.0478;1.4e-06;0.123;0.14;0.573;169.226;228053
1iIsl8Z9WG4V5DarICRCja;0.833;0.338;5;-12,831;0.127;0.0375;0.0;0.0459;0.73;81.822;259667
7BEA0aIXF1nTvOK9zVcVkm;0.621;0.157;11;-15,226;0.1;0.525;0.82;0.11;0.124;74.992;164800
5mGVGSGpyrR3FsFnYQTWyh;0.509;0.495;11;-6,073;0.0515;0.491;0.0;0.0773;0.684;112.893;187627
3mayeyaPg5DQGBa78LJM59;0.654;0.243;0;-15,379;0.0253;0.343;0.000148;0.142;0.675;97.064;136200
1KfrcxnOLyDhd3p4hGrhVe;0.84;0.617;5;-5,2;0.0698;0.175;1.81e-05;0.202;0.659;100.001;265941
0prNGof3XqfTvNDxHonvdK;0.573;0.739;0;-5,74;0.129;0.0285;0.0;0.111;0.451;97.085;230227
5M9kio8FEFiNKyTDGqksy2;0.41;0.959;7;-4,88;0.0823;4.25e-06;2.03e-06;0.359;0.523;165.038;211720
1wjzFQodRWrPcQ0AnYnvQ9;0.752;0.505;9;-7,621;0.253;0.535;2.55e-06;0.104;0.419;91.97;197437
0xOfha7ZVVZ0QTsGfo2LHx;0.707;0.641;11;-4,842;0.0666;0.00412;0.000184;0.338;0.538;146.066;167671
6XaR5tiIlnHcAmX1ERxUDE;0.482;0.902;8;-6,752;0.0347;7.73e-05;0.398;0.385;0.67;140.02;277153
4oW2r1KLUckzXrofvgh95E;0.657;0.675;2;-5,536;0.0283;0.0888;6.15e-06;0.444;0.883;88.021;251000
6ZA3Q8Dj5BrnmOsT300DCh;0.902;0.67;10;-4,074;0.19;0.167;0.0;0.107;0.39;144.07;186672
0Ac7MrpcCf0Qj1r8fPHxqi;0.272;0.363;5;-6,164;0.0316;0.924;0.0;0.0989;0.425;179.782;195627
72h0DNOOO4HLaZHOW6cW7t;0.184;0.81;9;-4,477;0.0675;0.00127;0.000197;0.128;0.0863;165.476;179347
08ke8Wp0DbDbYydgCLQf1h;0.872;0.905;6;-3,882;0.0773;0.00181;0.86;0.43;0.58;127.957;288893
7y5TBbPugOXsBZK0ZxNxDN;0.949;0.492;1;-7,369;0.109;0.0357;0.0;0.0806;0.18;104.942;148637
5KhHe6yaiaZWlqzFV8Bf0C;0.313;0.98;4;-6,447;0.123;0.00152;0.525;0.907;0.439;143.962;326760
