track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date
1b7W82wt7cFgOQQ5XVKKoN;She Hates Me;Puddle Of Mudd;21;51yHlapHANyjwnZmws6JY6;She Hates Me;2002-01-01
67j0ZucyzdfMGWLe2kh6Ze;I Like;Guy;49;1b4uW38DLtC6GlGr39AGHc;Guy;1988-01-01
5VA4Ispp52EA1sOqzMz3Av;All I Want Is You (feat. J. Cole);Miguel;62;493HYe7N5pleudEZRyhE7R;All I Want Is You;2010-11-26
3yrSvpt2l1xhsV9Em88Pul;Brown Eyed Girl;Van Morrison;79;7dsWupQRlFuhG8FGiQAUjC;Blowin' Your Mind!;1967-09
0Zj9X09LIkNOUNX0I4Tet9;Dr. Feelgood;Mötley Crüe;0;6bmU9oJYM1FhGvCyhnTi0E;Dr. Feelgood;1989
6tf0bXVfaNy60dE3Yn4Q8o;Espérame Feat. Elastic Bond;Los Amigos Invisibles;56;6L3P7MRX3tCyxDI4s6aCoj;El Paradise;2017-02-24
7noT3FgeH9FbCDLNJODXFP;No Devotion;TENDER;23;54phD65QjVhzTs3uxVbWBC;Handmade Ego / No Devotion;2018-09-26
1bL6fctRT13NffF2JHU5zQ;Hear You Me;Jimmy Eat World;2;4ZqTPNXU0MBXs2iCcwjOPe;Bleed American (Deluxe Edition);2001
0T3MQGkFdP9FxUJ4bRO3VH;Stranger;Phlocalyst;52;3X998l7JPD7E8IxLCQGLea;Stranger;2019-11-15
4eNR2akrNSKuDAJSJ8qLor;Matador;Mickey 3d;46;7ELKvakLxSb8aesWRLdYo7;Matador;2005-06-03
3mRBSk7h2Vr0D0yott8VhC;Shattered Amethyst;$uicideBoy$;53;1gbgmfoERh4YxIVyyjS8Hp;My Liver Will Handle What My Heart Can't;2015-09-21
6nwAubYnLGl7F7cDuOoVLp;Quiet Storm;Mobb Deep;62;25NNQGZBd9oLAO1xTeq5oQ;Murda Muzik;1999-04-27
0hOAqVCzjzNpZgZZmt30HE;Make Your Mark;Drew Ryan Scott;21;0p9eQfEVJ4Dwc8koh8GFuM;Shake It Up: Live 2 Dance;2012-01-01
3ttzGcgmxvD8iGyb3NEZVr;Scentless Apprentice;Nirvana;0;4HACR8HgOYj1HH4vCZ3MVi;In Utero - 20th Anniversary Remaster;1993-09-21
1iIsl8Z9WG4V5DarICRCja;Same Ol' G;Ginuwine;47;0yfC7hiO3iAaVvNCVcwjVY;100% Ginuwine;1999-03-16
7BEA0aIXF1nTvOK9zVcVkm;Interstellar;Arbour;65;7165sDSepUygmn7sd9Ovzu;Interstellar;2019-01-14
5mGVGSGpyrR3FsFnYQTWyh;Introducing Me;Nick Jonas;49;6KfTFTEXHhUvMqYoosDMR4;Camp Rock 2: The Final Jam;2010-01-01
3mayeyaPg5DQGBa78LJM59;Pretty;The Cranberries;45;0AP5O47kJWlaKVnnybKvQI;Everybody Else Is Doing It, So Why Can't We?;1993-03-01
1KfrcxnOLyDhd3p4hGrhVe;Diavla;Chris Viz;76;6eAAnlABuk7DZP6nVAMCJv;Diavla;2019-04-10
0prNGof3XqfTvNDxHonvdK;Scars To Your Beautiful;Alessia Cara;73;3rDbA12I5duZnlwakqDdZa;Know-It-All (Deluxe);2015-11-13
5M9kio8FEFiNKyTDGqksy2;The Bomb Dot Com V2.0;Sleeping With Sirens;49;0AMC1Y0J0a5yN7lkOSWrJr;With Ears To See And Eyes To Hear;2010-03-23
1wjzFQodRWrPcQ0AnYnvQ9;I Like Me Better;Lauv;83;7l6fTSFvlumnPFpOSrbnDV;I Like Me Better;2017-05-19
0xOfha7ZVVZ0QTsGfo2LHx;Кинотеатр «Дружба»;Брутто;32;2dbYgh5vlvaGYjWrNJWP4w;ГАДДЕМ;2019-09-27
6XaR5tiIlnHcAmX1ERxUDE;Big Disaster;Black Swan;28;19treSiLrX85ROwdRCHg0E;Big Disaster;2020-01-13
4oW2r1KLUckzXrofvgh95E;Soul Music;Vick Allen;35;3s2ZbPZJFLACSpT2836dzQ;Soul Music;2012-10-21
6ZA3Q8Dj5BrnmOsT300DCh;Ice Cream Man;Tyga;64;6p6Wab5m1yqyp4NzRevTft;Fuk Wat They Talkin Bout;2015-08-24
0Ac7MrpcCf0Qj1r8fPHxqi;Loin De Paname - BOF Faubourg 36;Nora Arnezeder;0;6Goc5spPRBitKbn46s9Oi5;PARIS 36 (version internationale);2008-01-01
72h0DNOOO4HLaZHOW6cW7t;Animal;THE TRASH MERMAIDS;48;0nKWulhDh1FcM0ovA7Ugv7;Animal;2019-12-06
08ke8Wp0DbDbYydgCLQf1h;Bleed - Original Mix;Timmy Trumpet;31;5eipYA4yScJ7tjaoYfxl5m;Bleed;2014-09-19
