song_id;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
2oIc3yUshnfNpy4NjJFAWO;0.699;0.803;8;-3,872;0.0438;0.0657;1.02e-05;0.171;0.409;106.025;201509
5I1K6LJMvIdV5kpHS8tMkr;0.823;0.7;11;-6,588;0.077;0.0733;6.3e-05;0.685;0.537;123.05;169837
2FqoR7diymD1Eh7cVb3DMg;0.627;0.768;11;-5,296;0.0325;0.00291;0.0;0.0598;0.237;127.953;274947
1wb7Mqon4o1ViLjaLV9f8U;0.646;0.549;1;-6,515;0.0704;0.1;2.06e-05;0.12;0.241;127.994;198442
43iSGniJjPMHkICSnkJJyk;0.785;0.86;4;-5,309;0.0512;0.127;0.0;0.408;0.547;89.978;183853
63BokRfXSQhEU6Qi2dSJpZ;0.886;0.512;10;-11,825;0.237;0.207;0.0;0.0991;0.454;93.997;308733
3qeJ84Y6PRS9LtliOuT94Z;0.471;0.911;2;-4,372;0.0594;0.0316;0.00648;0.571;0.197;126.112;170000
5v6ZfHOBglPvDu12EJlC6h;0.618;0.585;10;-8,649;0.0362;0.395;0.0;0.288;0.66;79.98;245160
0OwLUCSkDeiTHKhsXRtyCT;0.541;0.771;7;-4,31;0.055;0.0213;0.0;0.261;0.325;118.008;210373
2vNlq7qG3FPFBmuAc7kRng;0.428;0.621;3;-5,675;0.0339;0.014;0.0;0.0906;0.271;90.025;234667
72xvRETEsd5hS1RfduciRi;0.681;0.774;1;-3,167;0.0787;0.0992;0.0;0.35;0.267;102.924;162425
2R1Q4cxCUuOK7SJzxblk5k;0.752;0.533;11;-8,986;0.0348;0.151;5.05e-05;0.114;0.461;114.984;281946
21SBUUtRtPK2x2OLmZCKTP;0.744;0.765;9;-3,763;0.197;0.0891;1.88e-06;0.183;0.635;160.068;188338
2ks3RwyEr6tYG4S3bfqMjY;0.76;0.731;5;-4,864;0.134;0.0159;0.0506;0.151;0.49;123.063;179279
1eetzMDPNpYSZOreBw7SSk;0.706;0.326;8;-10,45;0.116;0.538;8.06e-06;0.171;0.705;145.976;318667
17UUYZ290omPaJY4wKeyHh;0.8;0.841;5;-2,817;0.0524;0.0273;0.0;0.291;0.798;94.023;170133
1aWpVsNjEiqpFvV3KhJiWu;0.441;0.868;11;-5,516;0.0714;0.000121;2.72e-06;0.145;0.366;162.0;163720
0PCRR19Pf4iiuvSrPxtQ0x;0.59;0.8;1;-5,044;0.0437;0.00064;0.902;0.0512;0.219;127.994;360960
4YaU1EjXIkdRdkOI4cCZys;0.702;0.814;0;-7,51;0.0841;0.107;3.03e-05;0.374;0.503;121.993;172000
01EIjqyCHyJkiyU22Zfdfd;0.622;0.974;7;-4,867;0.0984;0.00447;0.000104;0.213;0.25;127.004;195885
7sdaqbtuuemeeZrlvSUnbY;0.688;0.735;8;-3,133;0.229;0.0606;0.0;0.28;0.683;166.003;182207
3BViBwNtaG9ObwJCaBKaWN;0.608;0.938;11;-2,681;0.287;0.0332;0.0;0.31;0.436;134.198;218624
13LxArRBitvjpAeQ4ZnBXR;0.651;0.113;9;-16,092;0.041;0.937;5.54e-06;0.0998;0.497;99.942;209067
297rZsBEjFw9d0Gl3iBLnd;0.701;0.529;7;-12,242;0.147;0.82;0.00113;0.249;0.577;138.216;146390
33W6nFqHIhVCfGLiafK3kr;0.452;0.972;2;-5,539;0.0602;0.000178;0.0;0.359;0.456;97.039;223995
5GuLKwgYs2odLi5LwK6oKA;0.31;0.806;8;-4,936;0.126;0.00739;0.0;0.177;0.432;202.078;262842
0OpfRbSog1yotyMpFVX6K9;0.517;0.733;1;-4,075;0.0398;0.224;0.0;0.0921;0.426;109.939;172909
2C1VKdeB8PemX6xJuiVMTF;0.693;0.762;7;-4,137;0.127;0.0174;2.64e-05;0.3;0.159;128.061;271867
