camis;dba;zipcode;cuisine_description
41210712;DUNKIN' DONUTS, BASKIN ROBBINS;11222.0;Caf̩/Coffee/Tea
50007305;MANDELA RESTAURANT;11213.0;Caribbean
50059629;DIXY CHICKEN & GRILL;11209.0;Chicken
50062911;NAGLE'S BAGELS;11238.0;Bagels/Pretzels
50039443;MOTIN SPICE AND SWEETS;11208.0;Bangladeshi
50000401;PEKING EXPRESS;11222.0;Chinese
50005198;M & W BAKERY;11220.0;Bakery
50050745;FAUN;11238.0;Italian
50058431;XIFU FOOD;11217.0;Chinese
50055398;URBANA;11219.0;Jewish/Kosher
50056006;GULLUOGLU;;Turkish
50061163;Soul Food;11213.0;Caribbean
40847025;EL PULGARCITO DE AMERICA;11208.0;Latin (Cuban, Dominican, Puerto Rican, South & Central American)
50012217;ARMANDO'S PIZZA;11207.0;Pizza
50042037;IKURA SUSHI;11211.0;Japanese
50008074;WANGS;11215.0;Chicken
41477087;LE GAMIN;11222.0;French
40711820;DAGAN PIZZA;11234.0;Pizza
50035603;AUTHENTIC SZECHUAN;11215.0;Chinese
50017941;CHEZ ALEX;11221.0;Caf̩/Coffee/Tea
50015841;19 CAFE;11206.0;Caf̩/Coffee/Tea
41189761;A&R HOT BAGELS;11231.0;Bagels/Pretzels
41225826;WILD BAGELS;11223.0;Bagels/Pretzels
50002605;EXTRA FANCY;11211.0;American
41587378;LOBSTER JOINT;11222.0;American
41543951;MABLE'S SMOKEHOUSE AND BANQUET HALL;11249.0;American
50042740;TANDIR EXPRESS;11218.0;Russian
41246487;KINGSTON PIZZA;11213.0;Pizza
50034681;CROWN FRIED CHICKEN;11233.0;Chicken
41430018;N & D PIZZA;11223.0;Pizza/Italian
50040886;BOON THAI;11222.0;Thai
50065669;COCO THAI;11215.0;Thai
50001883;NORBERT'S PIZZA;11221.0;Pizza
50001089;BLANCA;;Continental
41717640;SOLDIERS CARIBBEAN BUFFET RESTAURANT;11213.0;Caribbean
50009808;PIO PIO BROOKLYN;11223.0;Peruvian
50017360;MOZZARELLA;11206.0;Jewish/Kosher
50082819;MAYA FUSION CAFE;11207.0;Mexican
41213323;D & D COFFEE SHOP;11219.0;American
50077098;Mr. Chen Restaurant;11236.0;Chinese
50085247;THAI FARM KITCHEN;11218.0;Thai
50046114;PLAZA KING DELI;11234.0;American
41658283;OPERA CAFE LOUNGE;11235.0;Turkish
41168644;TETE-A-TETE;11235.0;Russian
41258524;FULL DOE BAKERY;11220.0;Bakery
50044732;MEI WEI RESTAURANT;11211.0;Chinese
41074502;MEZCALS;11228.0;Mexican
41298438;CAFFE E VINO;11201.0;Italian
41533994;ULTIMATE BAKERY;11226.0;Bakery
50032853;VINNY'S LUNCHBOX;11223.0;American
50039330;LIBERTY GRANT CAFE;11208.0;Caf̩/Coffee/Tea
41284245;MARIA'S BISTRO MEXICANO;11232.0;Mexican
50045462;GOODAS BAR & LOUNGE;11212.0;Caribbean
40397335;ARIRANG HIBACHI STEAKHOUSE;11209.0;Steak
41511548;BARNES & NOBLE CAFE;11215.0;American
50002037;CHABBA BBQ/FAMILY GRILL & CUISINE;11218.0;Indian
41418818;CUP;11222.0;Caf̩/Coffee/Tea
40370994;MAMA LUCIA;11230.0;Italian
50067694;AGRA HEIGHTS;11237.0;Indian
40397625;LA VILLA PIZZERIA;11234.0;Pizza/Italian
41598833;LLOYD & JAY'S KOSHER DELI;11229.0;Jewish/Kosher
40368207;MILL BASIN KOSHER DELI;11234.0;Jewish/Kosher
50008376;PLACE FRIED CHICKEN;11237.0;American
50007363;BABA COOL;11217.0;American
40394916;LA ISLA RESTAURANT;11211.0;Latin (Cuban, Dominican, Puerto Rican, South & Central American)
40392622;SAL'S PIZZERIA;11211.0;Pizza/Italian
41525640;THE SWALLOW CAFE & ESPRESSO BAR;11206.0;Caf̩/Coffee/Tea
41430956;TJ'S TASTY CORNER;11226.0;Caribbean
50002558;FOOTPRINTS CAFE EXPRESS;11210.0;Caribbean
50012543;WENDY'S;11209.0;American
41263870;DUNKIN' DONUTS;11203.0;Donuts
50016722;NEW KING WOK NY INC;11220.0;Chinese
50059003;VIVI BUBBLE TEA;11214.0;Juice, Smoothies, Fruit Salads
50013897;THE BREW INN;11222.0;Polish
41589585;PIZZALICIOUS;11226.0;Pizza
41450623;MCDONALD'S;11225.0;Hamburgers
41589585;PIZZALICIOUS;11226.0;Pizza
41643108;KAI FENG FU DUMPLING HOUSE;11220.0;Chinese
50056505;ROCCA/CAFE-LOUNGE;11235.0;Mediterranean
50004322;RICO POLLO II RESTAURANT;11208.0;Spanish
50016583;CHAMPS DINER;11206.0;Vegetarian
50003984;G&B TERMINAL DELI;11236.0;Delicatessen
41600223;FLAVA II;11207.0;Caribbean
50001224;ZONA ROSA;11211.0;Mexican
50046494;MANDEVILLE CUISINE;11236.0;Caribbean
40399751;NOODLE PUDDING;11201.0;Italian
50044447;ROBIN SAYV COOL RUNNING CARIBBEAN RESTAURANT;11226.0;Caribbean
41573961;GOOD VIEW BAKERY;11214.0;Chinese
41654217;M&J NAVY YARD SUB SHOPPE;11205.0;Sandwiches
50004559;KUHO SUSHI;11204.0;Japanese
50038787;TWO SAINTS;11216.0;American
41329499;PEACHES;11233.0;Soul Food
50003662;REENCUENTRO RESTAURANT;11220.0;Latin (Cuban, Dominican, Puerto Rican, South & Central American)
50043778;CECI'S RESTAURANT;11207.0;Latin (Cuban, Dominican, Puerto Rican, South & Central American)
41651639;TASTE OF CHINA;11220.0;Chinese
50038024;O MACDONOUGH;11233.0;Caf̩/Coffee/Tea
40374395;EL CARIBE;11234.0;Italian
50035961;DONG HAI;11220.0;Chinese
41502750;MICHAEL & PING'S MODERN CHINESE TAKE-OUT;11215.0;Chinese
50058123;KITH TREATS;11217.0;American
41310341;95 SOUTH;11238.0;American
50000919;PANKO EXPRESS;11236.0;Chinese
41430074;MOLTO BENE;11209.0;Pizza
50083586;MANDEVILLE'S CUISINE;11236.0;Caribbean
50000980;KASUMI;11214.0;Japanese
50041607;PICKLES & OLIVES;11220.0;Delicatessen
41539269;LOMA COFFEE SHOP II;11207.0;Latin (Cuban, Dominican, Puerto Rican, South & Central American)
50058854;WATERSHED;11231.0;American
50013653;MAGIC SOUL FOOD;11233.0;Soul Food
41402681;FOUR SEASONS BAKERY;11226.0;Vegetarian
50015679;HABANERO CAFE MEXICAN GRILL;11206.0;Mexican
50063138;CROWN FRIED CHICKEN;11206.0;Chicken
50051549;FRENCH EPI;11222.0;French
41459557;CURRY HEIGHTS;11201.0;Indian
50060021;ALTA CALIDAD;11238.0;Mexican
40954549;IMMACULEE BAKERY;11226.0;Bakery
50008504;LAZZAT;11214.0;Eastern European
41267350;TENDA ASIAN FUSION;11235.0;Japanese
40625667;TAQUERIA RESTAURANTE MI BARRIO;11218.0;Mexican
40930657;OLIVE GARDEN;11239.0;Italian
41468766;CANTEEN;11217.0;American
40943306;BEST-BITES RESTAURANT & BAKERY;11203.0;Bakery
41612180;WOODLAND;11217.0;American
50063865;SLIMAK CAFE;11232.0;American
50064555;SYCAMORE;11218.0;American
50005379;PARISH;11215.0;American
50073849;Hungry Ghost Coffee;11201.0;Caf̩/Coffee/Tea
50008407;NEW HONG HUA;11236.0;Chinese
50011181;CORNER CAFE;11218.0;Jewish/Kosher
50000334;EL POLLO III;11214.0;Spanish
41405205;MESA COYOACAN;11211.0;Mexican
41494274;ORIENTAL CHINESE KITCHEN;11235.0;Chinese
40401506;MINT;11223.0;Jewish/Kosher
50036141;MY BAKERY NY;11220.0;Bakery
50043658;HARDEE;11205.0;Chinese
50014886;NEW LUCKY CHINESE RESTAURANT;11219.0;Chinese
50080428;HALA COFFEE AND KITCHEN;11237.0;Caf̩/Coffee/Tea
41258116;MCDONALD'S;11229.0;American
50016323;D' MONTAZO RESTAURANT;11237.0;Latin (Cuban, Dominican, Puerto Rican, South & Central American)
40366487;BRENNAN & CARR;11229.0;American
41595573;GOLDEN BUN BAKERY;11214.0;Chinese
41070857;YOURS & MINE RESTAURANT;11213.0;Caribbean
50055885;COTTON BEAN;11216.0;Caf̩/Coffee/Tea
50010007;LA GRAN NAGUA BAKERY;11207.0;Bakery
41305806;MI BELLA PIAXTLA DELI & GROCERY;11214.0;Spanish
50034319;TAYLOR MADE JAMAICAN EATERY;11238.0;Caribbean
41348416;JAYSE CATERING;11222.0;American
50049315;TBAAR;11220.0;Juice, Smoothies, Fruit Salads
41462654;MAYA TAQUERIA;11238.0;Mexican
50038892;ODE TO BABEL;11238.0;American
41638854;ANTONIO'S PIZZERIA;11201.0;Pizza
50014886;NEW LUCKY CHINESE RESTAURANT;11219.0;Chinese
40580683;THE ORIGINAL PIZZA OF AVENUE L;11236.0;Pizza
40757492;ANGRY WADES;11231.0;American
50037181;TAQUERIA EL MEZCAL;11232.0;Mexican
41719674;EL CACIQUE BAR RESTAURANT;11208.0;Latin (Cuban, Dominican, Puerto Rican, South & Central American)
41619651;BURNSIDE;11211.0;American
50019154;BLUE AGAVE;11204.0;Mexican
41282799;HUCKLEBERRY BAR;11211.0;American
50007015;EMIR PALACE;11218.0;Middle Eastern
50009700;DUNKIN' DONUTS;11213.0;Donuts
50013395;Ria Bella;11222.0;Pizza
50043492;GEORGES-ANDRE VINTAGE CAFE;11233.0;Caf̩/Coffee/Tea
50045431;HONG LI CHINESE FOOD;11212.0;Chinese
40371727;LA PALINA RESTAURANT;11204.0;Italian
40916719;CAFE LA MORENA & DELI;11232.0;Spanish
41607908;LONGEVOUSJOY;11204.0;Japanese
41711425;LINCOLN STATION;11238.0;American
50001356;HONG BAO RESTAURANT;11220.0;Chinese
41587674;SKAZKA;11223.0;Russian
50004328;KFC;11218.0;Chicken
50078967;CHINA CHEF CHINESE RESTAURANT;11226.0;Chinese
40651300;ELIA;11209.0;Greek
50060484;POKEBAB;11211.0;Hawaiian
40792980;CHOCK FULL O' NUTS;11230.0;Caf̩/Coffee/Tea
50071674;CHANDNI PIZZA FRIED CHICKEN;11230.0;Pizza
50046581;CHOCOLATE EXPRESSO BAR;11213.0;Caf̩/Coffee/Tea
40388808;TERESA'S RESTURANT;11201.0;Polish
50043036;JEZERO CAFE;11223.0;Turkish
50012564;LU PEKING HOUSE INC;11208.0;Chinese
50069420;Qiu's House Chinese and Japanese Restaurant;11204.0;Chinese
50007859;MEME'S HEALTHY NIBBLES;11216.0;American
50053135;SUZY'S ROTI PARLOUR;11218.0;Caribbean
41708738;THE MONTROSE;11217.0;American
50044054;SYNDICATED;11206.0;American
40820348;DOMINO'S;11232.0;Pizza
50008068;NEW GARDEN;11228.0;Chinese
41322705;FISHERMAN'S COVE;11226.0;Caribbean
41719350;Q TRAIN PIZZA FRIED;11226.0;American
50016154;AUNTIE ANNE'S KIOSK;11234.0;Bagels/Pretzels
41437564;FAMOUS PIZZA PARK;11223.0;Pizza
50059391;THIS IS A COFFEE SHOP;11213.0;Caf̩/Coffee/Tea
40400638;CAFE PARIS;11235.0;Russian
41717445;HOLY SCHNITZEL;11223.0;Jewish/Kosher
40762828;MEMO SHISH KEBAB;11229.0;Turkish
50000040;D & Y RESTAURANT;11220.0;Chinese
50045594;YASHIN;11215.0;Japanese
50043492;GEORGES-ANDRE VINTAGE CAFE;11233.0;Caf̩/Coffee/Tea
41503140;VIP COFFEE;11204.0;Bakery
50069955;KOTO;11217.0;Japanese
50071262;BED-STUY FISH FRY;11234.0;American
50052963;BOUTROS;11201.0;American
50067599;BATTISTA RISTORANTE;11234.0;Italian
50033235;OUR NEIGHBOURHOOD SPANISH RESTAURANT;11212.0;Spanish
41688112;HONDA/LEGENDS LOUNGE;11217.0;American
50004065;RINCONCITO FAMILIAR MEXICAN CUISINE;11232.0;Mexican
50055192;CAFE DI GIORNO;11223.0;Caf̩/Coffee/Tea
50015312;KENNEDY FRIED CHICKEN;11224.0;Chicken
40395366;MIKE'S DONUTS;11220.0;Donuts
50082407;GRANDMAS ORIGINAL PIZZERIA;11209.0;Pizza/Italian
41696038;LILY BLOOM BAKERY;11214.0;Bakery
50045458;ROUND 2 CAFE;11203.0;Caribbean
41710768;NEW GOLDEN FRIED DUMPLING;11201.0;Chinese
41512587;KAFF KAFE;11204.0;Jewish/Kosher
50047009;SEED;11215.0;Mediterranean
40892913;JOJO'S PIZZA;11212.0;Pizza
41055817;BLAKE BAKERY & TAKE OUT FOOD;11226.0;Caribbean
40742988;DOMINO'S;11207.0;Pizza
41584677;KIKU;11215.0;Japanese
50085207;GARDEN OF JOY SADC;11235.0;Other
41135075;FUEL;11235.0;American
50016262;SEEDS OF LOVE;11231.0;Caf̩/Coffee/Tea
50046034;LEO'S PIZZA;11224.0;Pizza
50042717;M GREENPOINT;11222.0;Chinese
50057012;WIN HING;11209.0;Chinese
41303170;JC MAR RESTAURANT;11216.0;Spanish
41668932;LOVE 69;11235.0;American
41369267;BUILDING ON BOND;11217.0;American
50053627;NATTO GARDEN;11215.0;Asian
50055957;TIMES STAMPS HOT POT;11220.0;Chinese
40395568;FRANK'S PLACE;11231.0;American
50047326;RICO CHIMI;11237.0;Spanish
41704021;PEARL INDIAN RESTAURANT;11238.0;Indian
41625254;LITTLENECK;11215.0;Seafood
41646486;THE BURGER BISTRO;11217.0;American
41057360;KROLEWSKIE JADLO;11222.0;Polish
50018728;KHAO SARN;11249.0;Thai
41622577;BLUE MARBLE ICE CREAM;11238.0;Ice Cream, Gelato, Yogurt, Ices
50044120;SAMIR RESTAURANT;11218.0;Russian
41465455;HAPPY HOUSE;11212.0;Chinese
50002576;GOOD TASTE 88;11220.0;Chinese
