nRest	inspection_date	action	violation_code	violation_description	critical_flag	score	grade	inspection_type
50016847	08/04/2016	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	12.0		Cycle Inspection / Initial Inspection
50072796	01/09/2018	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	35.0		Pre-permit (Operational) / Initial Inspection
41336841	09/06/2016	Violations were cited in the following area(s).	02G	Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.	Critical	49.0		Cycle Inspection / Initial Inspection
41261148	01/07/2016	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	12.0	A	Cycle Inspection / Initial Inspection
41678996	09/29/2016	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	11.0	A	Cycle Inspection / Re-inspection
50007927	02/17/2016	Violations were cited in the following area(s).	22C	Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.	Not Critical			Administrative Miscellaneous / Re-inspection
50016759	10/17/2018	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	not critical	12.0	A	Cycle Inspection / Re-inspection
40393688	01/20/2016	Violations were cited in the following area(s).	06B	Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.	CRITICAL	24.0		Cycle Inspection / Initial Inspection
41091113	03/01/2016	No violations were recorded at the time of this inspection.			NOT APPLICABLE	0.0	A	Cycle Inspection / Re-inspection
41086575	09/25/2017	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	CRITICAL	13.0	A	Cycle Inspection / Re-inspection
50016101	05/10/2018	Violations were cited in the following area(s).	04A	Food Protection Certificate not held by supervisor of food operations.	Critical	12.0	A	Cycle Inspection / Re-inspection
41205254	10/26/2016	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	21.0	B	Cycle Inspection / Re-inspection
41575838	02/27/2017	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	CRITICAL	12.0	A	Cycle Inspection / Initial Inspection
41247493	03/24/2018	Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	40.0		Cycle Inspection / Initial Inspection
40369669	04/14/2016	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	NOT CRITICAL	4.0	A	Cycle Inspection / Initial Inspection
50043424	01/05/2018	Violations were cited in the following area(s).	09C	Food contact surface not properly maintained.	NOT CRITICAL	32.0		Cycle Inspection / Initial Inspection
41176438	10/08/2016	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	17.0	B	Cycle Inspection / Re-inspection
40524910	09/27/2016	Violations were cited in the following area(s).	10H	Proper sanitization not provided for utensil ware washing operation.	Not Critical	11.0	A	Cycle Inspection / Re-inspection
50043970	10/30/2018	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	24.0		Cycle Inspection / Initial Inspection
41464143	06/13/2016	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	critical	26.0		Cycle Inspection / Initial Inspection
41642313	07/29/2015	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	15.0		Cycle Inspection / Initial Inspection
41357172	04/17/2017	Violations were cited in the following area(s).	10I	Single service item reused, improperly stored, dispensed; not used when required.	Not Critical	6.0	A	Cycle Inspection / Re-inspection
41379821	05/15/2018	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	8.0	A	Cycle Inspection / Initial Inspection
50075808	07/23/2018	Violations were cited in the following area(s).	09B	Thawing procedures improper.	Not Critical	25.0	Z	Pre-permit (Operational) / Re-inspection
50013363	04/12/2018	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	13.0	A	Cycle Inspection / Initial Inspection
50054134	11/21/2018	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	not critical	12.0	A	Cycle Inspection / Initial Inspection
50057270	05/02/2018	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	40.0		Cycle Inspection / Initial Inspection
