nRest;inspection_date;action;violation_code;violation_description;critical_flag;score;grade;inspection_type
41614438;03/03/2016;Violations were cited in the following area(s).;20F;Current letter grade card not posted.;NOT CRITICAL;;;Administrative Miscellaneous / Initial Inspection
50044967;08/15/2017;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;not critical;9.0;A;Cycle Inspection / Re-inspection
41443460;05/19/2016;Violations were cited in the following area(s).;06E;Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.;CRITICAL;42.0;;Cycle Inspection / Initial Inspection
41705628;07/08/2015;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;NOT CRITICAL;18.0;B;Cycle Inspection / Re-inspection
41273461;10/07/2015;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;Critical;26.0;;Cycle Inspection / Initial Inspection
41346158;10/11/2017;Violations were cited in the following area(s).;08C;Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.;NOT CRITICAL;20.0;B;Cycle Inspection / Re-inspection
40424709;08/17/2016;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;Critical;19.0;;Cycle Inspection / Initial Inspection
41529624;05/28/2016;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;Critical;15.0;;Cycle Inspection / Initial Inspection
50045054;01/09/2018;Violations were cited in the following area(s).;06B;Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.;CRITICAL;25.0;;Cycle Inspection / Initial Inspection
50066781;12/04/2017;Violations were cited in the following area(s).;05H;No facilities available to wash, rinse and sanitize utensils and/or equipment.;Critical;48.0;;Pre-permit (Non-operational) / Initial Inspection
50002395;04/18/2017;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;CRITICAL;28.0;;Cycle Inspection / Initial Inspection
41310363;04/13/2016;Violations were cited in the following area(s).;09C;Food contact surface not properly maintained.;NOT CRITICAL;8.0;A;Cycle Inspection / Initial Inspection
50001580;08/31/2016;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;CRITICAL;12.0;A;Cycle Inspection / Re-inspection
40932664;08/01/2018;Violations were cited in the following area(s).;10H;Proper sanitization not provided for utensil ware washing operation.;Not Critical;13.0;A;Cycle Inspection / Initial Inspection
41508258;10/19/2016;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;Critical;20.0;;Cycle Inspection / Initial Inspection
41020367;08/04/2016;Violations were cited in the following area(s).;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";NOT CRITICAL;15.0;;Cycle Inspection / Initial Inspection
50004408;08/07/2017;Violations were cited in the following area(s).;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;Critical;20.0;B;Cycle Inspection / Re-inspection
41171890;08/23/2016;Violations were cited in the following area(s).;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";NOT CRITICAL;9.0;A;Cycle Inspection / Re-inspection
50045763;04/05/2016;Violations were cited in the following area(s).;16B;The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.;Not Critical;;;Trans Fat / Initial Inspection
50048317;12/18/2017;Violations were cited in the following area(s).;10E;Accurate thermometer not provided in refrigerated or hot holding equipment.;NOT CRITICAL;13.0;A;Cycle Inspection / Re-inspection
50017189;09/19/2018;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;Critical;5.0;A;Cycle Inspection / Re-inspection
50004099;01/10/2017;Violations were cited in the following area(s).;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;Critical;16.0;;Cycle Inspection / Initial Inspection
50075590;06/21/2018;Violations were cited in the following area(s).;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;Critical;28.0;;Pre-permit (Operational) / Initial Inspection
50049213;09/14/2016;Violations were cited in the following area(s).;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;Critical;27.0;;Pre-permit (Operational) / Initial Inspection
50048850;04/03/2018;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;Critical;17.0;;Cycle Inspection / Initial Inspection
50048902;05/02/2016;Violations were cited in the following area(s).;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";NOT CRITICAL;6.0;;Pre-permit (Non-operational) / Initial Inspection
50059651;05/29/2018;Violations were cited in the following area(s).;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;Critical;41.0;;Cycle Inspection / Initial Inspection
50059152;12/19/2017;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;4.0;A;Cycle Inspection / Initial Inspection
50075077;05/08/2018;Violations were cited in the following area(s).;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;Critical;31.0;;Pre-permit (Operational) / Initial Inspection
41174904;10/12/2016;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;Critical;14.0;B;Cycle Inspection / Re-inspection
41615144;06/16/2016;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;7.0;A;Cycle Inspection / Re-inspection
40937528;11/15/2017;Violations were cited in the following area(s).;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";Not Critical;20.0;B;Cycle Inspection / Re-inspection
41260427;11/03/2016;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;Critical;48.0;;Cycle Inspection / Initial Inspection
41547684;10/19/2016;Violations were cited in the following area(s).;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";Not Critical;11.0;A;Cycle Inspection / Initial Inspection
41348662;10/18/2017;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;CRITICAL;28.0;;Cycle Inspection / Initial Inspection
50060604;04/06/2017;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;Critical;16.0;;Pre-permit (Operational) / Initial Inspection
41254301;05/17/2016;Violations were cited in the following area(s).;10H;Proper sanitization not provided for utensil ware washing operation.;NOT CRITICAL;12.0;A;Cycle Inspection / Initial Inspection
41382168;06/29/2017;Violations were cited in the following area(s).;16D;Posted caloric content on the menu(s), menu board(s), food tag(s) or stanchions adjacent to menu boards for drive-through windows deficient, in that the size and/or font for posted calories is not as prominent as the name of the menu item or its price.;NOT CRITICAL;;;Calorie Posting / Initial Inspection
40597618;08/24/2016;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;Not Critical;10.0;A;Cycle Inspection / Re-inspection
41005946;12/16/2015;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;Not Critical;12.0;A;Cycle Inspection / Initial Inspection
50005556;06/21/2018;Violations were cited in the following area(s).;06E;Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.;CRITICAL;12.0;A;Cycle Inspection / Re-inspection
41089821;11/18/2015;Violations were cited in the following area(s).;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";Not Critical;13.0;A;Cycle Inspection / Initial Inspection
41397316;09/06/2016;Violations were cited in the following area(s).;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";Not Critical;10.0;A;Cycle Inspection / Initial Inspection
50067554;01/17/2018;Violations were cited in the following area(s).;04A;Food Protection Certificate not held by supervisor of food operations.;CRITICAL;21.0;;Pre-permit (Operational) / Initial Inspection
50052334;08/10/2016;Violations were cited in the following area(s).;04M;Live roaches present in facility's food and/or non-food areas.;Critical;22.0;;Pre-permit (Operational) / Initial Inspection
41541403;05/21/2018;Violations were cited in the following area(s).;09C;Food contact surface not properly maintained.;Not Critical;28.0;;Cycle Inspection / Initial Inspection
40399996;06/14/2016;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;critical;11.0;A;Cycle Inspection / Re-inspection
50003617;03/22/2017;Violations were cited in the following area(s).;06A;Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.;Critical;22.0;;Cycle Inspection / Initial Inspection
40400556;03/13/2018;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;NOT CRITICAL;12.0;A;Cycle Inspection / Initial Inspection
40363834;02/06/2018;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;CRITICAL;18.0;;Cycle Inspection / Initial Inspection
40979119;03/20/2015;Violations were cited in the following area(s).;04J;Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.;Critical;18.0;;Cycle Inspection / Initial Inspection
50034673;12/06/2016;Violations were cited in the following area(s).;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;Critical;25.0;;Cycle Inspection / Initial Inspection
50067151;08/14/2017;Violations were cited in the following area(s).;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;CRITICAL;27.0;;Pre-permit (Operational) / Initial Inspection
