camis	dba	zipcode	cuisine_description
50045798	MARGARITA'S	10455.0	Spanish
41611253	DUNKIN' DONUTS	10469.0	Donuts
41623838	HAPPY DRAGON		Chinese
41574568	EL NUEVO DELICIOSO RESTAURANT	10455.0	Spanish
50018680	KATONAH PIZZA	10470.0	Pizza
41451597	TOM'S COFFEE SHOP	10457.0	Caf̩/Coffee/Tea
50068260	GOLDEN KRUST CARIBBEAN BAKERY &GRILL INC	10467.0	Caribbean
50055322	GOURMET TO GO	10475.0	American
40738028	ALI'S ROTI SHOP	10466.0	Caribbean
41610229	ACCRA RESTAURANT	10456.0	African
41334692	PANCHO VILLA RESTAURANT	10453.0	Mexican
41407474	VENEZIA RISTORANTE & PIZZA	10469.0	Pizza/Italian
50057895	MIS ANTOJITOS AND NATURAL JUICE BAR	10472.0	Juice, Smoothies, Fruit Salads
41540355	LITTLE CAESARS	10468.0	Pizza
50058157	EL SAZON DE OLGA RESTAURANT	10472.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
50077879	EMBAJADA ESPERANCENA RESTAURANT & LOUNGE	10457.0	Spanish
50058434	NORA PIZZA	10469.0	Pizza
50051703	LI'S KITCHEN	10469.0	Chinese
50059279	CITY VIEW DINER	10451.0	American
41659173	B.F. NATIONAL BAKERY	10467.0	Bakery
40539772	BOWLER LAND	10475.0	American
41622411	PATRICIA'S	10465.0	Italian
41698687	FLORINDA RESTAURANT	10455.0	Spanish
50038347	MAMI'S COFFEE SHOP ADOLFO	10474.0	Spanish
41158614	GOLDEN STAR GARDEN	10469.0	Chinese
50043424	CAFE COUSINA RESTAURANT	10452.0	Continental
41375984	NILDA'S SPORT BAR	10459.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
41299756	LAS CHATAS TAQUERIA & DELI GROCERY	10458.0	Mexican
40988969	LORETTA'S PIZZA	10465.0	Pizza
41685780	TIKKA GRILL		Indian
40398642	LA LECHONERA CRIOLLA	10457.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
41271417	SOUTH OF FRANCE	10472.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
41267759	IHOP	10467.0	Pancakes/Waffles
41511660	EL ECONOMICO RESTAURANT	10463.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
41697275	SALSA CON FUEGO	10468.0	American
41400742	BURGER KING	10469.0	Hamburgers
41512397	TWO GRANDPA'S PIZZA	10453.0	Pizza/Italian
41404997	LA COCINA BORICUA	10462.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
50033133	TEXAS CHICKEN & BURGERS	10453.0	Chicken
