nRest	inspection_date	action	violation_code	violation_description	critical_flag	score	grade	inspection_type
50075106	05/08/2018	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	28.0		Pre-permit (Operational) / Initial Inspection
50071475	11/14/2017	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	not critical	14.0		Pre-permit (Non-operational) / Initial Inspection
50004682	02/01/2016	Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	40.0		Cycle Inspection / Initial Inspection
41464143	09/13/2017	Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.	02G	Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.	Critical	74.0		Cycle Inspection / Re-inspection
40810657	05/25/2018	Violations were cited in the following area(s).	04M	Live roaches present in facility's food and/or non-food areas.	CRITICAL	13.0	A	Cycle Inspection / Re-inspection
50059007	02/13/2017	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	13.0	A	Pre-permit (Operational) / Initial Inspection
41246054	11/13/2015	Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	40.0		Cycle Inspection / Re-inspection
50017248	07/13/2017	Violations were cited in the following area(s).	02G	Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.	CRITICAL	9.0	A	Cycle Inspection / Initial Inspection
50038347	11/15/2016	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	8.0	A	Cycle Inspection / Initial Inspection
50012832	07/31/2017	Violations were cited in the following area(s).	10D	Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.	NOT CRITICAL	21.0		Cycle Inspection / Initial Inspection
50011777	2017-19-10	Violations were cited in the following area(s).	04A	Food Protection Certificate not held by supervisor of food operations.	Critical	21.0		Cycle Inspection / Initial Inspection
41127492	06/29/2016	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	Critical	10.0	A	Cycle Inspection / Initial Inspection
41641101	03/22/2018	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	CRITICAL	11.0		Cycle Inspection / Initial Inspection
50010938	10/06/2016	Violations were cited in the following area(s).	04H	Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.	CRITICAL	23.0	B	Cycle Inspection / Re-inspection
41698598	06/18/2018	Establishment re-opened by DOHMH	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	2.0	P	Cycle Inspection / Reopening Inspection
50008084	08/16/2017	Violations were cited in the following area(s).	04A	Food Protection Certificate not held by supervisor of food operations.	CRITICAL	31.0		Cycle Inspection / Initial Inspection
50056461	12/05/2017	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	26.0		Cycle Inspection / Initial Inspection
50053703	06/01/2017	Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.	02B	Hot food item not held at or above 140Âº F.	CRITICAL	59.0		Cycle Inspection / Initial Inspection
50032597	11/09/2016	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	12.0		Cycle Inspection / Initial Inspection
50032975	03/10/2018	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	CRITICAL	12.0	A	Cycle Inspection / Initial Inspection
50002803	02/21/2018	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	12.0	A	Cycle Inspection / Initial Inspection
50058217	04/13/2017	Violations were cited in the following area(s).	02G	Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.	Critical	12.0	A	Pre-permit (Operational) / Initial Inspection
50039631	03/09/2016	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	12.0	A	Cycle Inspection / Initial Inspection
50034496	05/07/2018	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	4.0	A	Cycle Inspection / Initial Inspection
41222931	01/09/2017	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	13.0	A	Cycle Inspection / Initial Inspection
50018344	09/18/2017	Violations were cited in the following area(s).	06A	Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.	Critical	47.0		Cycle Inspection / Initial Inspection
50018562	05/02/2018	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	26.0		Cycle Inspection / Initial Inspection
50014192	06/01/2016	Violations were cited in the following area(s).	02H	Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.	Critical	13.0	A	Cycle Inspection / Initial Inspection
41026617	11/05/2018	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	not critical	68.0		Cycle Inspection / Initial Inspection
41377474	11/05/2018	Establishment re-opened by DOHMH	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	3.0	Z	Cycle Inspection / Reopening Inspection
50063010	04/04/2018	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	18.0		Pre-permit (Operational) / Initial Inspection
40372631	02/07/2018	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	not critical	23.0		Cycle Inspection / Initial Inspection
50051186	12/27/2016	Violations were cited in the following area(s).	10I	Single service item reused, improperly stored, dispensed; not used when required.	NOT CRITICAL	6.0	A	Pre-permit (Operational) / Re-inspection
40742990	04/14/2015	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	30.0		Cycle Inspection / Initial Inspection
40382652	06/06/2017	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	9.0	A	Cycle Inspection / Initial Inspection
50051458	01/11/2018	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	CRITICAL	18.0		Cycle Inspection / Initial Inspection
41350661	10/31/2017	Violations were cited in the following area(s).	08C	Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.	Not Critical	28.0	C	Cycle Inspection / Re-inspection
50061148	08/16/2018	Violations were cited in the following area(s).	02G	Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.	Critical	11.0	A	Cycle Inspection / Initial Inspection
41246054	10/15/2015	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	critical	22.0		Cycle Inspection / Initial Inspection
50046567	07/26/2018	Violations were cited in the following area(s).	05D	Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.	Critical	21.0		Cycle Inspection / Initial Inspection
50066913	05/30/2018	Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.	05E	Toilet facility not provided for employees or for patrons when required.	Critical	40.0		Cycle Inspection / Initial Inspection
40814300	05/30/2018	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	12.0	A	Cycle Inspection / Initial Inspection
40585102	08/08/2017	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	23.0		Cycle Inspection / Initial Inspection
50071350	09/27/2018	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	13.0	A	Cycle Inspection / Re-inspection
50003531	05/18/2017	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	Critical	22.0	B	Cycle Inspection / Re-inspection
50034610	10/16/2018	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	CRITICAL	65.0	Z	Cycle Inspection / Re-inspection
50051968	09/01/2017	Violations were cited in the following area(s).	04J	Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.	Critical	16.0		Cycle Inspection / Initial Inspection
40937978	04/28/2016	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	5.0	A	Cycle Inspection / Re-inspection
50033065	04/17/2016	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	13.0	A	Cycle Inspection / Re-inspection
50038023	06/19/2018	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	8.0	A	Cycle Inspection / Initial Inspection
50017460	09/04/2015	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	11.0	A	Pre-permit (Operational) / Re-inspection
50044915	08/03/2016	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	CRITICAL	10.0	A	Cycle Inspection / Re-inspection
41640824	05/09/2016	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	critical	12.0	A	Cycle Inspection / Re-inspection
50000307	01/05/2017	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	Critical	13.0	A	Cycle Inspection / Re-inspection
41446106	05/24/2016	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	NOT CRITICAL	4.0	A	Cycle Inspection / Initial Inspection
50014905	12/21/2015	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	Critical	17.0	B	Cycle Inspection / Re-inspection
50000881	10/29/2015	Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.	04J	Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.	CRITICAL	63.0		Cycle Inspection / Initial Inspection
41340129	12/04/2017	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	NOT CRITICAL	12.0	A	Cycle Inspection / Initial Inspection
41128245	10/22/2015	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	CRITICAL	24.0		Cycle Inspection / Initial Inspection
41249600	09/28/2017	Violations were cited in the following area(s).	02G	Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.	Critical	9.0	A	Cycle Inspection / Initial Inspection
41028321	06/13/2016	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	12.0	A	Cycle Inspection / Initial Inspection
50002478	09/28/2018	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	critical	27.0	B	Cycle Inspection / Re-inspection
41452662	12/21/2016	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	13.0		Cycle Inspection / Initial Inspection
50058157	04/06/2018	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	Critical	42.0		Cycle Inspection / Initial Inspection
40699339	10/25/2016	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	18.0	B	Cycle Inspection / Re-inspection
50007831	09/19/2015	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	18.0		Cycle Inspection / Initial Inspection
50051616	03/30/2018	Violations were cited in the following area(s).	05F	Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.	critical	20.0	B	Cycle Inspection / Re-inspection
40398642	08/25/2016	Violations were cited in the following area(s).	04M	Live roaches present in facility's food and/or non-food areas.	Critical	15.0	B	Cycle Inspection / Re-inspection
41380708	03/30/2017	Violations were cited in the following area(s).	02G	Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.	CRITICAL	9.0	A	Cycle Inspection / Initial Inspection
41708467	08/30/2018	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	CRITICAL	17.0	B	Cycle Inspection / Re-inspection
41385076	11/13/2018	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	11.0	A	Cycle Inspection / Re-inspection
50035765	10/31/2017	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	13.0	A	Cycle Inspection / Re-inspection
41350661	05/04/2018	Violations were cited in the following area(s).	04M	Live roaches present in facility's food and/or non-food areas.	Critical	27.0	B	Cycle Inspection / Re-inspection
50047196	12/05/2016	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	10.0	A	Pre-permit (Operational) / Re-inspection
41413944	08/07/2017	Violations were cited in the following area(s).	04K	Evidence of rats or live rats present in facility's food and/or non-food areas.	critical	17.0		Cycle Inspection / Initial Inspection
50008665	04/19/2018	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	10.0	A	Cycle Inspection / Initial Inspection
41350332	12/07/2016	Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	43.0		Cycle Inspection / Initial Inspection
50068186	06/21/2018	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	14.0	B	Cycle Inspection / Re-inspection
50039510	05/03/2018	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	NOT CRITICAL	11.0	A	Cycle Inspection / Re-inspection
50077662	07/26/2018	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	25.0		Pre-permit (Operational) / Initial Inspection
30075445	05/18/2017	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	7.0	A	Cycle Inspection / Initial Inspection
50001897	04/12/2016	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	11.0	A	Cycle Inspection / Re-inspection
50047152	01/04/2017	No violations were recorded at the time of this inspection.			Not Applicable			Trans Fat / Initial Inspection
50058252	10/04/2017	Violations were cited in the following area(s).	04M	Live roaches present in facility's food and/or non-food areas.	Critical	9.0	A	Cycle Inspection / Re-inspection
40832718	05/15/2018	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	NOT CRITICAL	22.0		Cycle Inspection / Initial Inspection
50002532	12/01/2016	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	20.0	B	Cycle Inspection / Re-inspection
50034232	09/13/2017	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	CRITICAL	11.0	A	Cycle Inspection / Re-inspection
50046350	07/28/2016	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	34.0		Pre-permit (Operational) / Initial Inspection
50016872	05/07/2018	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	11.0	A	Cycle Inspection / Re-inspection
50070387	10/16/2018	Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.	10I	Single service item reused, improperly stored, dispensed; not used when required.	NOT CRITICAL	96.0		Cycle Inspection / Initial Inspection
50009466	09/13/2016	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	CRITICAL	12.0		Cycle Inspection / Initial Inspection
40510823	02/22/2016	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	7.0	A	Cycle Inspection / Initial Inspection
41101663	07/30/2016	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	NOT CRITICAL	17.0		Cycle Inspection / Initial Inspection
41309636	04/18/2017	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	11.0	A	Cycle Inspection / Initial Inspection
41262493	04/15/2015	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	critical	26.0		Cycle Inspection / Initial Inspection
41702914	06/15/2016	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	13.0	A	Cycle Inspection / Re-inspection
41383251	12/14/2016	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	NOT CRITICAL	11.0	A	Cycle Inspection / Re-inspection
41694156	06/05/2018	Violations were cited in the following area(s).	22C	Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.	NOT CRITICAL			Administrative Miscellaneous / Initial Inspection
41611217	10/09/2015	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	7.0	A	Cycle Inspection / Re-inspection
50064637	04/30/2018	Violations were cited in the following area(s).	04H	Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.	CRITICAL	9.0	A	Cycle Inspection / Initial Inspection
50059794	08/23/2018	Violations were cited in the following area(s).	04H	Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.	Critical	30.0	C	Cycle Inspection / Re-inspection
50059943	04/05/2018	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	CRITICAL	35.0		Cycle Inspection / Initial Inspection
41545050	09/13/2016	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	NOT CRITICAL	10.0	A	Cycle Inspection / Initial Inspection
50011009	08/03/2017	Violations were cited in the following area(s).	02G	Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.	CRITICAL	24.0		Cycle Inspection / Initial Inspection
40369087	01/03/2018	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	15.0		Cycle Inspection / Initial Inspection
41336841	04/11/2018	Violations were cited in the following area(s).	08A	Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.	Not Critical	23.0		Cycle Inspection / Initial Inspection
50067072	08/16/2017	Violations were cited in the following area(s).	05D	Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.	Critical	43.0		Pre-permit (Operational) / Initial Inspection
41653860	09/07/2017	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	not critical	9.0	A	Cycle Inspection / Initial Inspection
41634847	10/02/2017	Violations were cited in the following area(s).	04M	Live roaches present in facility's food and/or non-food areas.	Critical	5.0	A	Cycle Inspection / Re-inspection
41540355	11/09/2016	Violations were cited in the following area(s).	10C	Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.	NOT CRITICAL	13.0	A	Cycle Inspection / Initial Inspection
41181385	12/14/2015	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	Critical	18.0	B	Cycle Inspection / Re-inspection
50044577	05/31/2018	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	CRITICAL	6.0		Cycle Inspection / Initial Inspection
41004145	03/24/2016	Violations were cited in the following area(s).	02B	Hot food item not held at or above 140Âº F.	CRITICAL	12.0	A	Cycle Inspection / Initial Inspection
50065500	07/16/2018	Violations were cited in the following area(s).	06F	Wiping cloths soiled or not stored in sanitizing solution.	Critical	33.0	C	Cycle Inspection / Re-inspection
50045835	10/05/2018	Violations were cited in the following area(s).	04H	Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.	Critical	12.0	A	Cycle Inspection / Initial Inspection
50063229	05/05/2017	Violations were cited in the following area(s).	05F	Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.	Critical	40.0		Pre-permit (Non-operational) / Initial Inspection
41614531	10/14/2016	Violations were cited in the following area(s).	04N	Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.	Critical	17.0		Cycle Inspection / Initial Inspection
50070808	11/27/2017	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	CRITICAL	20.0		Cycle Inspection / Initial Inspection
41478014	04/28/2015	Violations were cited in the following area(s).	04A	Food Protection Certificate not held by supervisor of food operations.	Critical	12.0	A	Cycle Inspection / Initial Inspection
50066922	10/24/2017	Violations were cited in the following area(s).	10E	Accurate thermometer not provided in refrigerated or hot holding equipment.	Not Critical	7.0	A	Pre-permit (Operational) / Initial Inspection
50016759	02/06/2017	Violations were cited in the following area(s).	09B	Thawing procedures improper.	Not Critical	10.0	A	Cycle Inspection / Re-inspection
50015226	10/21/2016	Violations were cited in the following area(s).	04H	Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.	Critical	9.0	A	Cycle Inspection / Initial Inspection
