nRest;inspection_date;action;violation_code;violation_description;critical_flag;score;grade;inspection_type
50048214;08/22/2017;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;Critical;10.0;;Cycle Inspection / Initial Inspection
50017418;06/29/2017;Violations were cited in the following area(s).;10H;Proper sanitization not provided for utensil ware washing operation.;Not Critical;22.0;;Cycle Inspection / Initial Inspection
41716520;05/31/2016;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;2.0;A;Cycle Inspection / Re-inspection
50036783;01/19/2016;No violations were recorded at the time of this inspection.;;;Not Applicable;0.0;;Cycle Inspection / Initial Inspection
41433220;09/24/2016;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;critical;8.0;;Cycle Inspection / Initial Inspection
50041912;2016-26-07;Violations were cited in the following area(s).;06E;Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.;Critical;12.0;;Cycle Inspection / Initial Inspection
50036175;11/04/2016;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;Critical;24.0;;Cycle Inspection / Initial Inspection
50067694;08/14/2017;Violations were cited in the following area(s).;05H;No facilities available to wash, rinse and sanitize utensils and/or equipment.;Critical;32.0;;Pre-permit (Operational) / Initial Inspection
50068749;11/28/2017;Violations were cited in the following area(s).;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;Critical;25.0;B;Pre-permit (Operational) / Re-inspection
50060471;10/26/2017;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;Critical;40.0;;Pre-permit (Operational) / Initial Inspection
50049907;10/20/2017;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;CRITICAL;13.0;A;Cycle Inspection / Re-inspection
41639187;02/07/2018;Violations were cited in the following area(s).;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;CRITICAL;7.0;A;Cycle Inspection / Initial Inspection
50046034;07/19/2018;Violations were cited in the following area(s).;20F;Current letter grade card not posted.;NOT CRITICAL;;;Administrative Miscellaneous / Re-inspection
50017599;04/01/2016;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;critical;10.0;A;Cycle Inspection / Initial Inspection
50042037;12/09/2017;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;NOT CRITICAL;4.0;;Cycle Inspection / Initial Inspection
