camis	dba	zipcode	cuisine_description
50015970	FRESH & CO	10028.0	American
50083583	TIERRA Y MAR RESTAURANT	10033.0	Spanish
40391284	BAR ASSOCIATION OF THE CITY OF NY KITCHEN	10036.0	American
50007039	FIVE MILE STONE	10028.0	American
50046232	PANINI CAFE	10016.0	Delicatessen
50014802	FLIK	10019.0	American
40949521	CAFE CENTRO	10017.0	French
41591881	WILLIAM BARNACLE	10003.0	American
41184912	PLAZA DELI	10038.0	Delicatessen
50065420	IL CARINO RESTAURANT	10128.0	Italian
41713066	KASHKAVAL GARDEN	10019.0	Mediterranean
41661174	V {iv} Thai Restaurant & Bar	10016.0	Thai
41605054	TOMPKINS SQUARE BAGELS	10009.0	American
40392724	JAIYA THAI ORIENTAL RESTAURANT	10016.0	Thai
50045353	LITTLE ITALY PIZZA	10038.0	Pizza
50067920	HANG LUNG PICA POLLO	10040.0	Chinese
50035537	ZONI CAFE	10001.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
41512888	LASANI RESTAURANT	10001.0	Pakistani
40976804	CHIPOTLE MEXICAN GRILL	10017.0	Mexican
41083839	CADWALADER, WICKERSHAM & TAFT	10281.0	American
41478828	LITTLE LUZZO'S	10128.0	Pizza/Italian
41065354	KPMG CAFE	10154.0	American
50060495	CAFE HESTIA	10017.0	Sandwiches/Salads/Mixed Buffet
50077924	BODEGA PIZZA	10040.0	Pizza
41014679	BATTERY GARDENS RESTAURANT	10004.0	American
50059249	BARFLY	10010.0	American
41011050	EAST 86 CINEMAS	10028.0	American
50044531	FAMOUS & FRESH 99Â¢ PIZZA	10009.0	Pizza/Italian
41699397	JUICY CUBE	10022.0	Juice, Smoothies, Fruit Salads
50063639	OCEANA POKE	10019.0	Hawaiian
50084762	SMOOTHIE REY	10027.0	Juice, Smoothies, Fruit Salads
41521807	SARGE'S	10016.0	Delicatessen
50066233	DIM SUM PALACE	10019.0	Chinese
50048433	FLUFFY'S CAFE & PIZZERIA	10019.0	American
41699397	JUICY CUBE	10022.0	Juice, Smoothies, Fruit Salads
50072059	DIG INN	10018.0	American
50071506	ST. TROPEZ WINE BAR	10014.0	French
40384222	PJ MORANS	10017.0	Irish
50047156	CAFE BARI	10018.0	CafÃ©/Coffee/Tea
50060424	THE CRAFTSMAN	10027.0	American
41660217	CHANG LE XIN FAN ZHUANG	10002.0	Chinese
41627484	BAGEL EXPRESS	10016.0	Bagels/Pretzels
41511781	LE PAIN QUOTIDIEN	10012.0	Bakery
40402418	NEW YORK JR. LEAGUE	10075.0	CafÃ©/Coffee/Tea
50015990	PIL PIL	10075.0	Tapas
41047105	LIBRETTO'S PIZZERIA	10016.0	American
41006035	OVERLOOK	10017.0	American
41564963	RADIO CITY MUSIC HALL	10020.0	American
40391339	3 GUYS	10029.0	American
50035027	PERK KAFE	10016.0	CafÃ©/Coffee/Tea
41375676	AU ZA'ATAR	10009.0	American
50018573	TURCO	10036.0	Middle Eastern
50001460	CAFE B'WAY 46	10036.0	American
50063233	FRESNO II DELI	10009.0	Delicatessen
41470674	ONE AND ONE	10009.0	Irish
50056245	MING KEE KITCHEN	10002.0	Chinese
50032771	WEST SIDE CAFE AND PIZZA	10023.0	American
50050022	ESSEX TAQUERIA	10002.0	Mexican
41390137	SARABETH'S/LORD AND TAYLOR 6th FLOOR	10018.0	CafÃ©/Coffee/Tea
50042937	UPPER EAST CAFE	10065.0	Seafood
50010838	RAINBOW ROOM	10112.0	American
50058349	OMAR'S MEDITERRANEAN CUISINE	10016.0	Mediterranean
41677034	TWO BOOTS	10009.0	Pizza/Italian
41353612	SOHO SUSHI	10012.0	Japanese
50001204	MON CHER MARKET	10013.0	American
50069458	INDIKITCH	10018.0	Indian
50073584	GOLODY HALAL BUFFET	10009.0	Caribbean
50055164	HOOPS CABARET AND SPORTS BAR	10001.0	American
50043059	GREENWICH STREET TAVERN	10013.0	American
41629811	STRIP HOUSE	10003.0	Steak
41462507	FINANCIER PATISSERIE	10036.0	Bakery
50079669	DUMPLING DUMPLING	10022.0	Asian
41217779	LITTLE ATLAS CAFE	10012.0	CafÃ©/Coffee/Tea
41431868	SHANGHAI CHINESE RESTAURANT	10021.0	Chinese
40785056	NEW ANDY'S DELI	10003.0	Delicatessen
50008598	GRACIE'S ON 2ND	10028.0	American
50010153	IRVINGTON BAR AND RESTAURANT / TACO ELECTRICO	10003.0	American
41444651	TRIONA'S	10012.0	Irish
41427945	EL PORRON	10065.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
40581917	EMPORIUM BRASIL RESTAURANT	10036.0	Brazilian
41648643	STICKY'S FINGER JOINT #1	10011.0	Chicken
50072048	THE PHO 2	10011.0	Asian
50081104	BAR 314	10027.0	Pizza/Italian
41241730	DESI DELI PUNJABI DHABA	10019.0	Indian
50058073	AL HORNO LEAN MEXICAN KITCHEN	10003.0	Mexican
41677480	FUSION HK BAR-GRILL	10019.0	Mexican
40577928	SUSHI OF GARI	10075.0	Japanese
41388629	CAPIZZI	10018.0	Pizza
50011127	MINT MASALA	10012.0	Indian
41263890	DUNKIN' DONUTS	10016.0	Donuts
50046619	A CANAAN SUSHI	10001.0	Japanese
50017305	COFFEED	10011.0	CafÃ©/Coffee/Tea
50035784	BIG WONG RESTAURANT	10013.0	Chinese
50036254	THINK COFFEE	10036.0	CafÃ©/Coffee/Tea
50071738	FUEL GRILL AND JUICE BAR	10036.0	American
50074524	CAFE 77	10023.0	American
50063160	KISS MY SLICE PIZZA	10022.0	Pizza
40424906	MANNA HOUSE BAKERY	10002.0	Bakery
50044252	OPEN MARKET	10005.0	American
50075140	LA PECORA BIANCA	10022.0	Italian
50049572	ASIAN 59	10022.0	Chinese/Japanese
41515650	NYU-WEINSTEIN DINING HALL	10003.0	American
50018785	MIDO	10024.0	Asian
50046254	AHIMSA	10012.0	Indian
41639970	VIVI BUBBLE TEA	10011.0	Chinese
50083462	TAKUMI JAPANESE CUISINE	10007.0	Japanese
40390696	HAN BAT RESTAURANT	10001.0	Korean
41704639	DUNKIN' DONUTS	10037.0	Donuts
50018989	FAIRFIELD INN & SUITES PENN STATION	10001.0	American
50072252	LEGACY RECORDS LOCATED INSIDE HENRY HALL	10018.0	Italian
50000614	AHANA JAPANESE FUSION CUISINE	10065.0	Japanese
50003545	THE WAYFARER	10019.0	Seafood
41299392	STARBUCKS	10017.0	CafÃ©/Coffee/Tea
50013144	JAKE'S CAFE EMPLOYEES CAFETERIA AT JAVED CENTER	10001.0	American
40394007	NIAGARA/ LOVERS OF TODAY/ SISTER MIDNIGHT	10009.0	American
50055697	INDIAN EXPRESS	10039.0	Indian
50007953	LA COMPAGNIE DES VINS SUPERNATURELS	10013.0	Mediterranean
40546350	SWEET CHEF SOUTHERN STYLES BAKERY	10031.0	Bakery
40670353	DUKE'S	10016.0	American
50012296	GOLDEN WOK CHINESE RESTAURANT	10011.0	Chinese
40513609	SKYLIGHT DINER	10001.0	American
41582631	TINY'S AND THE BAR UPSTAIRS	10013.0	American
40398989	FRESCO	10022.0	Italian
41597250	OXBOW TAVERN	10023.0	American
41123042	FRIENDLY GOURMET PIZZA	10038.0	Pizza/Italian
40645039	TOWNHOUSE DINER	10016.0	American
50001542	MUSEUM OF SEX/PLAY	10016.0	American
50050507	JUST SALAD	10001.0	Salads
40520857	TIRAMISU RESTAURANT	10028.0	Italian
50010285	FOOLS GOLD	10002.0	American
41130819	TARALLUCCI E VINO	10003.0	Italian
41467086	SUBWAY	10019.0	Sandwiches
40384671	CHEZ JOSEPHINE	10036.0	French
40379897	MCDONALD'S	10036.0	Hamburgers
50047923	BURRITOS Y MAS	10029.0	Tex-Mex
41377220	FLORIDITA BAKERY	10033.0	Bakery
41589763	BISTRO MARKETPLACE/LIBERTY CATERING	10017.0	Delicatessen
50048963	DHAULAGIRI KITCHEN	10016.0	Asian
41472986	FUJI JAPANESE RESTAURANT	10019.0	Japanese
50011127	MINT MASALA	10012.0	Indian
40785056	NEW ANDY'S DELI	10003.0	Delicatessen
41626713	PERA SOHO	10012.0	Turkish
50003434	Q MARQET	10029.0	American
41620087	GAZALA'S PLACE	10019.0	Mediterranean
50066347	IZAKAYA IDA	10023.0	Japanese
50044107	MR TAKA RAMEN	10002.0	Japanese
41376261	BEARD PAPA'S CREAM PUFFS	10024.0	Bakery
50036225	O YA	10016.0	Japanese
50034739	ELLINGTON IN THE PARK		American
50016854	BOCCA BLISS	10017.0	American
41093742	STONE CREEK	10016.0	American
50069684	JUKU	10013.0	Japanese
41252771	CASELLULA CHEESE & WINE CAFE	10019.0	American
41272820	SUBWAY	10028.0	Sandwiches
50013680	VIVI BUBBLE TEA	10036.0	CafÃ©/Coffee/Tea
40388901	EL CASTILLO DE JAGUA REST	10002.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
40397478	LE COLONIAL	10022.0	Asian
50033733	ICHIBANTEI	10009.0	Japanese
50059184	SWEETCATCH POKE BAR	10022.0	Hawaiian
50018143	ATWOOD KITCHEN & BAR	10022.0	American
41388993	WESTVILLE	10014.0	American
50034177	TIMNA	10009.0	Mediterranean
40581729	BONO'S CAFE	10016.0	Delicatessen
50043033	ASIAN 83	10028.0	Chinese
40395872	CARIDAD RESTAURANT	10031.0	Spanish
41653831	THE PARK VIEW	10034.0	American
40862111	LIL FRANKIE'S PIZZA	10003.0	Italian
40988630	REVISION	10009.0	American
50071468	COPPER THROAT	10002.0	Thai
50066822	NUCHAS		Spanish
50058469	MADMAN ESPRESSO	10003.0	CafÃ©/Coffee/Tea
41594856	CAFE GRUMPY LES LLC	10002.0	CafÃ©/Coffee/Tea
41000172	CAFE 101	10178.0	American
40387876	ROCKING HORSE CAFE	10011.0	Mexican
41460034	TU-LU'S GLUTEN-FREE BAKERY	10003.0	Bakery
