nRest;inspection_date;action;violation_code;violation_description;critical_flag;score;grade;inspection_type
50056843;08/07/2017;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;Critical;17.0;;Cycle Inspection / Initial Inspection
40363427;05/18/2016;Violations were cited in the following area(s).;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;Critical;24.0;;Cycle Inspection / Initial Inspection
41020367;05/19/2015;Violations were cited in the following area(s).;02B;Hot food item not held at or above 140Âº F.;Critical;32.0;;Cycle Inspection / Initial Inspection
40364286;11/15/2016;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;12.0;A;Cycle Inspection / Initial Inspection
50044658;10/17/2017;Violations were cited in the following area(s).;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;Not Critical;19.0;;Cycle Inspection / Initial Inspection
50008709;11/05/2015;Violations were cited in the following area(s).;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;Critical;24.0;;Cycle Inspection / Initial Inspection
41096516;04/22/2015;No violations were recorded at the time of this inspection.;;;Not Applicable;;;Administrative Miscellaneous / Initial Inspection
41129085;06/01/2016;Violations were cited in the following area(s).;06B;Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.;Critical;8.0;A;Cycle Inspection / Initial Inspection
41300940;03/06/2017;Violations were cited in the following area(s).;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;critical;12.0;A;Cycle Inspection / Initial Inspection
41710730;09/27/2016;Violations were cited in the following area(s).;16B;The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.;Not Critical;;;Trans Fat / Initial Inspection
41394230;10/16/2018;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;Critical;12.0;A;Cycle Inspection / Re-inspection
41635663;11/15/2017;Violations were cited in the following area(s).;02G;Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.;CRITICAL;43.0;C;Cycle Inspection / Re-inspection
50008767;04/27/2016;Violations were cited in the following area(s).;10I;"Single service item reused, improperly stored, dispensed; not used when required.";not critical;13.0;A;Cycle Inspection / Initial Inspection
40996642;06/13/2016;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;13.0;A;Cycle Inspection / Re-inspection
41603129;08/27/2018;Violations were cited in the following area(s).;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;Not Critical;29.0;;Cycle Inspection / Initial Inspection
50010629;09/08/2016;Violations were cited in the following area(s).;09B;Thawing procedures improper.;NOT CRITICAL;43.0;;Cycle Inspection / Initial Inspection
50008709;04/21/2015;Violations were cited in the following area(s).;20F;Current letter grade card not posted.;Not Critical;;;Administrative Miscellaneous / Initial Inspection
50003701;02/14/2018;Violations were cited in the following area(s).;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";Not Critical;13.0;A;Cycle Inspection / Initial Inspection
41538262;07/21/2017;Establishment re-opened by DOHMH;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;critical;6.0;P;Cycle Inspection / Reopening Inspection
