nRest,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,inspection_type
41305744,05/11/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,Cycle Inspection / Re-inspection
50059621,08/08/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,CRITICAL,21.0,B,Cycle Inspection / Re-inspection
50033690,09/28/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20.0,B,Cycle Inspection / Re-inspection
50064697,06/06/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,6.0,,Pre-permit (Non-operational) / Initial Inspection
40424515,03/22/2016,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,22.0,,Cycle Inspection / Initial Inspection
41722059,05/24/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,Cycle Inspection / Initial Inspection
41634206,04/05/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",critical,13.0,A,Cycle Inspection / Re-inspection
50063438,09/18/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,10.0,A,Cycle Inspection / Re-inspection
50041663,06/08/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,CRITICAL,26.0,,Cycle Inspection / Initial Inspection
41350624,04/09/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,Cycle Inspection / Initial Inspection
50001976,09/14/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,44.0,,Cycle Inspection / Initial Inspection
41276492,07/13/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,Cycle Inspection / Initial Inspection
41163809,11/16/2018,Violations were cited in the following area(s).,09B,Thawing procedures improper.,NOT CRITICAL,28.0,Z,Cycle Inspection / Re-inspection
50059659,03/09/2017,Violations were cited in the following area(s).,22E,ROP processing equipment not approved by DOHMH.,NOT CRITICAL,,,Administrative Miscellaneous / Initial Inspection
40396769,08/20/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,CRITICAL,16.0,,Cycle Inspection / Initial Inspection
41530056,02/12/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,Cycle Inspection / Initial Inspection
40735273,01/12/2018,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",NOT CRITICAL,21.0,B,Cycle Inspection / Re-inspection
41175984,07/17/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,CRITICAL,19.0,,Cycle Inspection / Initial Inspection
50069599,10/11/2017,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",CRITICAL,13.0,A,Pre-permit (Operational) / Initial Inspection
41701232,08/16/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9.0,A,Cycle Inspection / Initial Inspection
50059924,05/23/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,Cycle Inspection / Initial Inspection
41029870,11/23/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,critical,23.0,,Cycle Inspection / Initial Inspection
41641875,03/15/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,50.0,,Cycle Inspection / Initial Inspection
41519649,03/30/2017,No violations were recorded at the time of this inspection.,,,NOT APPLICABLE,,,Administrative Miscellaneous / Initial Inspection
50072026,11/21/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,critical,49.0,,Pre-permit (Operational) / Initial Inspection
40512087,10/02/2018,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,27.0,,Cycle Inspection / Initial Inspection
40388235,05/15/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12.0,A,Cycle Inspection / Initial Inspection
50060170,07/06/2018,Violations were cited in the following area(s).,15A,,Not Applicable,,,Smoke-Free Air Act / Initial Inspection
50032977,08/17/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",NOT CRITICAL,21.0,,Cycle Inspection / Initial Inspection
50000063,12/05/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,31.0,,Cycle Inspection / Initial Inspection
41337492,04/11/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,26.0,,Cycle Inspection / Initial Inspection
41463979,10/27/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,29.0,,Cycle Inspection / Initial Inspection
41604442,06/23/2017,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,29.0,,Cycle Inspection / Initial Inspection
41706992,08/26/2015,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12.0,A,Cycle Inspection / Initial Inspection
50004473,06/04/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,31.0,,Cycle Inspection / Initial Inspection
40424515,10/15/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,6.0,A,Cycle Inspection / Re-inspection
50052170,05/31/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,not critical,16.0,,Cycle Inspection / Initial Inspection
41713624,08/11/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,NOT CRITICAL,18.0,,Cycle Inspection / Compliance Inspection
41382650,06/30/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,CRITICAL,25.0,B,Cycle Inspection / Re-inspection
41631374,12/07/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",NOT CRITICAL,18.0,,Cycle Inspection / Initial Inspection
40925478,08/07/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,CRITICAL,12.0,A,Cycle Inspection / Re-inspection
41573942,02/21/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",CRITICAL,11.0,A,Cycle Inspection / Initial Inspection
50010806,10/17/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,Cycle Inspection / Initial Inspection
41650801,06/30/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9.0,A,Cycle Inspection / Re-inspection
50005160,06/07/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,Cycle Inspection / Initial Inspection
50033304,08/28/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",NOT CRITICAL,13.0,,Cycle Inspection / Initial Inspection
50018857,08/27/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14.0,,Cycle Inspection / Initial Inspection
50075519,10/25/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14.0,,Cycle Inspection / Initial Inspection
50044248,01/26/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,25.0,,Cycle Inspection / Initial Inspection
41434246,03/23/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,15.0,,Cycle Inspection / Initial Inspection
41554120,08/14/2017,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,9.0,,Cycle Inspection / Initial Inspection
50012946,11/01/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,NOT CRITICAL,46.0,,Cycle Inspection / Initial Inspection
41567826,01/18/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,27.0,,Cycle Inspection / Initial Inspection
41401739,04/17/2017,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",CRITICAL,5.0,A,Cycle Inspection / Re-inspection
50054213,12/06/2016,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,7.0,A,Pre-permit (Operational) / Re-inspection
41226870,09/08/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,A,Cycle Inspection / Initial Inspection
50040490,11/30/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,36.0,,Cycle Inspection / Initial Inspection
50056578,02/06/2018,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,CRITICAL,10.0,,Cycle Inspection / Initial Inspection
50044413,08/23/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9.0,A,Cycle Inspection / Re-inspection
50005479,03/19/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,Cycle Inspection / Initial Inspection
41650801,02/21/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,Cycle Inspection / Initial Inspection
50002296,05/10/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,CRITICAL,14.0,,Cycle Inspection / Initial Inspection
50048478,03/06/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,15.0,,Cycle Inspection / Initial Inspection
50017545,01/09/2018,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12.0,A,Cycle Inspection / Re-inspection
50061565,05/11/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,Pre-permit (Operational) / Re-inspection
40860476,11/10/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,18.0,,Cycle Inspection / Initial Inspection
50034545,01/07/2016,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",NOT CRITICAL,,,Smoke-Free Air Act / Initial Inspection
41524723,12/01/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,Cycle Inspection / Initial Inspection
41461099,03/03/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,critical,25.0,,Cycle Inspection / Initial Inspection
50004673,07/13/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,29.0,,Cycle Inspection / Initial Inspection
50044350,11/28/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,28.0,C,Cycle Inspection / Re-inspection
50037375,10/31/2015,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",NOT CRITICAL,7.0,A,Pre-permit (Operational) / Re-inspection
40401864,05/25/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,Cycle Inspection / Re-inspection
50080956,10/09/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,critical,25.0,,Pre-permit (Operational) / Initial Inspection
50005258,07/29/2015,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,17.0,,Cycle Inspection / Initial Inspection
50050112,09/02/2016,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,44.0,C,Pre-permit (Operational) / Re-inspection
41505982,12/02/2015,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,31.0,,Cycle Inspection / Initial Inspection
50009411,06/29/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,Cycle Inspection / Re-inspection
41720707,11/21/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,64.0,,Cycle Inspection / Initial Inspection
41681367,02/27/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,9.0,A,Cycle Inspection / Initial Inspection
50005692,01/26/2018,Violations were cited in the following area(s).,16A,"A food containing artificial trans fat, with 0.5 grams or more of trans fat per serving, is being stored, distributed, held for service, used in preparation of a menu item, or served.",not critical,,,Trans Fat / Re-inspection
50001621,03/16/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,35.0,,Cycle Inspection / Initial Inspection
50069376,01/23/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",NOT CRITICAL,0.0,,Pre-permit (Operational) / Re-inspection
40596549,01/24/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,Cycle Inspection / Re-inspection
41062281,09/24/2015,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,19.0,,Cycle Inspection / Initial Inspection
41504490,04/23/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,CRITICAL,12.0,A,Cycle Inspection / Initial Inspection
50042592,10/17/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,30.0,,Cycle Inspection / Initial Inspection
50068968,09/25/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,,Pre-permit (Operational) / Initial Inspection
41395496,06/05/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",CRITICAL,11.0,A,Cycle Inspection / Initial Inspection
40399422,10/29/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,CRITICAL,23.0,,Cycle Inspection / Initial Inspection
41207822,06/18/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,CRITICAL,21.0,,Cycle Inspection / Initial Inspection
50038736,10/25/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12.0,,Cycle Inspection / Initial Inspection
50004773,12/01/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,48.0,Z,Cycle Inspection / Re-inspection
50046633,05/10/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,CRITICAL,28.0,,Cycle Inspection / Initial Inspection
50067243,03/08/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,CRITICAL,16.0,,Cycle Inspection / Initial Inspection
50001702,11/27/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,17.0,B,Cycle Inspection / Re-inspection
50016526,07/13/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29.0,C,Cycle Inspection / Re-inspection
41209713,09/20/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",CRITICAL,43.0,,Cycle Inspection / Initial Inspection
41164934,06/20/2018,No violations were recorded at the time of this inspection.,,,NOT APPLICABLE,,,Administrative Miscellaneous / Initial Inspection
41362413,06/11/2015,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,17.0,,Cycle Inspection / Initial Inspection
41679293,08/26/2015,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,12.0,A,Cycle Inspection / Re-inspection
40824512,09/01/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,20.0,,Cycle Inspection / Initial Inspection
41720316,04/22/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,A,Cycle Inspection / Re-inspection
41705979,02/01/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,37.0,,Cycle Inspection / Initial Inspection
41547077,03/29/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33.0,,Cycle Inspection / Initial Inspection
50005442,05/07/2018,Establishment re-opened by DOHMH,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,P,Cycle Inspection / Reopening Inspection
50034536,11/18/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,CRITICAL,13.0,A,Cycle Inspection / Initial Inspection
41519373,08/25/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,NOT CRITICAL,12.0,A,Cycle Inspection / Re-inspection
50038009,03/26/2018,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,Trans Fat / Initial Inspection
41157994,04/06/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,critical,37.0,,Cycle Inspection / Initial Inspection
41456541,05/03/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8.0,A,Cycle Inspection / Initial Inspection
50016457,09/28/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",NOT CRITICAL,43.0,,Cycle Inspection / Initial Inspection
50079421,10/03/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,35.0,,Pre-permit (Operational) / Initial Inspection
50016538,03/31/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,CRITICAL,11.0,A,Cycle Inspection / Re-inspection
50040414,10/26/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34.0,,Pre-permit (Operational) / Initial Inspection
