camis,dba,zipcode,cuisine_description
41219099,MAIN STREET CINEMA,11367.0,American
50073019,MOON & FLOWER HOUSE,11354.0,Sandwiches
50000268,JAMAICA BREEZE RESTAURANT,11413.0,Caribbean
50016319,ROYAL ELITE PALACE CATERERS LLC,11377.0,Jewish/Kosher
41696014,NOISETTE CAFE,11103.0,Bakery
50065825,MIRANDA'S PUPUSERIA,11432.0,Spanish
50065754,PUCCINI RESTAURANT,11357.0,Italian
50084038,KHAMPA KITCHEN INN,11372.0,Asian
50016696,NEW JADE SEA,11361.0,Chinese
50001324,DUNKIN' DONUTS,11417.0,Donuts
41311641,ROLLIN GREENS,11426.0,American
50015892,LA SALA,11106.0,American
50069439,PARCEROS BAKERY & COFFEE SHOP,11374.0,Bakery
40724462,CHUCK E. CHEESE'S,11101.0,Armenian
50067243,FAMOUS HALAL GYRO,11418.0,Pakistani
40739444,DUNKIN' DONUTS,11385.0,Donuts
50038009,TAQUERIA JUAREZ RESTAURANT,11373.0,Mexican
50012220,REDSTONE ROCKET,11101.0,American
41255592,AVLI THE LITTLE GREEK TAVERN,11361.0,Greek
41576495,EL POLLO INKA PERU,11372.0,Peruvian
50004905,TARROS BAR,11368.0,Spanish
50044568,FRESH PICK,11101.0,"Juice, Smoothies, Fruit Salads"
41372224,DIWINE,11103.0,American
41244516,RALPHS'S COFFEE SHOP & DINER,11691.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41329826,PARIS BAGUETTE,,Bakery
41571471,LITTLE CAESARS,11435.0,Pizza
50017053,NEW CHENG'S ORIENTAL EXPRESS,11355.0,Chinese
40660816,BURGER KING,11354.0,Hamburgers
50069376,Qingdao,11354.0,Chinese
50075178,COMPADRES 77 MEXICAN RESTAURANT,11375.0,Mexican
50060914,L' CALA,11106.0,American
50017349,CHIMI MUNDO AND RESTAURANT,11421.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41650608,MCDONALD'S,11361.0,Hamburgers
50044565,JUST COMBO RESTAURANT,11105.0,Middle Eastern
50075209,ROTI PARADISE,11428.0,Caribbean
41136620,EL SONADOR CAFE RESTAURANT,11373.0,Mexican
41597549,WILLIAM HALLET,11103.0,American
50071307,SAGAR CHINESE,11372.0,Chinese
41321220,JOHNNY'S CAFE,11378.0,Polish
40395906,ROSA'S PIZZA & PASTA,11379.0,Pizza/Italian
40366812,CARA MIA,11427.0,Italian
50059138,NOISETTE PATISS`ERIE & CAFE,11103.0,Bakery
41449780,QUE SABOR BAKERY CAFE,11373.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50039571,A+ ROOF BAR,11354.0,"Bottled beverages, including water, sodas, juices, etc."
50005277,PIZZA VINO,11430.0,Pizza/Italian
50073403,EL TEQUILAZO RESTAURANT & BAR,11432.0,Mexican
41353915,G'S HOMESTYLE COOKING,11435.0,Caribbean
41444899,CASA ASIA,11357.0,Chinese/Japanese
41637267,PANDA GARDEN CHINESE RESTAURANT,11361.0,Chinese
