nRest,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,inspection_type
41219099,03/04/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",critical,21.0,,Cycle Inspection / Initial Inspection
50073019,03/29/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,27.0,B,Pre-permit (Operational) / Re-inspection
50000268,11/09/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20.0,,Cycle Inspection / Initial Inspection
50016319,08/04/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",critical,11.0,A,Cycle Inspection / Initial Inspection
41696014,11/16/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,24.0,,Cycle Inspection / Initial Inspection
50065825,05/17/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,Cycle Inspection / Re-inspection
50065754,01/16/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,A,Pre-permit (Operational) / Re-inspection
50084038,12/03/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,45.0,Not Yet Graded,Pre-permit (Operational) / Initial Inspection
50016696,04/01/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20.0,,Pre-permit (Operational) / Initial Inspection
50001324,05/07/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,Cycle Inspection / Initial Inspection
41311641,03/07/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,Cycle Inspection / Re-inspection
50015892,03/17/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9.0,A,Cycle Inspection / Re-inspection
50069439,05/17/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,21.0,,Cycle Inspection / Initial Inspection
40724462,01/31/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19.0,,Cycle Inspection / Initial Inspection
50067243,10/31/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,A,Cycle Inspection / Initial Inspection
40739444,12/01/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",CRITICAL,21.0,,Cycle Inspection / Initial Inspection
50038009,11/13/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",CRITICAL,43.0,C,Cycle Inspection / Re-inspection
50012220,03/02/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,critical,13.0,A,Cycle Inspection / Re-inspection
41255592,08/31/2015,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",NOT CRITICAL,,,Administrative Miscellaneous / Initial Inspection
41576495,08/23/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,CRITICAL,8.0,A,Cycle Inspection / Re-inspection
50004905,11/05/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",NOT CRITICAL,8.0,A,Cycle Inspection / Re-inspection
50044568,08/22/2016,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,9.0,A,Pre-permit (Operational) / Re-inspection
41372224,06/16/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,8.0,A,Cycle Inspection / Re-inspection
41244516,05/22/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,A,Cycle Inspection / Initial Inspection
41329826,09/12/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,77.0,,Cycle Inspection / Initial Inspection
41571471,12/20/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,24.0,,Cycle Inspection / Initial Inspection
50017053,11/25/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,NOT CRITICAL,9.0,A,Cycle Inspection / Re-inspection
40660816,08/13/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,24.0,B,Cycle Inspection / Re-inspection
50069376,11/19/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,CRITICAL,26.0,Z,Cycle Inspection / Re-inspection
50075178,08/14/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,13.0,A,Pre-permit (Operational) / Initial Inspection
50060914,04/11/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,Pre-permit (Operational) / Initial Inspection
50017349,03/07/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,47.0,,Cycle Inspection / Initial Inspection
41650608,06/09/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",CRITICAL,26.0,,Cycle Inspection / Initial Inspection
50044565,02/14/2017,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,Administrative Miscellaneous / Initial Inspection
50075209,08/10/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,43.0,,Pre-permit (Operational) / Initial Inspection
41136620,10/28/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10.0,,Cycle Inspection / Initial Inspection
41597549,08/17/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,,Cycle Inspection / Initial Inspection
50071307,10/11/2018,Violations were cited in the following area(s).,15F,,Not Applicable,,,Smoke-Free Air Act / Compliance Inspection
41321220,04/27/2018,Violations were cited in the following area(s).,15F,,Not Applicable,,,Smoke-Free Air Act / Initial Inspection
40395906,03/01/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32.0,,Cycle Inspection / Initial Inspection
40366812,09/01/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,NOT CRITICAL,25.0,,Cycle Inspection / Initial Inspection
50059138,10/30/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,NOT CRITICAL,29.0,,Cycle Inspection / Initial Inspection
41449780,04/10/2018,No violations were recorded at the time of this inspection.,,,NOT APPLICABLE,,,Trans Fat / Initial Inspection
50039571,08/17/2018,Violations were cited in the following area(s).,15F,,Not Applicable,,,Smoke-Free Air Act / Re-inspection
50005277,10/17/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",NOT CRITICAL,2.0,A,Cycle Inspection / Initial Inspection
50073403,08/01/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,58.0,,Pre-permit (Operational) / Initial Inspection
41353915,01/04/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18.0,,Cycle Inspection / Initial Inspection
41444899,10/24/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,23.0,,Cycle Inspection / Initial Inspection
41637267,01/20/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,NOT CRITICAL,11.0,A,Cycle Inspection / Initial Inspection
50001172,09/21/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,27.0,,Cycle Inspection / Initial Inspection
50066689,04/20/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,CRITICAL,25.0,,Cycle Inspection / Initial Inspection
50066476,03/13/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,37.0,,Cycle Inspection / Initial Inspection
41254984,07/31/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,10.0,A,Cycle Inspection / Initial Inspection
