nRest,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,inspection_type
50083987,10/23/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,47.0,,Pre-permit (Operational) / Initial Inspection
50063863,05/09/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,CRITICAL,13.0,A,Cycle Inspection / Initial Inspection
50072894,07/11/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,A,Cycle Inspection / Initial Inspection
50053059,12/05/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",NOT CRITICAL,31.0,Z,Cycle Inspection / Re-inspection
50034819,01/16/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",CRITICAL,13.0,A,Cycle Inspection / Initial Inspection
50049519,05/12/2016,Violations were cited in the following area(s).,05C,Food contact surface improperly constructed or located. Unacceptable material used.,Critical,32.0,,Pre-permit (Non-operational) / Initial Inspection
41502643,08/01/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,40.0,,Cycle Inspection / Initial Inspection
41423445,03/01/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,25.0,,Cycle Inspection / Initial Inspection
40377294,04/27/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,not critical,7.0,A,Cycle Inspection / Initial Inspection
41650198,01/31/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,Cycle Inspection / Re-inspection
50070998,08/29/2018,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,52.0,,Cycle Inspection / Initial Inspection
41637082,05/11/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24.0,,Cycle Inspection / Initial Inspection
50066936,11/03/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5.0,A,Pre-permit (Operational) / Re-inspection
50044942,06/15/2017,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,7.0,,Cycle Inspection / Initial Inspection
50016118,01/29/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,NOT CRITICAL,24.0,B,Pre-permit (Operational) / Re-inspection
