nRest	inspection_date	action	violation_code	violation_description	critical_flag	score	grade	inspection_type
50000293	06/17/2015	Violations were cited in the following area(s).	02G	Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.	CRITICAL	25.0		Cycle Inspection / Initial Inspection
50042180	02/10/2016	Violations were cited in the following area(s).	04J	Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.	Critical	50.0		Pre-permit (Operational) / Initial Inspection
40536534	12/11/2017	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	CRITICAL	13.0	A	Cycle Inspection / Initial Inspection
40926214	09/14/2018	Violations were cited in the following area(s).	06C	Food not protected from potential source of contamination during storage, preparation, transportation, display or service.	Critical	29.0		Cycle Inspection / Initial Inspection
50063280	05/17/2017	Establishment re-opened by DOHMH	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	Critical	15.0	P	Pre-permit (Operational) / Reopening Inspection
50001471	05/23/2018	Violations were cited in the following area(s).	10B	Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.	Not Critical	31.0		Cycle Inspection / Initial Inspection
50065159	04/04/2018	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	CRITICAL	17.0		Cycle Inspection / Initial Inspection
50006474	10/25/2018	Violations were cited in the following area(s).	04M	Live roaches present in facility's food and/or non-food areas.	Critical	21.0		Cycle Inspection / Initial Inspection
40765358	04/11/2016	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	19.0		Cycle Inspection / Initial Inspection
41531373	03/22/2018	Violations were cited in the following area(s).	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	CRITICAL	10.0		Cycle Inspection / Initial Inspection
41450971	12/08/2016	Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.	04L	Evidence of mice or live mice present in facility's food and/or non-food areas.	Critical	43.0		Cycle Inspection / Re-inspection
40568964	12/22/2016	Violations were cited in the following area(s).	04M	Live roaches present in facility's food and/or non-food areas.	CRITICAL	20.0		Cycle Inspection / Reopening Inspection
41350332	09/20/2018	Violations were cited in the following area(s).	06D	Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.	CRITICAL	19.0	B	Cycle Inspection / Re-inspection
41396660	05/25/2016	Violations were cited in the following area(s).	10F	Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.	Not Critical	10.0	A	Cycle Inspection / Initial Inspection
50013993	04/15/2015	Violations were cited in the following area(s).	06F	Wiping cloths soiled or not stored in sanitizing solution.	CRITICAL	11.0	A	Cycle Inspection / Initial Inspection
