song_id;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
4ElX0PX2miGsMVsDJS2qqb;0.611;0.231;7;-9,48;0.0377;0.794;0.0;0.938;0.165;99.567;220200
15MJ5NThPjj6xhPcts8MiY;0.497;0.719;6;-9,397;0.0266;0.0613;0.0;0.411;0.547;95.769;255733
5Jp0avXwxgYt75sjxQJxWw;0.659;0.493;4;-9,161;0.0357;0.147;3.46e-06;0.114;0.497;92.989;213375
0ReSY5XOCFXFRooRS7hPxk;0.545;0.889;2;-4,42;0.0448;0.00377;2.99e-05;0.103;0.429;144.039;198371
67YkHJvLYOR1mKdpQSTsUr;0.721;0.626;1;-5,76;0.0314;0.216;0.00614;0.114;0.261;132.01;260000
79cuOz3SPQTuFrp8WgftAu;0.857;0.8;2;-4,035;0.0583;0.381;0.0;0.0913;0.966;121.996;199440
7FHswZNIRuGrq58FLFvZsU;0.827;0.649;10;-5,157;0.356;0.298;6.63e-05;0.293;0.64;130.149;195989
7sQKy5vlPQllr0k9IjYJv3;0.883;0.668;9;-2,957;0.113;0.11;0.000529;0.0734;0.676;87.972;226533
1gFMfqyVSXHMgvRloH2gDL;0.887;0.594;1;-7,7;0.294;0.204;1.54e-06;0.0858;0.663;139.97;179627
1vjG2EShnUdbca0y1yb3xK;0.644;0.758;5;-7,859;0.0458;0.000259;0.0708;0.0726;0.758;108.99;237120
7GLL5dU80NstXjcKlDMJmr;0.8;0.427;6;-7,923;0.0346;0.584;0.0371;0.104;0.218;113.975;287228
00GfGwzlSB8DoA0cDP2Eit;0.743;0.86;5;-6,346;0.0445;0.226;0.000422;0.0513;0.687;102.459;259267
0hpaWop2LUln6yJ7b0eOza;0.625;0.581;9;-5,466;0.0358;0.191;3.57e-06;0.117;0.317;121.946;217082
027h5P3kCyktHv9dpHUBBS;0.767;0.876;5;-4,435;0.0757;0.0812;1.36e-06;0.337;0.595;107.915;172467
74uDOPHx4mvX6v4qSXiXnH;0.791;0.788;1;-6,48;0.079;0.0502;0.0;0.173;0.719;89.987;205440
5u7YjfqsRbUser2DXX8LN2;0.973;0.657;9;-7,233;0.0783;0.0502;2.53e-05;0.138;0.663;119.978;176752
5xLfQuX5YAfog2JgPz0dpA;0.718;0.543;4;-11,238;0.0372;0.0606;0.0988;0.0646;0.37;115.522;286107
5C9SuiBZ0K8FYzypCT07JY;0.831;0.436;7;-8,608;0.0566;0.0103;0.0;0.104;0.751;99.492;246600
0bmB3nzQuHBfI6nM4SETVu;0.542;0.894;1;-2,879;0.0676;0.0236;0.0;0.132;0.296;127.947;208133
6rXxAohZzTDsP5KT3IDFIU;0.758;0.629;10;-5,579;0.0852;0.463;1.8e-06;0.113;0.575;97.006;203923
7mBJbhptDV7z8KhPvsAoIN;0.807;0.75;8;-11,441;0.0628;0.0406;0.919;0.0693;0.0355;122.0;428361
18rkFZIlEVdXIpOulP72cZ;0.729;0.625;3;-6,878;0.115;0.0535;0.0;0.395;0.667;99.991;194441
34IWciPnoNci5KlmSBjQiv;0.525;0.937;2;-4,197;0.0749;0.000829;0.000861;0.0873;0.494;123.099;314467
6rVDypmrk2ub86XUF402uU;0.679;0.859;0;-7,88;0.0686;0.387;0.0;0.097;0.893;99.845;281320
4y1LsJpmMti1PfRQV9AWWe;0.71;0.799;6;-4,897;0.0328;0.22;0.000602;0.349;0.725;120.372;238267
3FygJnwLJbaU5xe4E87h8e;0.813;0.687;1;-10,178;0.152;0.0562;0.0;0.113;0.733;103.196;237533
1bWcjMOceu7dFyBGBo3jJ9;0.576;0.859;2;-8,22;0.034;0.0126;0.0008;0.341;0.711;130.011;218173
6X9QFpzlPKjMoniGkr8PoC;0.699;0.957;8;-2,535;0.129;0.00509;1.75e-06;0.137;0.517;140.074;173143
5ZdzNVOmCSp5HFLk0EgvJS;0.469;0.955;10;-4,253;0.0432;0.000343;1.35e-06;0.548;0.462;143.853;193653
5ffsJmXSU71JveX1hC4IFG;0.659;0.768;2;-4,733;0.149;0.0495;0.000111;0.0763;0.206;121.98;295082
5wO14EzcJEdnaDRmI35PEP;0.392;0.188;7;-13,751;0.0278;0.882;0.509;0.235;0.326;81.017;199040
2yxfQyA2fAfkE8r13br2qb;0.519;0.661;1;-6,506;0.0401;0.000298;0.605;0.314;0.222;160.015;204062
40e9kU9Wd4vbedqSA7Io4n;0.433;0.887;4;-5,111;0.047;0.00597;2.87e-05;0.119;0.426;142.968;180840
4rDSyP8usrXMIIrKSRiYeV;0.725;0.824;8;-6,432;0.092;0.115;0.00196;0.0688;0.612;109.95;183284
