camis	dba	zipcode	cuisine_description
50015697	HALE & HEARTY SOUP	10017.0	Soups & Sandwiches
40591422	THE PARLOUR	10024.0	American
50045140	AUNTIE GUAN'S KITCHEN 108	10011.0	Chinese
50070648	BURGER 101	10014.0	Hamburgers
40793198	TAJ CAFE	10003.0	Indian
50000116	HILL AND DALE	10002.0	American
41189176	PARK CAFE	10019.0	American
50053465	HAVANA NY RESTAURANT & BAR	10018.0	Chinese/Cuban
40676550	THE BLACK SHEEP	10016.0	Irish
41256599	HARRY'S ITALIAN	10038.0	Italian
41542304	JUNOON	10010.0	Indian
41664038	SIMPLY BAKERY	10013.0	Bakery
41161009	GENESIS BAR & RESTAURANT	10128.0	Irish
40668120	MCDONALD'S	10014.0	Hamburgers
41567540	WIMPY'S RESTAURANT 5	10035.0	American
41171216	EAST SIDE BILLIARD	10028.0	American
40897778	RENAISSANCE HOTEL	10036.0	American
41501061	JACOB RESTAURANT		Soul Food
50010822	HUNAN HOUSE	10019.0	Chinese
50042385	CHIPOTLE MEXICAN GRILL	10009.0	Mexican
50037466	HAMPTON CHUTNEY CO	10013.0	Indian
41063283	SANTA FE	10023.0	Mexican
41110390	YIP'S RESTAURANT/JUICE VITALITY	10004.0	Asian
50066715	JOE'S PIZZA	10018.0	Pizza
41162689	PEE DEE	10027.0	Steak
50046726	CHIRPING CHICKEN	10017.0	Chicken
40906490	VIA DELLA PACE	10003.0	Italian
41569979	SHAKE SHACK	10282.0	American
41172734	JUNIOR'S RESTAURANT	10036.0	American
41637433	CONES	10014.0	Ice Cream, Gelato, Yogurt, Ices
40367715	LA BONNE SOUPE BISTRO	10019.0	French
50018574	RESIDENCE INN WORLD TRADE CENTER	10038.0	American
41665068	TEXAS ROTISSERIE & GRILL	10025.0	Chicken
41710746	BURGERFI	10028.0	Hamburgers
41707875	NEW GOLDEN STAR RESTAURANT	10033.0	Chinese
50048711	LIMON JUNGLE RESTAURANT	10014.0	Spanish
50072759	GFG WILLIAM	10038.0	Bakery
50005585	BUFFALO WILD WINGS	10036.0	Chicken
41414060	EL PASO TAQUERIA	10029.0	Mexican
41590276	NUM PANG SANDWICH SHOP	10017.0	Sandwiches
50051016	LOVE MAMA	10003.0	Asian
40897685	TSQ BRASSERIE	10019.0	American
41382688	GUANTANAMERA	10019.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
40368338	BRADY'S BAR	10028.0	American
50017403	PIER A HARBOR HOUSE	10004.0	American
50003545	THE WAYFARER	10019.0	Seafood
40750279	VIEW RESTAURANT	10036.0	American
50064221	PRET A MANGER - next to escalators to 34th Street	10119.0	Sandwiches
50035825	BOOTS AND SADDLE	10014.0	American
41262328	MCDONALD'S	10003.0	Hamburgers
50008548	CAFE JAX	10028.0	Caf̩/Coffee/Tea
41547897	EDO SUSHI TERIYAKI NOODLE	10003.0	Japanese
41641604	IRVING FARM	10024.0	Caf̩/Coffee/Tea
41674131	GALLI RESTAURANT	10013.0	Italian
50056785	MY COOKING PARTY	10001.0	American
40668464	TURKISH CUISINE	10036.0	Turkish
50039833	DYLAN'S CANDY BAR	10003.0	Caf̩/Coffee/Tea
41553745	HOP SHING RESTAURANT	10038.0	Chinese
50039368	GOOD NIGHT SONNY	10009.0	American
50014086	SUSHI PARA MANHATTAN	10028.0	Japanese
41641198	URBAN VEGAN KITCHEN		Vegetarian
50062488	SOHO PARK	10019.0	American
50002603	SEABIRD	10014.0	Seafood
40950465	KAHLUA'S CAFE & RESTAURANT	10029.0	Mexican
40648876	WESTSIDE TAVERN	10011.0	American
41627819	JACOB'S PICKLES	10024.0	American
50064881	SEAWALK RESTAURANT	10034.0	Caribbean
50039585	THE DOUGHNUT PROJECT	10014.0	Donuts
41616896	SHOPSINS GENERAL STORE (STORE #16)	10002.0	American
40813634	QUEEN OF SHEBA ETHIOPIAN RESTAURANT	10036.0	Ethiopian
41093742	STONE CREEK	10016.0	American
41006719	SQUARE DINER	10013.0	American
41387224	B AND B RESTAURANT	10001.0	African
40716092	TRIBECA PARK CAFE	10013.0	Delicatessen
41646166	MIKEY'S	10002.0	American
41626438	THE SPOTTED DOG	10065.0	American
50043664	QUALITY EATS	10014.0	American
50055346	SOPHIE'S CUBAN CUISINE	10018.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
50014197	COTENNA	10014.0	Italian
41487277	AUGURS WELL	10009.0	American
41716209	AJISAI	10065.0	Japanese
50060064	FISH STOP	10017.0	Mediterranean
40396000	JULES BISTRO	10003.0	French
41164472	RESTAURANTE ECUATORIANO GENESIS	10034.0	Latin (Cuban, Dominican, Puerto Rican, South & Central American)
41607653	OBICA MOZZARELLA BAR	10022.0	Italian
41262775	KELLY'S	10009.0	Irish
50068653	CITY COLLEGE: NAC FOOD COURT	10031.0	American
41173497	KAZUZA	10009.0	Middle Eastern
41699249	LE MIDI BISTRO	10003.0	French
41497410	SALAAM BOMBAY	10013.0	Indian
41543374	HUDSON STATION	10001.0	American
41537020	NEW KIM TUONG RESTAURANT	10002.0	Chinese
