song_id;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
5SaXgo5XteGjNWOUGKzwfA;0.669;0.889;5;-3,195;0.126;0.0137;4.96e-06;0.368;0.658;158.233;254040
6AdxDoU5PNTWRmtWLu0ShI;0.672;0.824;9;-5,849;0.031;0.147;0.000253;0.369;0.412;125.982;194286
4i6wwcBc3Qrqir83xBdbM6;0.49;0.984;0;-4,995;0.0437;0.0358;0.0703;0.064;0.961;152.479;294800
53UXJ9NlgwfE8oOVFhinrS;0.813;0.483;0;-12,74;0.0367;0.118;0.00291;0.379;0.0396;120.046;230568
4g78lI7TkiIXIOZwzflR2U;0.692;0.312;7;-11,684;0.0375;0.833;0.0;0.0534;0.878;71.816;170587
6Rg0AJvt1xa4hR2QH2fUhb;0.604;0.59;8;-7,469;0.0318;0.362;0.0;0.0959;0.359;90.994;177145
1zfFle2YCXuUFXlAAZ4QOS;0.432;0.828;1;-5,769;0.0669;0.000104;0.000215;0.101;0.367;166.035;232000
1Mj7rQgu2HTtDhKD90nnDS;0.187;0.421;0;-14,728;0.0392;0.28;0.685;0.576;0.073;63.248;141853
776xH04Us0YBTdspg6C1cP;0.569;0.726;4;-5,343;0.178;0.1;0.0;0.244;0.373;185.946;188664
5Mmk2ii6laakqfeCT7OnVD;0.706;0.888;2;-6,959;0.0654;0.119;9.64e-05;0.07;0.714;121.549;253733
7aJMDBKnBkU4CTGqnMQpuz;0.67;0.825;5;-5,419;0.0306;0.0524;0.00364;0.105;0.611;99.99;236379
2Jh56ObNpv46PFBu95qqVj;0.681;0.721;6;-6,462;0.0808;0.0217;3.46e-06;0.0938;0.381;94.028;206809
4AaWrj0s8jwkrQZT41aMXM;0.631;0.674;0;-9,423;0.198;0.405;0.0021;0.321;0.408;147.624;173044
2nTT6AoxJnuVrncBzbyWnk;0.569;0.757;10;-7,364;0.124;0.0317;0.00163;0.112;0.219;150.134;185600
1rsVwDHqRMEmQKyd1SUBus;0.806;0.697;0;-7,736;0.0468;0.195;0.0265;0.364;0.44;123.004;203000
47o8CwTuNyKSQtZbLiDMS0;0.69;0.543;1;-10,17;0.0964;0.341;0.0;0.195;0.469;153.943;174545
4IsnUEgEcb7epezwgWCBJn;0.556;0.798;2;-6,531;0.0367;0.0549;4.48e-06;0.37;0.591;175.651;298227
2u4uhtETtcULnkBfFHSnDX;0.194;0.132;11;-15,783;0.0349;0.919;0.182;0.159;0.04;74.848;321680
5G0nSEIT0fGUZY0caM9AnH;0.387;0.726;1;-7,681;0.412;0.0998;0.0;0.653;0.632;78.846;328813
2Fap2zMMINCLylSCSGQLEa;0.683;0.598;2;-7,835;0.0323;0.21;0.000147;0.124;0.468;109.999;169500
09yhMTRqQ1I1dniu3PoIQi;0.674;0.932;8;-4,876;0.0718;0.0363;0.0;0.0576;0.826;144.039;180333
4fQMGlCawbTkH9yPPZ49kP;0.816;0.514;10;-8,741;0.0339;0.767;0.949;0.0899;0.912;136.837;176333
3mof6Z6vz6gonsuIEQXank;0.574;0.576;1;-8,267;0.0446;0.0579;0.00147;0.208;0.287;145.094;254897
2qG5sZ7Si6sdK74qLxedYM;0.882;0.689;6;-4,027;0.124;0.39;0.00325;0.0501;0.746;97.963;161627
5Jp0avXwxgYt75sjxQJxWw;0.659;0.493;4;-9,161;0.0357;0.147;3.46e-06;0.114;0.497;92.989;213375
5jlLBqK31dOqXECKn3jlMX;0.784;0.416;7;-9,231;0.102;0.0546;2.16e-05;0.112;0.259;147.994;225037
4T6p9mFEP9J1HbQWfdIP6F;0.641;0.844;6;-5,758;0.0465;0.0032;0.0;0.106;0.834;150.03;204435
4EoDcHQ7lOj4RGgRibFLXh;0.794;0.741;1;-4,959;0.0622;0.157;0.0332;0.309;0.805;95.006;245427
573latfTMO7SpGtStVrQx5;0.603;0.952;6;-3,699;0.0947;0.00189;0.000445;0.317;0.588;133.97;163627
5wMfLe1nd26X7EQszhZjly;0.73;0.515;11;-8,632;0.139;0.23;0.149;0.134;0.361;77.599;204124
6O0OCTxHffoXmJSnhrRSmD;0.7;0.71;5;-4,351;0.0394;0.304;0.0;0.105;0.452;80.515;352280
59uEiooaCUECb1fMmo6Sr9;0.46;0.458;2;-7,912;0.031;0.576;0.0;0.0925;0.104;97.15;192907
6264zKFgXM13JuRBX4MMyD;0.328;0.826;6;-5,085;0.0362;0.000224;0.000944;0.0818;0.341;106.606;282093
3e9HZxeyfWwjeyPAMmWSSQ;0.717;0.653;1;-5,634;0.0658;0.229;0.0;0.101;0.412;106.966;207320
1TcNWttaet1eKCwl2p6Qae;0.456;0.802;7;-7,173;0.0962;0.00266;0.37;0.122;0.0616;116.497;235160
6Z8R6UsFuGXGtiIxiD8ISb;0.655;0.819;0;-4,852;0.0316;0.000176;0.00374;0.104;0.766;117.956;192790
2eiq8DFWCjAOmbcHarG1ks;0.584;0.422;11;-16,189;0.116;0.254;0.897;0.372;0.0374;182.553;152400
5WxznT1acobTk0pqVEtaO1;0.721;0.771;1;-6,001;0.0381;0.177;0.332;0.12;0.189;114.993;192226
4pEEaVhg7B1JJks7HmBNQI;0.602;0.91;1;-5,125;0.0355;0.000504;0.166;0.112;0.476;121.025;227984
0y675KDleCZEudjoeL1sQQ;0.694;0.466;9;-6,758;0.0384;0.0934;0.0;0.098;0.246;103.018;189613
3vv9phIu6Y1vX3jcqaGz5Z;0.713;0.802;4;-7,055;0.0561;0.0435;0.00377;0.309;0.343;100.001;226739
69gRFGOWY9OMpFJgFol1u0;0.714;0.821;6;-7,635;0.176;0.041;0.0;0.116;0.649;95.999;282707
2yvjjJrWzVzA2zg4VsoEmo;0.747;0.686;10;-4,802;0.0308;0.587;0.0;0.1;0.913;122.005;238707
1PJqOBKNQPiCPkknqWLeJU;0.698;0.897;5;-4,425;0.171;0.654;0.0;0.121;0.858;75.003;171176
4vhVDkSx9RSb2k6mWFMYNI;0.51;0.76;0;-6,995;0.0411;0.148;0.0116;0.0706;0.55;118.829;170787
4TlhItSfdcIkWIOEEnyfZ7;0.681;0.767;5;-7,362;0.0313;0.164;0.0987;0.148;0.324;100.065;232973
