song_id;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
6uSa5iCMwPr10Ftpz8w09b;0.569;0.385;1;-9,919;0.0499;0.342;0.0;0.0876;0.339;99.739;304667
6gsmFgUiSTuinJlScwFODv;0.489;0.757;11;-4,062;0.0926;0.00981;0.0;0.234;0.567;168.004;267160
7nhbNqmt5VVvVdgOtVqzZB;0.8;0.518;6;-8,777;0.472;0.158;1.31e-05;0.11;0.597;183.999;182617
1hGy2eLcmC8eKx7qr1tOqx;0.762;0.661;1;-6,075;0.0687;0.15;0.0;0.256;0.769;130.009;225373
5m4rKNB8wf2Q4oMupdmXFQ;0.875;0.73;10;-5,807;0.252;0.498;1.46e-06;0.13;0.397;123.072;277813
0fTiDOXRNEN0lUeYGoSHml;0.32;0.63;10;-7,019;0.0493;0.192;0.0;0.102;0.323;203.443;221987
6Qi0Wls2EaolwPMPMxfe5f;0.579;0.549;5;-8,262;0.0909;0.104;0.0202;0.0964;0.155;119.74;238120
0g32rSrm5u6VqiPni686Pm;0.641;0.922;5;-3,09;0.0431;0.0331;0.0857;0.153;0.177;150.016;313600
5mYNiuzRtpGUJZpbBRWrqo;0.616;0.871;7;-4,809;0.0341;0.011;2.18e-05;0.169;0.556;105.01;188134
4aAPfEpk7aZitHRZamhptK;0.552;0.639;4;-7,42;0.0272;0.00411;0.731;0.0796;0.168;142.031;154000
3TZlgEx70yynsLjKyPaCfY;0.862;0.676;8;-6,051;0.136;0.0533;0.0;0.0769;0.602;105.97;197532
5uLZgToTLTRBXXcekii3Yo;0.738;0.625;3;-8,764;0.86;0.00215;0.0;0.065;0.721;172.04;260960
5KawlOMHjWeUjQtnuRs22c;0.645;0.862;11;-4,757;0.0965;0.0923;0.0;0.192;0.798;119.991;229773
4H5arInh2BLVz94mIibTrv;0.74;0.777;7;-5,425;0.163;0.0399;0.0;0.0835;0.767;129.98;157024
41W4YKwP7DPxoplPA2U0PW;0.817;0.854;6;-4,744;0.117;0.117;1.07e-05;0.0413;0.622;102.0;198280
3PIZD7C258F5taiS9rw9lK;0.563;0.492;11;-9,939;0.0591;0.0463;0.00432;0.0746;0.24;170.054;253753
58hjBuGWj43LQ6WjN3ZQAK;0.33;0.793;10;-4,628;0.155;0.0618;0.0;0.383;0.279;180.162;184000
0yjsqPohhEH9engTAwqWYR;0.795;0.501;0;-7,359;0.151;0.0191;0.0;0.11;0.105;150.024;153753
0JZNuMkU56lRgqbBOOEnUp;0.73;0.769;11;-3,292;0.0508;0.2;0.0;0.261;0.567;95.989;205560
16MCjtjOSAnWAAAmQWHP9u;0.696;0.793;2;-4,504;0.0402;0.0116;0.000783;0.0626;0.374;110.061;168000
5z4rXPO6B5SSMVnRfPWb61;0.728;0.388;9;-11,788;0.0347;0.0221;0.884;0.0932;0.57;94.999;368347
18VfHIPaCo0s6FTi1Fnp6T;0.602;0.691;7;-5,197;0.051;0.0548;0.0;0.144;0.206;127.967;222307
0LtOwyZoSNZKJWHqjzADpW;0.303;0.9;2;-2,352;0.0574;0.0277;0.635;0.11;0.491;149.508;192960
2Zu0RM1e8qBQDfVIm072ki;0.957;0.664;9;-10,458;0.283;0.295;2.41e-06;0.217;0.805;126.986;160630
6Js75PRS6otkphpPKtIrcp;0.878;0.544;9;-4,618;0.284;0.0981;0.0;0.198;0.546;135.987;356960
6vLwOFz5BYeEJPyvgUea2D;0.684;0.854;2;-2,802;0.0334;0.00145;0.000105;0.0913;0.706;141.409;259947
1HTyaQunwA2CXIiQDp3rAC;0.528;0.843;7;-3,514;0.104;0.000236;1.44e-05;0.452;0.0983;128.044;158438
4lDYedHtcFwkMTVwpdSRUN;0.631;0.877;5;-4,072;0.0345;0.00837;1.09e-05;0.204;0.876;150.162;185600
28ZiptPMVab1reyfj4hNwt;0.681;0.635;10;-7,856;0.0792;0.0177;0.0;0.119;0.496;160.027;172500
5tlrEiYWEl0fsa6OFoV5EI;0.826;0.638;1;-6,371;0.258;0.00564;0.0;0.414;0.699;167.848;288853
