track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date
5SaXgo5XteGjNWOUGKzwfA;Heavy Artillery;The Game;0;347inOOK4kb02uEpi2LjF0;The R.E.D. Album;2011-01-01
6AdxDoU5PNTWRmtWLu0ShI;Losing;Clavee;11;77Mlqn7Pce9KR7kXt5PbHg;Losing;2019-08-01
4i6wwcBc3Qrqir83xBdbM6;Saturday Night's Alright (For Fighting);Elton John;41;7iKDBfOFUtg8E8RbuDhiux;To Be Continued...;1990-11-08
53UXJ9NlgwfE8oOVFhinrS;Cowboy;Upchurch;54;3gttZZF6xNOuEn4qKrlp7c;Supernatural;2018-08-19
4g78lI7TkiIXIOZwzflR2U;(I'm Your) Hoochie Coochie Man;Muddy Waters;1;38e8nPbL97svIPaD5pMoQ1;Blues Greats: Muddy Waters;2011-01-01
6Rg0AJvt1xa4hR2QH2fUhb;Sorriso (Milano Dateo);Calcutta;66;5U5pvv8NQHjb4UEhMozHRz;Sorriso (Milano Dateo);2019-06-07
1zfFle2YCXuUFXlAAZ4QOS;The Dirt (Est. 1981) [feat. Machine Gun Kelly];Mötley Crüe;57;6k4UBLzT24ZVqQXqVYzTvg;The Dirt (Est. 1981) [feat. Machine Gun Kelly];2019-02-22
1Mj7rQgu2HTtDhKD90nnDS;Homenaje A Miguel - Live;Miguel Rios;0;5fstCqs5NpIlF42VhPNv23;Rock & Rios (Remastered);2005-01-01
776xH04Us0YBTdspg6C1cP;Side Effects;Carlie Hanson;61;3G8C4K6QdaeYeGmzUdp4gw;Side Effects;2019-11-22
5Mmk2ii6laakqfeCT7OnVD;Thong Song;Sisqo;65;0nyora4kbjBGE4d1B9gxnm;Unleash The Dragon;1999-01-01
7aJMDBKnBkU4CTGqnMQpuz;Real Life - Ossian Remix;Mako;16;1XPkZYjHPddtD2pIouEtoh;Real Life (Ossian Remix);2017-04-14
2Jh56ObNpv46PFBu95qqVj;Something New (feat. Allison Graaff);Hyperion;18;7idc0eaQ9QCc19bmmQ9Poi;Something New (feat. Allison Graaff);2015-09-17
4AaWrj0s8jwkrQZT41aMXM;Desierto;Simah;39;46UeLDMUsEfQ8cI4CkUvSE;Desierto;2019-03-22
2nTT6AoxJnuVrncBzbyWnk;Fire;Türküm;41;6zr0YmPSudPjRxaYMPMNpW;Fire;2018-09-21
1rsVwDHqRMEmQKyd1SUBus;Ragga (Radio Edit);Bolier;26;2erv0f4grvuxbmih4Dr3Wh;Ragga;2015-10-02
47o8CwTuNyKSQtZbLiDMS0;Bury Me;Josh Arce;40;4C9nj2g6Z8w1Nvmd6xR7p7;Bury Me;2020-01-03
4IsnUEgEcb7epezwgWCBJn;Love Shoulda Brought You Home;Toni Braxton;43;73ojqvZakvdkBxSg9pyPqz;Toni Braxton;1993-07-13
2u4uhtETtcULnkBfFHSnDX;Oceans;Coldplay;55;2G4AUqfwxcV1UdQjm2ouYr;Ghost Stories;2014-05-19
5G0nSEIT0fGUZY0caM9AnH;The Season | Carry Me;Anderson .Paak;53;4VFG1DOuTeDMBjBLZT7hCK;Malibu;2016-01-15
2Fap2zMMINCLylSCSGQLEa;Say You'll Be There;Campsite Dream;40;6C9yPDGpWDwXvoyeAQXUhG;Say You'll Be There;2019-01-18
09yhMTRqQ1I1dniu3PoIQi;Don't Kill My High;Lost Kings;67;6Z0dLHgtpQBXnnQJ0Ykott;Paper Crowns (Deluxe);2019-01-18
4fQMGlCawbTkH9yPPZ49kP;Green Onions;Booker T. & the M.G.'s;64;2aGFVLz0oQPa3uxCfq9lcU;Green Onions;1962
3mof6Z6vz6gonsuIEQXank;Limelight (NGHTMRE Remix);Just A Gent;60;7MO44tEY67dEVPnfT8DD2y;Limelight (NGHTMRE Remix);2015-10-12
2qG5sZ7Si6sdK74qLxedYM;Con Altura;ROSALÍA;87;4bxHLppgdmaYJk0yfdcP0l;Con Altura;2019-03-28
5Jp0avXwxgYt75sjxQJxWw;SWIM;BROCKHAMPTON;51;67smHJOf5YlFwad6dAlppm;SATURATION;2017-06-09
